#CHR	start	end	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
18	37218285	37218415	-0.835096	0.163076	0.154146	-0.767935	0.151487	-0.569224
18	37294699	37294829	-0.741916	0.488529	0.079614	0.003749	-0.258353	-0.151016
18	37300517	37301025	-0.424418	0.259964	-0.423014	0.725041	0.166663	0.354328
18	37307140	37307640	-0.163317	0.168578	0.529775	0.228532	-0.017938	0.101310
18	37333707	37333846	-1.058398	0.593054	-0.570711	-0.308129	0.165389	-0.385193
18	37341589	37341728	-0.226518	-0.037126	-0.354765	0.457342	-1.276438	-0.823749
18	37354987	37355131	-1.078901	0.139064	-0.171666	0.289780	0.019003	0.160333
18	37400729	37400864	-0.225248	-0.122454	-0.084873	0.026454	0.124416	0.057554
18	37411398	37411898	-0.872019	-0.118307	-0.396122	-0.373825	0.021287	0.200496
18	37421143	37421643	-0.115210	-0.035516	-0.194633	0.534472	0.118535	0.388231
18	37435300	37435800	-1.064583	0.279547	-0.071170	0.388262	-0.249973	0.588259
18	37447341	37447852	-0.863130	-0.385330	-0.334998	0.318568	0.150716	0.521595
18	37473384	37473531	-0.788954	0.076819	-0.106360	0.271626	0.296981	-0.070508
18	37477479	37477997	-0.072951	-0.202697	0.034492	-0.194271	0.029724	0.041898
18	37484851	37484994	0.359449	0.564382	0.128865	-0.082191	0.144483	-0.510854
18	37489332	37489467	-0.085146	0.044318	-0.370605	0.380794	0.002400	0.280168
18	37496852	37496994	-0.458074	0.463816	0.694842	1.064741	-1.043558	-0.182747
18	37504141	37504291	0.015482	0.453416	-0.211888	0.509088	-0.060108	0.258380
18	37513507	37513637	0.204068	-0.042980	-0.329786	-0.016893	-0.241351	-0.633833
18	37518206	37518338	-0.646796	-0.362426	-0.877739	-0.455514	-0.635510	-0.633874
18	37570573	37570708	-0.466392	-0.398317	-0.311013	0.243785	0.234256	-0.041566
18	37643947	37644525	0.047257	0.021780	-0.087572	-0.338675	0.179914	-0.331742
18	37661447	37661947	-0.125419	0.081258	-0.147015	0.283564	-0.595057	-0.077563
18	37674200	37674335	-0.243995	0.219139	0.183455	0.071982	0.154051	0.807629
18	37741945	37742067	-0.173961	1.133788	0.152004	-0.187711	-0.371465	0.073975
18	37751472	37751616	-1.262370	-0.389759	-0.822311	0.188929	-0.287706	-0.637833
18	37761325	37761912	-0.122343	0.560894	-0.250193	0.074747	-0.224391	-0.746746
18	37765784	37765914	0.756531	0.331592	0.155174	-0.448454	1.415481	-0.253708
18	37787131	37787657	0.321466	0.584687	0.649508	0.748160	0.957278	1.033609
18	37806024	37806526	0.444850	-0.205726	-0.096444	-0.158817	0.321821	-0.208121
18	37849589	37849719	0.577255	2.726118	1.332242	0.520123	1.050085	0.846793
18	37852010	37852529	-0.216037	-0.211471	-0.337048	-0.259809	-0.219552	-0.382860
18	37877278	37878121	0.335368	-0.054739	-0.047612	-0.329311	0.007128	-0.058902
18	37883359	37883889	0.169789	-0.013073	-0.013803	-0.159394	0.247170	-0.090410
18	37907992	37908495	-0.534348	0.256397	-0.131728	0.249944	0.165530	0.113383
18	37924446	37924576	-0.185288	-0.493718	-0.316213	-0.612163	0.006725	-1.078813
18	37925792	37926333	-0.152302	0.055544	-0.009352	0.556247	0.194143	0.259403
18	37935215	37935918	0.827991	-0.162261	0.276188	-0.291424	0.171816	-0.032232
18	37954796	37955308	0.448886	0.275703	0.288240	-0.190372	0.250727	-0.104524
18	37969555	37970094	0.195651	0.343045	0.766798	-0.373991	0.362513	-0.047900
18	37984214	37984729	0.208779	-0.435091	-0.185808	0.216207	0.376264	-0.553123
18	38004551	38004688	0.214799	0.189856	-1.006765	1.315445	0.706866	1.114767
18	38013829	38013966	-0.574911	0.385407	-0.100020	0.261086	-0.485927	-0.176591
18	38024962	38025096	-0.765792	1.277038	0.411640	0.693161	-1.240153	0.216529
18	38075472	38075613	0.136438	0.395770	1.044153	0.143009	0.382614	0.309718
18	38080848	38080978	0.570405	0.220140	0.274809	-0.278355	0.554675	0.426306
18	38159308	38159445	-0.492395	0.224526	-0.201115	0.416289	-0.138069	0.109632
18	38212814	38212959	-0.599969	-0.135101	-0.042482	0.848003	0.394188	-0.277949
18	38249969	38250766	0.160259	0.098686	0.126926	-0.387354	-0.162270	-0.560995
18	38286075	38286227	-0.102269	-0.804125	-0.313726	-0.229511	-0.067939	0.347931
18	38286741	38286868	-0.669971	-0.231275	0.238259	0.337071	0.733210	0.154247
18	38296362	38296923	0.414317	0.098751	0.663802	-0.165497	0.282575	-0.083035
18	38297122	38297252	-0.093356	0.304361	0.132333	-0.624758	0.294843	-0.185786
18	38321083	38321212	-0.119830	0.317384	0.107534	1.579041	0.585293	1.003559
18	38338289	38338431	-0.508241	0.230192	-0.400181	-0.525221	-0.633313	-0.804690
18	38338886	38339105	0.468553	0.320620	0.723996	0.038554	0.238903	0.627187
18	38349892	38350433	-0.246076	-0.381325	-0.044863	0.014962	-0.445260	-0.350933
18	38371950	38372450	0.245850	0.248855	0.212941	0.497629	1.074872	-0.124532
18	38418678	38419197	0.525799	0.263030	0.628168	0.102519	0.091251	-0.144864
18	38439686	38440190	0.192121	0.713315	0.574687	0.574361	0.564833	0.184023
18	38459684	38460184	0.336037	0.706528	0.452749	0.701967	0.397119	0.460245
18	38464540	38464670	-0.104893	1.287187	0.339059	1.092365	0.302346	1.747821
18	38487381	38487513	-0.212837	1.011364	0.461935	1.568220	-0.195907	-0.125441
18	38500932	38501062	0.842164	-0.502419	1.213741	0.494377	0.207572	0.125522
18	38514820	38514950	1.131578	-0.252180	1.095952	1.328617	0.151789	0.386241
18	38531607	38532107	0.763869	0.823327	1.116566	1.361672	0.983415	0.647959
18	38580886	38581016	-1.766555	-0.695423	1.023143	-0.652602	-0.795542	0.166721
18	38584720	38584850	-0.200497	1.257868	1.127587	0.387350	0.419164	0.313345
18	38592168	38592668	0.377122	0.537665	0.485350	0.403374	0.350343	0.106040
18	38596895	38597373	1.179803	0.782499	0.580213	0.815251	0.583998	0.085640
18	38601149	38601721	0.444911	-0.330663	-0.216775	-0.569216	-0.030980	-0.240117
18	38631441	38631941	0.702693	-0.441578	0.388801	-0.123523	0.211439	0.252135
18	38654631	38655167	0.216740	0.235160	0.426024	0.425734	0.926666	1.326109
18	38713435	38713565	0.001297	0.070996	0.524141	-0.079197	-0.166488	0.204460
18	38794263	38794393	0.608748	1.081754	0.389942	0.171685	1.288310	1.077385
18	38794401	38794901	0.708737	0.067705	0.883221	0.363065	0.816805	0.363005
18	38833633	38833763	-0.578557	0.041690	-0.841507	-0.469858	0.286561	-0.662922
18	38845510	38846018	-0.565665	-0.215033	0.169063	0.052065	-0.194902	-0.236338
18	38855684	38855815	-0.194273	0.815775	-0.481571	0.808226	0.357571	-0.020809
18	38890171	38890677	0.305298	-0.050483	0.045797	-0.119720	0.080198	-0.152284
18	38911324	38911454	-0.204059	0.911146	0.581447	0.527823	0.792554	0.607975
18	38930382	38930888	-0.206574	0.022802	-0.218009	0.180877	0.054133	-0.179899
18	38940314	38940830	-0.380775	-0.618048	-0.066484	0.052236	0.011090	0.500065
18	38962619	38963119	0.377343	0.378367	0.193091	0.252378	0.028107	-0.064768
18	38992767	38993298	0.709070	-0.385333	-0.066225	-0.509460	-0.289131	-0.134378
18	39012355	39012876	-0.295444	-0.006096	-0.082595	0.063173	0.176563	0.210232
18	39017774	39017917	0.050539	-0.539725	-0.379896	-0.505864	-0.262888	0.456978
18	39020627	39021324	-0.079000	-0.410130	-0.212915	0.050894	0.159828	-0.021524
18	39035154	39035655	-0.302909	-0.304776	-0.336648	0.239042	0.019765	0.100634
18	39048644	39048774	-0.110353	0.468131	-0.714356	0.297490	0.157521	-0.335679
18	39049137	39049637	0.035459	0.235540	0.149709	0.444983	0.132685	0.148885
18	39083773	39084273	-0.231244	0.446451	0.354012	0.555046	0.087080	0.094310
18	39091315	39091824	-0.514607	0.098885	-0.037729	0.260444	-0.185851	-0.304763
18	39110679	39110835	0.220875	-0.202974	-0.678949	-0.532692	-0.135526	-0.733650
18	39111246	39111746	0.412147	0.318561	-0.045461	0.617067	0.158581	0.449680
18	39133382	39133522	0.424573	-0.057050	0.511328	0.133519	0.674001	0.075399
18	39137482	39137617	-0.755927	0.780523	0.497444	1.595601	2.853395	-0.003623
18	39244657	39245137	-0.456317	-0.550198	-0.879334	-0.579161	-0.797377	-0.801187
18	39250658	39250818	0.133092	0.115527	-0.046339	-0.496667	-0.497296	-0.489596
18	39250867	39251395	-0.323167	-0.075687	-0.196644	-0.567904	-0.430378	-0.513324
18	39321915	39322071	-0.364342	0.247661	0.145515	-0.172316	-0.059125	0.117046
18	39359528	39359660	0.162881	-0.036534	-0.492922	0.665946	0.139448	0.269636
18	39369554	39369729	-0.065644	0.236541	-0.267762	0.253033	-0.179864	0.058436
18	39409539	39410070	-0.528272	0.167622	-0.158531	0.050079	0.424472	0.637233
18	39410255	39410365	-1.259296	0.076113	-0.850869	-0.340955	0.052919	-0.010200
18	39416246	39416746	0.470362	0.706136	0.360972	0.354253	0.358739	0.887107
18	39416871	39417001	0.655260	0.459872	0.489159	0.854934	-0.174342	0.387947
18	39460754	39461254	-0.143263	-0.503186	-0.156502	-0.396806	-0.117098	-0.131579
18	39475926	39476097	0.649153	0.562111	-0.174383	0.216873	-0.815714	-0.677171
18	39477154	39477286	0.763550	-0.615372	0.166004	0.837177	-0.157937	0.204521
18	39484006	39484136	-0.033260	0.475067	1.066661	1.275583	-0.324189	0.489013
18	39489889	39490046	1.770583	0.950134	0.941829	-0.329362	0.256403	0.365678
18	39491436	39491957	0.074244	-0.095249	0.124419	-0.764996	-0.273984	-0.346463
18	39519368	39519498	-0.041320	0.210510	-0.213398	-0.231770	0.457629	-0.055154
18	39650422	39650593	0.027696	0.848460	0.695710	0.792314	1.718247	0.199366
18	39666066	39666582	0.188769	0.088733	0.481539	0.113022	0.409234	0.443912
18	39801211	39801341	-1.122967	-0.677397	-0.528458	0.113798	-0.468027	0.198871
18	39805756	39805886	-0.525372	1.264691	0.367187	0.607750	0.715235	0.620099
18	39866637	39866767	0.724549	-0.290875	-0.150053	0.639203	-0.211203	0.422632
18	39866829	39866945	-0.120492	0.836484	0.088696	0.347411	0.817420	1.276932
18	39875957	39876104	-0.577456	0.640771	0.567686	0.594221	-0.096050	0.290221
18	39938924	39939054	-1.534187	0.518913	0.313914	0.969014	1.614405	2.026632
18	39939426	39939558	-0.703264	0.090041	-1.014845	1.898309	0.855529	1.041347
18	39976963	39977093	0.727219	0.445985	0.176547	0.306739	0.861240	0.164297
18	40029229	40029359	-0.566982	0.915868	0.095169	1.859122	0.565289	0.678848
18	40138602	40138732	0.191932	0.206920	0.355081	0.108901	0.550457	0.328305
18	40141800	40141956	0.076689	0.916046	0.446001	0.823855	0.328390	-0.075037
18	40143693	40143823	0.162986	1.639087	0.232606	0.069005	-0.545770	0.160025
18	40178715	40179215	-0.263634	0.428825	0.329477	0.144276	0.079801	0.168663
18	40186118	40186248	-1.182797	0.333582	0.298502	-0.876337	0.096767	-0.886806
18	40219130	40219784	0.629158	-0.041729	0.202743	-0.317509	0.183586	0.255619
18	40232447	40232577	-0.134001	0.376336	0.823907	0.904820	1.138337	0.271496
18	40439811	40439941	-0.526089	0.124698	0.724826	-0.606004	0.222345	0.243714
18	41221685	41221815	-0.634865	0.628810	1.330002	0.595998	0.829889	0.182312
18	41861179	41861309	0.435042	0.223882	0.703392	0.353683	-0.004492	-0.112540
18	41864615	41865200	-0.322740	-0.391534	-0.362648	-0.459825	-0.518959	-0.054334
18	41922651	41923154	-0.541690	0.208860	-0.054558	0.411468	-0.138862	0.448090
18	41923327	41923854	0.059836	0.299784	0.632789	0.272330	0.198312	0.798294
18	41942362	41943001	-0.359799	0.506462	0.201978	0.284200	0.573420	0.542267
18	41951036	41951636	-0.036745	0.162888	0.008509	-0.243651	0.410823	-0.004011
18	41975175	41975305	0.384598	1.892218	-0.434037	-0.254707	0.058417	-0.985141
18	41979403	41979903	-1.075076	-0.617509	-0.505865	-0.194419	-0.101413	-0.001213
18	42009648	42010149	-0.517002	-0.520715	-0.562948	0.346613	-0.524825	-0.173281
18	42010810	42011327	0.153015	-0.417180	-0.481093	-0.435233	-0.165388	-0.374374
18	42197657	42197787	-0.094617	0.790357	0.670680	-0.731652	0.417495	-0.125439
18	42219242	42219742	-0.463650	0.009760	0.436520	1.061656	0.346735	0.894791
18	42261956	42262479	-0.877953	-0.275555	-0.109605	-0.168294	0.266416	0.378990
18	42274960	42275563	0.708546	-0.636615	-0.111686	-0.519892	-0.338882	-0.251260
18	42339631	42340162	-0.344065	-0.195573	0.010487	0.377548	0.012138	0.421784
18	42343208	42343708	-0.176876	-0.230276	0.228513	0.421084	0.292348	0.326829
18	42369103	42369604	-0.299322	-0.204933	-0.217108	-0.019668	-0.102952	-0.107117
18	42396204	42396351	-0.059407	-0.245302	-0.329457	-0.144515	-0.554305	-0.838095
18	42467665	42468171	-0.037464	0.112092	-0.146201	0.628623	-0.113821	0.581058
18	42511001	42511546	0.280169	-0.399432	-0.366009	-0.639280	-0.269490	-0.129624
18	42589423	42589923	-0.446293	-0.078726	0.161977	0.267322	0.052996	-0.091284
18	42591101	42591611	-0.662924	0.484821	0.139048	0.060471	0.383374	0.130893
18	42601618	42602119	-0.484201	-0.043095	0.112938	0.097123	0.233090	0.216904
18	42708637	42709137	-0.509670	0.198947	0.609379	0.129479	0.380872	0.439132
18	42981879	42982379	-0.578274	0.353087	0.169598	0.438683	0.349010	0.308426
18	43175615	43176129	-0.123355	0.424500	-0.418567	0.607361	0.180406	0.462417
18	43178051	43178181	-1.778871	0.170237	0.092807	-0.312555	0.289281	0.164530
18	43321933	43322434	-0.662040	0.566972	-0.107747	0.456148	0.165758	0.386727
18	43523446	43523576	-0.927370	-0.214217	-0.223695	1.541174	0.202425	0.803360
18	43836314	43836829	-0.264229	0.445989	-0.327302	0.756440	-0.103954	0.399442
18	43841951	43842455	-0.144608	1.120204	0.104285	0.768108	0.369504	1.059775
18	44011288	44011423	0.834987	0.332470	0.873658	1.361669	0.225955	1.614580
18	44038950	44039081	-0.649866	0.449442	0.551080	0.781772	-0.018655	0.979813
18	44286718	44287221	-0.404366	-0.129780	-0.014532	-0.049622	-0.069532	0.100789
18	44380151	44380682	0.278057	-0.144660	-0.009813	-0.328982	0.301351	0.185730
18	44393368	44393868	-0.584790	-0.154574	-0.115247	0.106606	0.308550	0.332195
18	44828203	44829272	0.550449	0.433101	0.566212	-0.278599	0.240468	0.436409
18	44915481	44915986	-0.603072	-0.196279	0.426502	0.976659	0.536229	1.064424
18	44931246	44931758	-0.494006	0.379500	0.035848	0.566921	0.937446	0.735120
18	44958850	44958980	0.125801	1.510990	-0.153860	-0.220854	0.829000	-0.083594
18	45644362	45644492	-0.339901	0.768031	1.168908	-0.413012	-0.004234	0.372720
18	45912286	45912414	-0.474121	0.042103	-0.695452	1.301781	-0.013987	0.330545
18	46092142	46092345	-0.602556	0.916821	0.267982	0.436453	0.205785	0.751532
18	46092662	46093229	0.212979	0.032692	0.231938	0.168893	-0.179659	0.188299
18	46138964	46139464	0.275476	0.602874	0.055576	0.312430	-0.077438	0.252856
18	46152539	46152751	-0.150155	-0.495407	0.115762	0.187493	0.581742	-0.173121
18	46152987	46153493	0.395256	0.356413	-0.308899	0.472045	-0.040640	0.035608
18	46153799	46153933	0.042914	-0.033440	0.019883	0.188759	-0.216413	0.321634
18	46179143	46179735	-0.306880	-0.235838	-0.260225	0.003509	-0.049134	-0.001933
18	46198133	46198251	1.123860	-0.433448	1.077964	-0.094205	0.016224	-0.455143
18	46198476	46199252	0.573486	0.355939	0.700316	-0.341220	0.157701	0.067716
18	46208032	46208170	-0.392965	0.560018	0.752698	0.345593	-0.500713	-0.555918
18	46209574	46209704	-0.297464	0.286070	-0.610235	0.061846	0.022511	-0.210274
18	46267415	46267546	-0.360320	0.122844	0.084517	0.820545	0.878218	0.214957
18	46273515	46274311	0.231960	-0.409019	-0.574565	-0.156385	-0.208455	-0.549405
18	46280593	46281110	0.032082	0.213087	0.341047	-0.216818	-0.036376	-0.319754
18	46311666	46312183	0.581875	0.062891	0.292593	-0.355765	0.398912	0.188414
18	46334011	46334516	0.007137	-0.061708	-0.242210	0.006669	-0.708564	-0.045828
18	46404814	46404944	-0.982400	-0.412542	-0.634953	0.099123	-0.135536	-0.328529
18	46493321	46493451	-0.293898	0.356134	0.222367	-0.061516	0.618336	0.248911
18	46493964	46494503	0.070870	0.125158	0.248979	0.019178	0.415154	0.667554
18	46525122	46525252	0.854822	-0.031115	-0.123996	-0.586631	-0.376232	-0.023224
18	46525901	46526513	0.436373	-0.063637	-0.007915	-0.492441	0.106550	-0.426530
18	46564635	46565155	-0.199793	-0.197668	0.201790	0.898896	0.590833	1.709856
18	46574209	46574767	0.249665	0.040882	0.020961	-0.304105	-0.148096	-0.596779
18	46597397	46597980	0.656577	0.170356	0.528270	-0.177931	0.259847	0.199797
18	46601257	46601761	-0.706495	0.074571	0.088628	0.522677	0.117174	0.504013
18	46733898	46734034	-0.578438	0.857451	0.323192	0.727324	0.306425	0.408936
18	46734617	46734756	-1.913742	0.052146	-0.004353	0.917127	-0.197357	2.204172
18	46741320	46741949	0.473976	0.229184	0.358214	-0.223165	0.201464	-0.102495
18	46745606	46746106	-0.384151	0.065150	0.142802	0.461303	0.471264	0.290423
18	46776469	46776599	0.650289	0.874038	1.443792	0.726906	1.178289	1.032079
18	46798704	46798837	-0.214620	0.450828	0.154151	1.026879	0.120143	1.266427
18	46836743	46837243	-0.107160	0.215865	0.188962	-0.531206	-0.121550	-0.003931
18	46863542	46863672	0.115443	1.056613	0.544253	1.497572	0.449154	0.322220
18	46863879	46864412	0.599622	0.463640	1.082338	0.438089	0.841402	0.411994
18	46884025	46884532	0.171806	0.061448	0.238015	0.701383	0.491277	0.246304
18	46890539	46890669	0.015418	0.370314	0.427817	1.039546	1.027072	0.699892
18	46897478	46897608	-0.250225	0.084263	0.549478	0.633691	0.730485	-0.078228
18	46909080	46909589	-0.318744	-0.158412	0.044301	0.208529	-0.205251	0.004875
18	46947292	46947792	0.713198	0.767505	0.224027	0.794959	0.320873	0.410563
18	46948918	46949048	-0.834378	-0.671202	-0.382240	0.560512	0.350112	0.001294
18	46958573	46959247	0.052336	-0.048510	0.133925	-0.412175	0.083009	-0.277865
18	47339372	47339510	-0.081300	-0.312901	-0.239265	-0.084200	-0.290588	0.110377
18	47352815	47353316	-0.509561	0.140448	0.341154	0.386921	-0.264033	0.330343
18	49362252	49362388	-1.210177	0.339961	-0.459001	-0.303113	-0.076353	-0.169685
18	49488350	49488850	-0.942126	0.155756	0.040729	0.279298	0.029663	-0.370930
18	49500898	49501039	-0.737267	-0.138018	-0.240936	-0.466290	-0.016309	0.435439
18	49542235	49542391	0.719306	0.672344	1.375344	0.128941	1.545352	0.809506
18	49643709	49644215	-0.582844	0.279957	-0.396521	0.161519	-0.419496	-0.191716
18	49755212	49755979	0.830294	-0.030568	0.079056	-0.387145	-0.035500	0.201184
18	49771381	49771654	-0.691588	0.493227	0.553427	0.840785	0.866398	0.458090
18	49772580	49772765	-0.134874	0.366499	0.111794	0.407988	0.856440	1.706452
18	49776302	49776432	-0.398121	-0.113619	-0.654770	-0.495456	-0.110476	-0.712117
18	49777591	49777724	-1.098296	0.453008	0.119048	2.112430	0.461264	0.970134
18	49783678	49783808	0.087742	1.186965	0.936008	2.175859	0.658768	1.476380
18	49832280	49832817	-0.149331	-0.235164	-0.257231	-0.514841	0.022420	0.071016
18	49968609	49969121	-0.303002	0.616160	-0.273476	0.335304	0.181810	0.057493
18	49979010	49979730	0.464044	-0.181994	0.166840	-0.447254	0.061112	-0.123262
18	50016702	50017226	0.078989	0.210793	0.014544	0.324855	0.443779	0.646723
18	50017561	50017703	0.323690	-0.093240	1.357405	0.758168	0.947086	0.232252
18	50030913	50031043	0.614260	0.102118	0.074939	0.973429	0.542329	0.647630
18	50032684	50033186	0.149390	0.000697	0.097431	-0.008615	-0.117449	-0.532127
18	50040974	50041112	0.184568	0.041396	-0.419426	0.285004	-0.883283	-0.411273
18	50112868	50113370	-0.071796	0.384102	0.097722	0.345901	0.332907	0.329559
18	50127949	50128463	-0.066169	0.101243	0.338123	-0.281543	0.300817	-0.160912
18	50136815	50137318	-1.066623	0.169356	-0.201789	0.374677	0.056573	0.089476
18	50229066	50229574	-0.662715	0.391871	-0.289771	1.028585	-0.059341	0.158589
18	51112845	51112977	-0.867148	0.329586	1.167055	1.402572	1.776697	1.495625
18	52349126	52349256	-0.873535	0.291236	0.349184	0.042570	0.572495	-0.004143
18	52409818	52410321	-0.339491	-0.042590	-0.239445	0.561915	-0.107951	0.471553
18	52457656	52458156	-0.787493	0.159061	-0.075874	0.375830	0.097275	0.667635
18	52465322	52465899	0.600393	0.021938	0.287865	-0.208577	0.308530	0.439073
18	52485644	52486191	-0.089836	-0.236041	-0.001733	-0.058260	-0.083940	0.046170
18	52488300	52488822	0.465473	-0.491508	-0.225805	-0.836798	-0.527689	-0.571182
18	52559032	52559162	0.178622	0.046949	0.524403	2.664043	-0.107153	0.016418
18	52563761	52563891	-0.466758	1.699476	-0.189604	0.591592	0.501860	0.348727
18	52570954	52571084	-0.643718	-0.491555	-0.455100	0.010282	-0.238772	-0.439315
18	52677184	52677323	-1.503217	1.899359	-0.324852	1.897376	-0.291894	0.425808
18	52679526	52679667	-0.521576	0.685491	0.033274	1.072970	-0.317198	-0.230130
18	52909331	52909461	-0.281371	1.348035	0.846312	0.094454	0.049390	0.776178
18	52935113	52935605	-0.589364	0.192338	0.055531	0.333514	0.161182	0.027612
18	52956398	52956898	-0.432577	-0.181968	-0.093843	0.259062	-0.045699	-0.086339
18	53127983	53128115	0.064149	0.548818	-0.725594	1.502549	1.477489	0.415603
18	53136105	53136658	-0.542736	-0.034342	0.375360	-0.241842	0.034764	0.087094
18	53175939	53176575	0.468695	0.277118	0.105148	-0.138152	0.147124	0.011679
18	53177093	53177614	0.184703	-0.046611	-0.115962	-0.107637	0.179320	-0.229089
18	53229152	53229652	-0.192589	0.456900	-0.020186	0.018537	-0.145719	0.501340
18	53245518	53245657	2.127117	1.463502	2.228254	1.258854	0.132534	0.030322
18	53356648	53357149	-0.387986	0.279445	-0.555763	0.068866	-0.143709	-0.155765
18	53421101	53421231	-0.882632	-0.026723	-0.824179	-0.264474	-0.338554	-0.556463
18	53671942	53672442	-0.775799	0.382046	-0.378980	0.240276	-0.125393	-0.109822
18	53744463	53745353	0.499351	-0.085643	0.190769	-0.170769	0.317692	0.141118
18	53755293	53755423	0.508344	0.261709	-0.733455	0.252277	-0.238965	0.569484
18	53771360	53771490	-1.257428	-0.914679	0.039192	0.283843	0.009210	0.147532
18	53817486	53817670	0.051138	-0.822241	0.093127	0.266724	0.594025	0.028892
18	53861751	53862300	0.179214	-0.335102	-0.160650	-0.445886	0.001231	-0.097283
18	53877131	53877926	0.264098	0.299881	-0.196976	0.023059	0.292027	0.460990
18	53901828	53902001	-0.311273	-0.104648	-0.572333	-0.647801	-0.468739	-0.421147
18	53903472	53903980	0.299651	-0.431095	-0.179247	-0.074796	-0.284384	0.017209
18	53904331	53904472	0.125282	0.038535	-0.075540	0.246142	-0.309737	-0.545561
18	53951127	53951644	-0.340368	0.057336	-0.226294	0.344702	0.005951	0.763359
18	53993035	53993181	-1.224522	-0.308960	-0.413078	0.960081	0.126950	0.456157
18	54293748	54294254	-0.971850	0.643470	0.041499	0.347038	0.354445	0.330913
18	54799079	54799211	-0.417976	0.889742	1.983396	1.320155	1.105403	-0.268287
18	54824638	54824768	1.082364	1.402506	2.500978	1.973585	1.262301	0.217176
18	54840833	54841333	0.115004	0.226593	0.344218	0.128697	0.715359	0.181085
18	54846813	54847353	0.088462	0.718847	0.304245	0.107712	0.142152	0.582479
18	54847516	54847646	0.121486	-0.162937	0.203515	1.248891	1.029158	-0.128706
18	54900178	54901101	0.484576	0.384950	0.213050	0.289781	0.246298	0.426819
18	54906016	54906146	0.688882	0.102097	0.757889	0.553387	0.310964	0.663494
18	54906672	54906855	-0.038350	-0.120262	-0.066672	-0.042145	-0.154459	0.172779
18	54908295	54908797	-0.061689	0.080266	0.270010	0.335410	-0.113837	-0.482067
18	54972534	54972686	-0.719541	0.569981	0.221150	0.893362	0.497761	-0.136139
18	54973039	54973175	-0.951316	0.461910	0.125761	1.866898	-0.103814	0.468343
18	54991147	54991323	0.673610	0.384642	-0.175490	-0.091280	0.389389	0.345513
18	54992113	54992234	0.343547	0.383022	0.062225	1.053911	0.182045	0.471084
18	54992565	54992727	-0.066199	-0.977295	-0.524200	-0.491673	-0.070011	0.005709
18	54994452	54994582	0.591328	1.037470	0.223980	0.216826	0.982543	-0.563838
18	55050627	55050800	-0.519162	-0.031045	-0.592559	-0.479698	-0.273801	0.376873
18	55133537	55134429	0.395533	0.250026	0.253719	-0.012832	-0.220635	0.184139
18	55144450	55144580	-0.052382	0.117215	0.408537	0.262589	-0.139404	0.275788
18	55146624	55147143	0.035551	0.241742	0.213105	0.147670	0.204272	0.315881
18	55161554	55161870	0.162392	-0.307617	0.006582	0.306218	-0.375849	-0.004231
18	55203373	55203604	-0.152805	0.489425	0.454678	0.320619	0.211636	0.364869
18	55203911	55204419	0.361598	0.176036	0.140409	0.163369	-0.129682	0.159200
18	55258719	55258849	-0.065474	0.760780	0.602670	-0.330736	0.741492	0.960581
18	55289994	55290141	-0.410539	-0.159041	0.938466	0.521866	0.080120	0.633612
18	55310055	55310615	-0.318940	0.245252	0.730431	0.557211	0.390384	0.791198
18	55380643	55381222	0.642333	1.064528	0.992747	1.137758	0.688480	0.713562
18	55389785	55389943	0.279329	0.697709	0.622120	0.682839	1.398975	0.773286
18	55391689	55391830	-0.752361	0.463283	1.405212	2.833178	0.685118	0.402171
18	55409394	55409524	0.044434	-0.183470	-0.373000	0.445696	0.717483	-0.129715
18	55548912	55549042	-0.085603	1.917407	1.603908	1.530767	1.616023	0.541909
18	55549838	55550024	0.041087	1.087877	0.750880	0.004066	0.179319	0.015135
18	55624233	55624363	0.675215	0.556740	0.466109	0.611707	1.712626	1.325893
18	55638728	55638858	0.546792	1.587687	1.711421	1.142475	1.614935	0.729323
18	56362710	56363213	-0.730517	0.289031	-0.066160	1.122407	0.555136	0.719922
18	56377993	56378124	-1.024119	0.369078	-0.540171	0.051963	-0.040167	0.264895
18	56502461	56502967	-0.838543	0.411105	-0.096422	-0.087906	-0.366886	-0.116488
18	56572594	56573224	0.869337	0.100381	0.417845	-0.084227	0.202782	-0.172837
18	56608818	56608948	0.118212	-0.564631	-0.036364	-0.613393	0.211540	0.360133
18	56622212	56622723	-0.298035	-0.218414	-0.275050	0.247970	-0.092387	0.524834
18	56707264	56707981	1.441474	0.192302	0.682767	-0.194132	0.260527	0.152795
18	56708888	56709088	0.707824	-0.269416	0.478132	-0.299135	0.349931	-0.395587
18	56727407	56727549	-0.368294	-0.365647	-0.191942	0.296723	-0.309149	-0.049201
18	56745023	56745523	-0.287758	0.858671	0.357577	0.377108	0.285617	0.702391
18	56752069	56752219	-0.105092	-0.005523	0.079217	0.580794	0.261875	0.117860
18	56756243	56756373	-0.182359	0.695107	-0.428685	-0.444712	-0.026216	-0.548004
18	56759243	56759373	0.328272	0.346608	-0.175828	-0.291188	-0.555279	-0.521554
18	56837603	56838180	-0.273076	0.603671	0.842257	0.697680	1.410607	1.024095
18	56867996	56868126	-0.253026	-0.056175	-0.072159	0.042731	0.600799	0.025611
18	56925334	56925892	0.342106	-0.230573	0.060603	-0.439357	0.052981	-0.094490
18	56975150	56975765	1.062869	0.335046	0.372326	-0.077778	0.175803	-0.362266
