#geneID	Treated_vs_Control
ENSMUSG00000041550	-0.3618
ENSMUSG00000041556	0.6016
ENSMUSG00000041559	0.5315
ENSMUSG00000041565	1.1805
ENSMUSG00000041607	-0.1905
ENSMUSG00000041608	-0.2614
ENSMUSG00000041609	-0.3010
ENSMUSG00000041616	-0.0898
ENSMUSG00000041620	-0.0190
ENSMUSG00000041624	-0.0653
ENSMUSG00000041632	-0.3534
ENSMUSG00000041642	-0.0229
ENSMUSG00000041650	0.1385
ENSMUSG00000041653	0.2200
ENSMUSG00000041654	0.3454
ENSMUSG00000041658	0.3864
ENSMUSG00000041660	-0.0607
ENSMUSG00000041670	-1.7508
ENSMUSG00000041681	0.7783
ENSMUSG00000041688	-0.0534
ENSMUSG00000041695	0.1860
ENSMUSG00000041697	-0.4265
ENSMUSG00000041698	0.0469
ENSMUSG00000041710	0.1199
ENSMUSG00000041718	2.0424
ENSMUSG00000041720	1.0726
ENSMUSG00000041733	0.3966
ENSMUSG00000041734	0.4811
ENSMUSG00000041736	-0.1572
ENSMUSG00000041741	0.4456
ENSMUSG00000041747	2.1635
ENSMUSG00000041750	-0.6328
ENSMUSG00000041769	0.5974
ENSMUSG00000041771	-0.0132
ENSMUSG00000041777	-0.2561
ENSMUSG00000041781	-0.4156
ENSMUSG00000041791	-0.1170
ENSMUSG00000041797	-0.9069
ENSMUSG00000041798	-0.4188
ENSMUSG00000041827	0.0801
ENSMUSG00000041828	0.0672
ENSMUSG00000041841	-0.6175
ENSMUSG00000041845	0.0818
ENSMUSG00000041846	0.6958
ENSMUSG00000041849	0.3709
ENSMUSG00000041859	-0.5713
ENSMUSG00000041872	1.1012
ENSMUSG00000041879	0.2038
ENSMUSG00000041881	-1.0626
ENSMUSG00000041890	-0.3481
ENSMUSG00000041891	0.0683
ENSMUSG00000041895	0.1338
ENSMUSG00000041936	-0.5091
ENSMUSG00000041939	-0.5010
ENSMUSG00000041954	-0.3512
ENSMUSG00000041957	-0.6736
ENSMUSG00000041958	0.0042
ENSMUSG00000041959	0.0181
ENSMUSG00000041961	-0.0179
ENSMUSG00000041977	-0.0702
ENSMUSG00000041991	0.3639
ENSMUSG00000041992	-0.1134
ENSMUSG00000042010	-0.1916
ENSMUSG00000042015	-0.2112
ENSMUSG00000042031	-0.3255
ENSMUSG00000042032	-0.0019
ENSMUSG00000042042	0.4062
ENSMUSG00000042045	0.2129
ENSMUSG00000042064	-0.1688
ENSMUSG00000042082	3.2142
ENSMUSG00000042092	-1.3062
ENSMUSG00000042096	-0.1825
ENSMUSG00000042102	0.3624
ENSMUSG00000042104	-0.0026
ENSMUSG00000042105	-0.4228
ENSMUSG00000042118	0.2955
ENSMUSG00000042121	-0.2789
ENSMUSG00000042124	-0.2812
ENSMUSG00000042129	0.2472
ENSMUSG00000042148	-0.3786
ENSMUSG00000042157	0.4959
ENSMUSG00000042178	0.1677
ENSMUSG00000042179	-0.1031
ENSMUSG00000042185	-0.3781
ENSMUSG00000042212	-0.5727
ENSMUSG00000042215	0.2432
ENSMUSG00000042219	0.2517
ENSMUSG00000042228	0.8512
ENSMUSG00000042248	0.0749
ENSMUSG00000042249	-0.0288
ENSMUSG00000042258	0.3473
ENSMUSG00000042262	-0.3319
ENSMUSG00000042268	-0.2389
ENSMUSG00000042271	-2.5648
ENSMUSG00000042275	-0.3593
ENSMUSG00000042282	-0.2311
ENSMUSG00000042284	0.0633
ENSMUSG00000042286	-0.7829
ENSMUSG00000042289	0.2526
ENSMUSG00000042306	0.2959
ENSMUSG00000042308	0.0305
ENSMUSG00000042312	0.0605
ENSMUSG00000042323	2.8075
ENSMUSG00000042333	-0.3640
ENSMUSG00000042340	-0.3168
ENSMUSG00000042349	0.1043
ENSMUSG00000042351	0.0181
ENSMUSG00000042354	2.9363
ENSMUSG00000042364	0.4278
ENSMUSG00000042390	2.1119
ENSMUSG00000042406	0.5647
ENSMUSG00000042410	0.1223
ENSMUSG00000042423	0.3618
ENSMUSG00000042428	0.0184
ENSMUSG00000042429	0.5168
ENSMUSG00000042447	0.6608
ENSMUSG00000042448	-0.1246
ENSMUSG00000042451	0.0506
ENSMUSG00000042453	0.5119
ENSMUSG00000042460	-0.2442
ENSMUSG00000042462	0.4856
ENSMUSG00000042476	-0.0518
ENSMUSG00000042523	0.2000
ENSMUSG00000042524	0.1619
ENSMUSG00000042529	0.1664
ENSMUSG00000042540	0.4925
ENSMUSG00000042541	0.0053
ENSMUSG00000042548	0.2802
ENSMUSG00000042554	-0.3289
ENSMUSG00000042557	-0.0517
ENSMUSG00000042558	-0.5299
ENSMUSG00000042572	-0.3793
ENSMUSG00000042590	-0.0449
ENSMUSG00000042594	-0.4580
ENSMUSG00000042604	-0.1524
ENSMUSG00000042605	0.7790
ENSMUSG00000042626	0.6479
ENSMUSG00000042628	0.3259
ENSMUSG00000042631	-0.2238
ENSMUSG00000042632	0.0567
ENSMUSG00000042638	-0.7364
ENSMUSG00000042642	-0.1396
ENSMUSG00000042644	0.0844
ENSMUSG00000042670	-0.5776
ENSMUSG00000042678	-0.1699
ENSMUSG00000042684	0.2384
ENSMUSG00000042688	-0.7036
ENSMUSG00000042700	-0.0538
ENSMUSG00000042707	0.2655
ENSMUSG00000042717	0.4390
ENSMUSG00000042724	-0.1903
ENSMUSG00000042737	2.2177
ENSMUSG00000042745	-0.3395
ENSMUSG00000042747	-0.4069
ENSMUSG00000042751	-0.1068
ENSMUSG00000042761	0.3297
ENSMUSG00000042772	0.0105
ENSMUSG00000042774	0.2618
ENSMUSG00000042793	-0.3407
ENSMUSG00000042796	0.3258
ENSMUSG00000042801	-0.0773
ENSMUSG00000042808	0.4819
ENSMUSG00000042817	0.0564
ENSMUSG00000042821	-0.2491
ENSMUSG00000042842	-0.5753
ENSMUSG00000042849	0.2184
ENSMUSG00000042863	0.5631
ENSMUSG00000042869	0.5168
ENSMUSG00000042894	-0.4603
ENSMUSG00000042903	-0.1513
ENSMUSG00000042909	0.2479
ENSMUSG00000042988	-0.4510
ENSMUSG00000042993	-1.1979
ENSMUSG00000043004	-0.5543
ENSMUSG00000043013	0.0953
ENSMUSG00000043017	-0.1831
ENSMUSG00000043019	-0.1484
ENSMUSG00000043020	-0.0131
ENSMUSG00000043029	0.1817
ENSMUSG00000043079	-0.3223
ENSMUSG00000043087	-0.2238
ENSMUSG00000043088	0.2548
ENSMUSG00000043089	0.0079
ENSMUSG00000043091	-0.0738
ENSMUSG00000043102	0.4127
ENSMUSG00000043119	-0.0531
ENSMUSG00000043131	-0.0637
ENSMUSG00000043153	-0.4703
ENSMUSG00000043154	0.4567
ENSMUSG00000043165	-0.1868
ENSMUSG00000043207	-0.1190
ENSMUSG00000043226	0.2823
ENSMUSG00000043241	-0.4934
ENSMUSG00000043252	-0.5358
ENSMUSG00000043257	-0.2501
ENSMUSG00000043267	0.3243
ENSMUSG00000043274	0.4074
ENSMUSG00000043286	-0.1987
ENSMUSG00000043300	1.8103
ENSMUSG00000043301	-0.5204
ENSMUSG00000043310	0.1041
ENSMUSG00000043312	0.0764
ENSMUSG00000043314	0.5913
ENSMUSG00000043319	0.3382
ENSMUSG00000043323	0.2990
ENSMUSG00000043331	-0.1693
ENSMUSG00000043354	0.1696
ENSMUSG00000043357	-0.2828
ENSMUSG00000043366	0.6656
ENSMUSG00000043383	-0.3367
ENSMUSG00000043385	0.4373
ENSMUSG00000043430	2.7508
ENSMUSG00000043439	0.2713
ENSMUSG00000043445	0.7424
ENSMUSG00000043461	-0.4157
ENSMUSG00000043463	-0.8993
ENSMUSG00000043472	-0.4955
ENSMUSG00000043485	0.0887
ENSMUSG00000043529	0.1566
ENSMUSG00000043535	-0.0794
ENSMUSG00000043569	-0.2430
ENSMUSG00000043572	0.5232
ENSMUSG00000043605	0.4221
ENSMUSG00000043613	-0.3452
ENSMUSG00000043614	0.3299
ENSMUSG00000043659	-0.4039
ENSMUSG00000043692	-0.2825
ENSMUSG00000043698	0.0141
ENSMUSG00000043716	0.0055
ENSMUSG00000043719	0.0822
ENSMUSG00000043733	-0.0699
ENSMUSG00000043782	0.0385
ENSMUSG00000043855	0.4706
ENSMUSG00000043857	2.3561
ENSMUSG00000043865	0.5878
ENSMUSG00000043866	2.3634
ENSMUSG00000043880	0.1913
ENSMUSG00000043885	-0.1878
ENSMUSG00000043892	0.3000
ENSMUSG00000043895	0.7157
ENSMUSG00000043909	-0.1333
ENSMUSG00000043911	1.0953
ENSMUSG00000043925	-0.6739
ENSMUSG00000043940	0.0155
ENSMUSG00000043948	0.2106
ENSMUSG00000043964	-0.1828
ENSMUSG00000043998	2.8893
ENSMUSG00000044005	0.0087
ENSMUSG00000044014	-0.5616
ENSMUSG00000044018	-0.3823
ENSMUSG00000044024	0.1033
ENSMUSG00000044025	-0.7470
ENSMUSG00000044029	-0.5210
ENSMUSG00000044034	-0.0142
ENSMUSG00000044039	0.0458
ENSMUSG00000044040	1.3201
ENSMUSG00000044041	-0.5371
ENSMUSG00000044052	0.0770
ENSMUSG00000044061	-0.5497
ENSMUSG00000044080	0.0767
ENSMUSG00000044086	-0.0405
ENSMUSG00000044103	0.6906
ENSMUSG00000044106	0.3297
ENSMUSG00000044120	0.4585
ENSMUSG00000044147	0.7794
ENSMUSG00000044155	0.5255
ENSMUSG00000044167	0.4920
ENSMUSG00000044170	-0.1147
ENSMUSG00000044199	0.0940
ENSMUSG00000044201	0.4028
ENSMUSG00000044205	0.1792
ENSMUSG00000044206	0.0614
ENSMUSG00000044213	0.2085
ENSMUSG00000044216	0.3000
ENSMUSG00000044217	0.2066
ENSMUSG00000044231	-0.0604
ENSMUSG00000044244	0.4652
ENSMUSG00000044254	0.5197
ENSMUSG00000044279	0.1652
ENSMUSG00000044286	0.1084
ENSMUSG00000044288	-0.0578
ENSMUSG00000044292	0.6895
ENSMUSG00000044293	0.0614
ENSMUSG00000044294	-0.0489
ENSMUSG00000044303	-0.4266
ENSMUSG00000044312	-0.3180
ENSMUSG00000044322	0.4430
ENSMUSG00000044337	0.2963
ENSMUSG00000044338	-0.2995
ENSMUSG00000044340	-0.1329
ENSMUSG00000044350	0.3068
ENSMUSG00000044359	-0.2637
ENSMUSG00000044365	-0.0214
ENSMUSG00000044393	-0.4128
ENSMUSG00000044408	0.3784
ENSMUSG00000044441	-0.5812
ENSMUSG00000044444	-0.0512
ENSMUSG00000044453	-0.0065
ENSMUSG00000044454	-0.9842
ENSMUSG00000044485	0.4385
ENSMUSG00000044487	0.2981
ENSMUSG00000044499	0.0987
ENSMUSG00000044528	0.6591
ENSMUSG00000044533	-0.3493
ENSMUSG00000044537	-0.2917
ENSMUSG00000044560	-0.3271
ENSMUSG00000044562	-0.2518
ENSMUSG00000044573	-0.4647
ENSMUSG00000044583	-0.0860
ENSMUSG00000044594	0.0761
ENSMUSG00000044641	0.2922
ENSMUSG00000044674	-0.4638
ENSMUSG00000044701	0.1484
ENSMUSG00000044702	0.3205
ENSMUSG00000044705	0.2442
ENSMUSG00000044708	0.2432
ENSMUSG00000044743	0.1839
ENSMUSG00000044748	0.3216
ENSMUSG00000044749	0.3693
ENSMUSG00000044786	-0.6015
ENSMUSG00000044791	0.2619
ENSMUSG00000044798	-0.1811
ENSMUSG00000044801	-0.2285
ENSMUSG00000044814	0.4159
ENSMUSG00000044824	0.0943
ENSMUSG00000044827	-0.1400
ENSMUSG00000044881	0.0956
ENSMUSG00000044894	0.0243
ENSMUSG00000044897	0.0880
ENSMUSG00000044899	0.3789
ENSMUSG00000044923	-0.3848
ENSMUSG00000044933	0.2549
ENSMUSG00000044951	1.2183
ENSMUSG00000044968	-0.2047
ENSMUSG00000044985	0.5147
ENSMUSG00000044986	0.4078
ENSMUSG00000044988	-0.3692
ENSMUSG00000044994	-0.0707
ENSMUSG00000045005	-0.2882
ENSMUSG00000045007	0.7519
ENSMUSG00000045013	0.2888
ENSMUSG00000045019	1.0461
ENSMUSG00000045022	0.0543
ENSMUSG00000045030	-0.1292
ENSMUSG00000045038	-0.4833
ENSMUSG00000045039	-0.0949
ENSMUSG00000045045	0.4059
ENSMUSG00000045052	0.0891
ENSMUSG00000045087	-0.3071
ENSMUSG00000045092	0.0641
ENSMUSG00000045095	0.2000
ENSMUSG00000045098	-0.2231
ENSMUSG00000045102	-0.2594
ENSMUSG00000045103	0.0099
ENSMUSG00000045111	-0.0324
ENSMUSG00000045126	-0.2270
ENSMUSG00000045128	0.3501
ENSMUSG00000045132	0.0491
ENSMUSG00000045136	0.0039
ENSMUSG00000045140	-0.4917
ENSMUSG00000045148	0.0346
ENSMUSG00000045150	0.0897
ENSMUSG00000045202	0.0691
ENSMUSG00000045204	0.0828
ENSMUSG00000045215	-0.1941
ENSMUSG00000045216	0.1115
ENSMUSG00000045225	-0.8388
ENSMUSG00000045232	0.2486
ENSMUSG00000045267	0.0266
ENSMUSG00000045282	1.7048
ENSMUSG00000045291	0.1343
ENSMUSG00000045302	0.6679
ENSMUSG00000045306	-0.0833
ENSMUSG00000045316	0.4708
ENSMUSG00000045318	-0.0594
ENSMUSG00000045322	-0.9900
ENSMUSG00000045328	0.0278
ENSMUSG00000045337	1.6553
ENSMUSG00000045341	0.0126
ENSMUSG00000045364	-0.0369
ENSMUSG00000045381	0.0825
ENSMUSG00000045382	0.1265
ENSMUSG00000045392	0.6921
ENSMUSG00000045394	0.0615
ENSMUSG00000045395	-0.2511
ENSMUSG00000045421	-0.7787
ENSMUSG00000045438	-0.1930
ENSMUSG00000045471	0.2610
ENSMUSG00000045474	0.1563
ENSMUSG00000045475	0.2603
ENSMUSG00000045479	-0.9008
ENSMUSG00000045482	-1.1773
ENSMUSG00000045502	0.1142
ENSMUSG00000045508	1.4578
ENSMUSG00000045514	0.1468
ENSMUSG00000045528	0.2952
ENSMUSG00000045539	0.6772
ENSMUSG00000045540	-0.0969
ENSMUSG00000045545	0.6431
ENSMUSG00000045551	-0.7572
ENSMUSG00000045559	-1.1676
ENSMUSG00000045566	-0.7477
ENSMUSG00000045569	-0.2694
ENSMUSG00000045573	0.1839
ENSMUSG00000045581	0.6852
ENSMUSG00000045584	0.4488
ENSMUSG00000045594	0.2363
ENSMUSG00000045613	-0.1875
ENSMUSG00000045625	0.2854
ENSMUSG00000045672	0.3232
ENSMUSG00000045678	-0.1461
ENSMUSG00000045691	0.2864
ENSMUSG00000045708	0.4226
ENSMUSG00000045730	0.2832
ENSMUSG00000045731	-0.2221
ENSMUSG00000045780	-0.4051
ENSMUSG00000045792	-0.1458
ENSMUSG00000045795	0.9313
ENSMUSG00000045812	-0.1958
ENSMUSG00000045817	0.2386
ENSMUSG00000045824	-0.5524
ENSMUSG00000045827	0.1913
ENSMUSG00000045871	0.1171
ENSMUSG00000045875	0.2084
ENSMUSG00000045883	-0.0439
ENSMUSG00000045948	0.2398
ENSMUSG00000045962	0.4729
ENSMUSG00000045983	-0.1366
ENSMUSG00000045994	-0.4043
ENSMUSG00000045996	-0.4688
ENSMUSG00000046008	0.3730
ENSMUSG00000046016	-0.6447
ENSMUSG00000046020	-0.1634
ENSMUSG00000046032	-0.2254
ENSMUSG00000046041	-0.3448
ENSMUSG00000046070	-0.5545
ENSMUSG00000046095	0.2181
ENSMUSG00000046096	-0.1914
ENSMUSG00000046108	-0.6009
ENSMUSG00000046139	-0.0339
ENSMUSG00000046150	0.1500
ENSMUSG00000046159	0.1190
ENSMUSG00000046167	-0.1463
ENSMUSG00000046173	-0.2456
ENSMUSG00000046203	0.1811
ENSMUSG00000046207	1.3779
ENSMUSG00000046210	-0.0576
ENSMUSG00000046223	-0.3699
ENSMUSG00000046245	-0.5385
ENSMUSG00000046259	-0.0245
ENSMUSG00000046272	0.0885
ENSMUSG00000046300	0.1065
ENSMUSG00000046321	-0.4659
ENSMUSG00000046330	0.1205
ENSMUSG00000046334	-0.1672
ENSMUSG00000046338	-0.0893
ENSMUSG00000046354	-0.1207
ENSMUSG00000046364	-1.1121
ENSMUSG00000046396	0.2769
ENSMUSG00000046404	-0.3742
ENSMUSG00000046431	-0.1474
ENSMUSG00000046432	-0.4019
ENSMUSG00000046434	0.7108
ENSMUSG00000046450	-0.7980
ENSMUSG00000046480	0.1022
ENSMUSG00000046486	-0.3034
ENSMUSG00000046493	0.2198
ENSMUSG00000046516	-0.1566
ENSMUSG00000046532	-0.0285
ENSMUSG00000046590	0.3669
ENSMUSG00000046591	-0.0467
ENSMUSG00000046598	-0.3413
ENSMUSG00000046607	1.4815
ENSMUSG00000046643	-0.4230
ENSMUSG00000046650	0.1212
ENSMUSG00000046652	-0.1958
ENSMUSG00000046676	-0.1872
ENSMUSG00000046678	0.0239
ENSMUSG00000046697	0.4468
ENSMUSG00000046699	0.4698
ENSMUSG00000046707	2.7818
ENSMUSG00000046709	-0.0667
ENSMUSG00000046717	-0.2607
ENSMUSG00000046718	0.1569
ENSMUSG00000046743	0.0904
ENSMUSG00000046755	-0.0642
ENSMUSG00000046756	0.0081
ENSMUSG00000046768	0.4504
ENSMUSG00000046790	-0.1338
ENSMUSG00000046794	0.3580
ENSMUSG00000046798	0.2945
ENSMUSG00000046822	-0.1975
ENSMUSG00000046834	0.9291
ENSMUSG00000046841	0.2952
ENSMUSG00000046845	-0.2941
ENSMUSG00000046854	-0.4145
ENSMUSG00000046865	-2.5485
ENSMUSG00000046873	-0.0626
ENSMUSG00000046876	-0.0122
ENSMUSG00000046879	-0.7220
ENSMUSG00000046881	0.0845
ENSMUSG00000046908	0.0137
ENSMUSG00000046913	0.0280
ENSMUSG00000046934	-0.1574
ENSMUSG00000046959	-0.1591
ENSMUSG00000046961	0.4695
ENSMUSG00000046971	0.3503
ENSMUSG00000046975	0.0493
ENSMUSG00000046994	-0.1551
ENSMUSG00000047026	-0.3034
ENSMUSG00000047030	0.4193
ENSMUSG00000047039	-0.5386
ENSMUSG00000047048	0.5949
ENSMUSG00000047050	-0.2616
ENSMUSG00000047079	0.0101
ENSMUSG00000047085	-0.1356
ENSMUSG00000047098	0.3050
ENSMUSG00000047102	0.3715
ENSMUSG00000047109	0.4616
ENSMUSG00000047123	0.0453
ENSMUSG00000047126	-0.3451
ENSMUSG00000047139	0.0947
ENSMUSG00000047149	-0.0911
ENSMUSG00000047155	-0.1991
ENSMUSG00000047161	-0.7167
ENSMUSG00000047182	0.7601
ENSMUSG00000047187	-0.3641
ENSMUSG00000047193	0.2202
ENSMUSG00000047207	-0.6003
ENSMUSG00000047215	-0.2589
ENSMUSG00000047225	0.2728
ENSMUSG00000047230	0.1957
ENSMUSG00000047242	2.4589
ENSMUSG00000047246	-0.5539
ENSMUSG00000047250	0.8734
ENSMUSG00000047259	0.4214
ENSMUSG00000047281	-0.3975
ENSMUSG00000047286	-0.0276
ENSMUSG00000047347	-0.0666
ENSMUSG00000047352	-0.5524
ENSMUSG00000047369	0.0123
ENSMUSG00000047379	-0.0184
ENSMUSG00000047390	-0.4411
ENSMUSG00000047407	-0.3744
ENSMUSG00000047417	2.3703
ENSMUSG00000047434	-0.3103
ENSMUSG00000047444	0.1724
ENSMUSG00000047454	0.0001
ENSMUSG00000047459	0.2854
ENSMUSG00000047492	-0.3112
ENSMUSG00000047496	0.0734
ENSMUSG00000047501	-0.0292
ENSMUSG00000047507	0.3161
ENSMUSG00000047511	0.7593
ENSMUSG00000047517	0.3229
ENSMUSG00000047535	-0.1824
ENSMUSG00000047544	-0.3587
ENSMUSG00000047545	0.0412
ENSMUSG00000047547	0.4931
ENSMUSG00000047591	-0.0579
ENSMUSG00000047594	0.0328
ENSMUSG00000047604	-0.1814
ENSMUSG00000047626	-0.2137
ENSMUSG00000047638	-0.4483
ENSMUSG00000047641	-0.0530
ENSMUSG00000047649	0.5773
ENSMUSG00000047667	-1.5563
ENSMUSG00000047671	0.5194
ENSMUSG00000047674	0.0678
ENSMUSG00000047675	1.3143
ENSMUSG00000047702	-0.5963
ENSMUSG00000047712	0.5416
ENSMUSG00000047716	-0.1735
ENSMUSG00000047757	0.2440
ENSMUSG00000047759	0.5088
ENSMUSG00000047767	0.5481
ENSMUSG00000047789	-0.2530
ENSMUSG00000047794	-0.6448
ENSMUSG00000047822	-0.3553
ENSMUSG00000047854	0.1575
ENSMUSG00000047868	0.3079
ENSMUSG00000047878	-0.0871
ENSMUSG00000047880	0.0980
ENSMUSG00000047881	-0.1637
ENSMUSG00000047894	0.7511
ENSMUSG00000047898	-0.3013
ENSMUSG00000047904	-0.2410
ENSMUSG00000047945	-0.7991
ENSMUSG00000047953	-0.9048
ENSMUSG00000047960	-0.6380
ENSMUSG00000047969	0.0174
ENSMUSG00000047976	-0.4493
ENSMUSG00000047980	-0.2906
ENSMUSG00000047989	2.9869
ENSMUSG00000048001	-0.1519
ENSMUSG00000048013	-0.0298
ENSMUSG00000048027	-0.1087
ENSMUSG00000048029	0.0703
ENSMUSG00000048040	-0.3561
ENSMUSG00000048062	0.5748
ENSMUSG00000048065	-0.0050
ENSMUSG00000048067	-0.1254
ENSMUSG00000048076	-0.5784
ENSMUSG00000048080	-0.5002
ENSMUSG00000048087	0.3309
ENSMUSG00000048096	-0.3114
ENSMUSG00000048100	2.6855
ENSMUSG00000048101	0.1840
ENSMUSG00000048120	-0.5937
ENSMUSG00000048126	0.8439
ENSMUSG00000048142	0.3743
ENSMUSG00000048153	-1.5046
ENSMUSG00000048154	0.2886
ENSMUSG00000048155	0.2003
ENSMUSG00000048163	0.5415
ENSMUSG00000048173	-0.9016
ENSMUSG00000048197	0.0354
ENSMUSG00000048217	-0.0422
ENSMUSG00000048226	0.4211
ENSMUSG00000048230	-0.0611
ENSMUSG00000048231	-0.0222
ENSMUSG00000048240	-0.1967
ENSMUSG00000048251	-0.2453
ENSMUSG00000048284	0.1348
ENSMUSG00000048285	0.2167
ENSMUSG00000048292	0.7808
ENSMUSG00000048299	0.3891
ENSMUSG00000048304	0.0966
ENSMUSG00000048337	1.7855
ENSMUSG00000048351	0.0454
ENSMUSG00000048355	0.4181
ENSMUSG00000048356	0.2431
ENSMUSG00000048376	-0.1782
ENSMUSG00000048378	0.1662
ENSMUSG00000048379	-0.0357
ENSMUSG00000048391	0.2880
ENSMUSG00000048402	0.3558
ENSMUSG00000048416	-0.1708
ENSMUSG00000048425	-0.2733
ENSMUSG00000048439	-0.3771
ENSMUSG00000048450	-0.2639
ENSMUSG00000048455	0.2169
ENSMUSG00000048456	0.2202
ENSMUSG00000048469	-0.1930
ENSMUSG00000048480	-0.2459
ENSMUSG00000048482	-0.1926
ENSMUSG00000048489	0.1273
ENSMUSG00000048501	-0.1166
ENSMUSG00000048521	-0.4629
ENSMUSG00000048534	0.7120
ENSMUSG00000048546	0.2477
ENSMUSG00000048574	-0.0768
ENSMUSG00000048583	0.1419
ENSMUSG00000048616	0.5317
ENSMUSG00000048620	-0.3663
ENSMUSG00000048661	-0.8749
ENSMUSG00000048677	-0.3118
ENSMUSG00000048693	0.1936
ENSMUSG00000048699	-0.0028
ENSMUSG00000048701	0.4228
ENSMUSG00000048745	-0.4507
ENSMUSG00000048755	-0.2371
ENSMUSG00000048756	0.7252
ENSMUSG00000048758	0.0841
ENSMUSG00000048772	1.6420
ENSMUSG00000048775	0.5465
ENSMUSG00000048776	0.3359
ENSMUSG00000048779	0.3144
ENSMUSG00000048806	-0.2349
ENSMUSG00000048810	-0.0581
ENSMUSG00000048827	0.3426
ENSMUSG00000048832	0.0935
ENSMUSG00000048833	0.4861
ENSMUSG00000048895	0.2107
ENSMUSG00000048899	-0.2276
ENSMUSG00000048904	0.7417
ENSMUSG00000048915	0.3588
ENSMUSG00000048919	0.3095
ENSMUSG00000048920	-0.0938
ENSMUSG00000048930	-0.8495
ENSMUSG00000048933	-0.0922
ENSMUSG00000048970	0.4268
ENSMUSG00000048981	0.1593
ENSMUSG00000048982	-0.3641
ENSMUSG00000048994	2.9733
ENSMUSG00000048996	-0.2532
ENSMUSG00000049010	-0.1772
ENSMUSG00000049011	-0.2493
ENSMUSG00000049015	-0.1075
ENSMUSG00000049018	-0.2413
ENSMUSG00000049028	0.2182
ENSMUSG00000049041	-0.3346
ENSMUSG00000049044	-0.1538
ENSMUSG00000049052	-0.0971
ENSMUSG00000049057	-0.9247
ENSMUSG00000049073	-0.4119
ENSMUSG00000049076	0.0775
ENSMUSG00000049090	-0.3912
ENSMUSG00000049091	-0.2237
ENSMUSG00000049093	-0.0579
ENSMUSG00000049098	0.0355
ENSMUSG00000049103	-0.7529
ENSMUSG00000049107	0.1238
ENSMUSG00000049112	-0.7059
ENSMUSG00000049115	-0.0855
ENSMUSG00000049128	0.0131
ENSMUSG00000049130	0.3750
ENSMUSG00000049133	-0.1950
ENSMUSG00000049134	-0.3409
ENSMUSG00000049149	0.2268
ENSMUSG00000049168	-0.0055
ENSMUSG00000049173	-0.5181
ENSMUSG00000049217	-0.0051
ENSMUSG00000049241	-0.3648
ENSMUSG00000049265	0.2406
ENSMUSG00000049280	0.1839
ENSMUSG00000049307	-1.6730
ENSMUSG00000049315	0.2189
ENSMUSG00000049323	0.2123
ENSMUSG00000049327	-0.4084
ENSMUSG00000049334	-0.0622
ENSMUSG00000049354	0.5137
ENSMUSG00000049362	-0.3103
ENSMUSG00000049372	-0.0647
ENSMUSG00000049382	-0.0051
ENSMUSG00000049387	-0.0859
ENSMUSG00000049401	-1.5206
ENSMUSG00000049422	-0.2537
ENSMUSG00000049456	-0.1631
ENSMUSG00000049470	-0.2729
ENSMUSG00000049482	0.3783
ENSMUSG00000049491	0.0612
ENSMUSG00000049498	0.6815
ENSMUSG00000049502	-0.3990
ENSMUSG00000049511	-0.0724
ENSMUSG00000049517	-0.1973
ENSMUSG00000049528	0.3804
ENSMUSG00000049548	0.2595
ENSMUSG00000049550	1.3063
ENSMUSG00000049551	0.3376
ENSMUSG00000049553	2.7661
ENSMUSG00000049561	0.3378
ENSMUSG00000049573	-0.3967
ENSMUSG00000049583	0.4227
ENSMUSG00000049593	0.3656
ENSMUSG00000049605	0.2240
ENSMUSG00000049618	0.0987
ENSMUSG00000049624	2.7136
ENSMUSG00000049648	0.8714
ENSMUSG00000049674	-0.0981
ENSMUSG00000049686	-1.5822
ENSMUSG00000049699	-0.0171
ENSMUSG00000049708	-0.3057
ENSMUSG00000049717	-0.1090
ENSMUSG00000049721	1.6617
ENSMUSG00000049734	-1.2547
ENSMUSG00000049737	0.0977
ENSMUSG00000049741	0.5476
ENSMUSG00000049751	-0.8127
ENSMUSG00000049758	-0.0325
ENSMUSG00000049775	0.0858
ENSMUSG00000049791	0.0099
ENSMUSG00000049796	0.2997
ENSMUSG00000049797	0.7291
ENSMUSG00000049806	0.0321
ENSMUSG00000049843	0.2069
ENSMUSG00000049858	-0.3711
ENSMUSG00000049864	-0.2066
ENSMUSG00000049892	-0.1182
ENSMUSG00000049894	-0.2825
ENSMUSG00000049926	-0.3972
ENSMUSG00000049928	0.5789
ENSMUSG00000049929	-0.2246
ENSMUSG00000049932	-0.1864
ENSMUSG00000049939	0.2814
ENSMUSG00000049940	-0.5692
ENSMUSG00000049950	2.3574
ENSMUSG00000049960	-0.3416
ENSMUSG00000049999	0.0923
ENSMUSG00000050002	0.1009
ENSMUSG00000050015	-0.4163
ENSMUSG00000050023	-0.0293
ENSMUSG00000050028	0.0023
ENSMUSG00000050029	0.1407
ENSMUSG00000050030	-0.5521
ENSMUSG00000050069	0.1414
ENSMUSG00000050085	0.4425
ENSMUSG00000050092	-0.0595
ENSMUSG00000050097	-0.6667
ENSMUSG00000050114	-0.1187
ENSMUSG00000050128	-0.0308
ENSMUSG00000050132	-0.0943
ENSMUSG00000050134	0.0887
ENSMUSG00000050147	-0.6435
ENSMUSG00000050148	-0.1813
ENSMUSG00000050158	-0.1726
ENSMUSG00000050164	-0.3079
ENSMUSG00000050195	0.0974
ENSMUSG00000050198	0.1341
