#geneID:::miRNA	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000040061:::mmu-miR-179-5p	-0.0795	-0.0654	-0.5785	-0.3800	-0.6878	0.9361
ENSMUSG00000040264:::mmu-miR-180-5p	0.1876	-0.0352	0.1306	0.2140	0.1618	0.1432
ENSMUSG00000040374:::mmu-miR-181-5p	0.4666	-0.5998	-0.1615	-0.3147	0.4043	0.2865
ENSMUSG00000040435:::mmu-miR-182-5p	-0.0046	-0.4221	-0.7685	0.2908	0.2132	-0.2998
ENSMUSG00000040605:::mmu-miR-183-5p	-0.3089	-0.4701	0.2154	-0.2491	0.4058	-0.7114
ENSMUSG00000040606:::mmu-miR-184-5p	-0.6814	-1.4196	-1.4413	-1.5671	-1.8697	-2.4399
ENSMUSG00000040667:::mmu-miR-185-5p	0.2956	-0.2331	0.3242	0.3254	-0.0603	0.5492
ENSMUSG00000040752:::mmu-miR-186-5p	-0.3453	0.1260	0.1534	0.2873	0.3155	-0.2078
ENSMUSG00000040761:::mmu-miR-187-5p	-0.3906	0.2139	-0.2619	0.1040	0.2377	0.0842
ENSMUSG00000040918:::mmu-miR-188-5p	0.2393	0.1173	-0.4803	-0.0214	-0.4271	0.0482
ENSMUSG00000041247:::mmu-miR-189-5p	-0.8725	-0.8440	-0.6706	-1.5174	-0.5033	-0.9565
ENSMUSG00000041323:::mmu-miR-190-5p	0.0169	0.6339	0.2081	0.0571	0.2734	-0.0329
ENSMUSG00000041329:::mmu-miR-191-5p	0.0332	-0.0943	0.4030	-0.6090	0.2543	0.2949
ENSMUSG00000041426:::mmu-miR-192-5p	-0.4058	-0.2119	-0.4782	-1.4734	-1.1982	-1.2881
ENSMUSG00000041660:::mmu-miR-193-5p	0.4103	-0.1701	-0.1755	-0.5208	-0.4648	0.1327
ENSMUSG00000041849:::mmu-miR-194-5p	0.4371	0.4458	-0.8573	-0.0218	-0.2043	-0.4759
ENSMUSG00000041954:::mmu-miR-195-5p	0.0912	0.0708	-0.0849	0.0924	-0.1887	-0.2622
ENSMUSG00000042118:::mmu-miR-196-5p	0.0125	-0.3122	0.1091	-0.1339	-0.1590	-0.3791
ENSMUSG00000042124:::mmu-miR-197-5p	-0.6414	-0.4811	-0.6989	-2.2730	-1.3823	-1.4801
ENSMUSG00000042129:::mmu-miR-198-5p	-0.3980	-0.5259	0.3110	0.5176	0.2144	0.1524
ENSMUSG00000042289:::mmu-miR-199-5p	-0.3611	-0.7618	-1.6009	-1.3966	-1.0831	-2.0880
ENSMUSG00000042364:::mmu-miR-200-5p	-0.0997	-0.0310	-0.7147	-0.0083	-0.2225	-0.0630
ENSMUSG00000042390:::mmu-miR-201-5p	0.5817	0.4137	-0.0403	-0.4659	0.1974	-0.2351
ENSMUSG00000042428:::mmu-miR-202-5p	-0.2692	0.2866	-0.1932	-0.0307	-0.5713	0.1646
ENSMUSG00000042557:::mmu-miR-203-5p	-0.2584	0.3332	-0.0364	0.3339	0.2862	0.4732
ENSMUSG00000042605:::mmu-miR-204-5p	0.0468	-0.6118	-0.8977	-1.2378	-1.0599	-1.5993
ENSMUSG00000042628:::mmu-miR-205-5p	-0.2873	-0.0949	-0.0834	-0.2381	0.5170	0.1729
ENSMUSG00000042631:::mmu-miR-206-5p	-0.4255	0.6114	0.1848	-0.6339	-0.0662	-0.1896
ENSMUSG00000043165:::mmu-miR-207-5p	-0.9963	-1.1121	-1.8759	-2.0836	-1.3922	-1.5554
ENSMUSG00000043257:::mmu-miR-208-5p	-0.2553	-0.0098	0.1035	-0.1725	-0.3572	0.2162
ENSMUSG00000043385:::mmu-miR-209-5p	-0.3115	-0.3881	-0.5094	0.3580	-0.3610	-0.4248
ENSMUSG00000043569:::mmu-miR-210-5p	-0.8690	-1.2881	-1.6037	-1.0258	-1.7033	-1.7998
ENSMUSG00000043909:::mmu-miR-211-5p	-0.8690	-0.7595	-1.0411	-0.9853	-1.4077	-1.1274
ENSMUSG00000044103:::mmu-miR-212-5p	0.0238	-0.0080	-0.4620	-0.0543	0.3396	-0.2203
ENSMUSG00000044254:::mmu-miR-213-5p	0.3032	0.2591	0.2419	-0.5977	-0.6855	0.1630
ENSMUSG00000044279:::mmu-miR-214-5p	-0.4333	0.3094	0.2670	-0.4390	-0.0685	-0.6417
ENSMUSG00000044286:::mmu-miR-215-5p	0.1230	-0.4701	0.1988	-0.4663	-0.0554	-0.4182
ENSMUSG00000044359:::mmu-miR-216-5p	0.0407	-0.6970	0.3795	-0.6057	-0.6965	0.3132
ENSMUSG00000044533:::mmu-miR-217-5p	-0.2742	-0.0915	0.6415	-0.1051	0.0444	0.0130
ENSMUSG00000044562:::mmu-miR-218-5p	-0.5302	0.1519	-0.3774	-0.0384	0.3788	-0.3995
ENSMUSG00000044641:::mmu-miR-219-5p	0.0748	-0.0667	-0.7984	-0.5423	-0.1285	0.5255
ENSMUSG00000044702:::mmu-miR-220-5p	-0.7382	-0.6590	0.5264	-0.1564	-0.1413	-0.5393
ENSMUSG00000044985:::mmu-miR-221-5p	-0.1391	0.2335	-0.2816	0.0834	-0.1003	-0.1849
ENSMUSG00000045019:::mmu-miR-222-5p	-1.3037	-0.7104	-0.6691	-0.6565	-1.7137	-1.8679
ENSMUSG00000045150:::mmu-miR-223-5p	0.2299	-0.2266	-0.1253	0.1979	-0.6449	-0.2639
ENSMUSG00000045225:::mmu-miR-224-5p	-0.0726	-0.5235	0.0757	0.4284	-0.1756	0.0684
ENSMUSG00000045291:::mmu-miR-225-5p	-0.5346	-0.3547	0.1133	-0.5726	-0.0840	0.3459
ENSMUSG00000045306:::mmu-miR-226-5p	0.2416	0.2701	0.1590	0.0528	0.6720	0.1947
ENSMUSG00000045395:::mmu-miR-227-5p	-0.2580	0.0223	-0.4211	-0.2823	0.0424	-0.1651
ENSMUSG00000045475:::mmu-miR-228-5p	-1.1933	-1.3904	-1.4750	-1.6595	-1.3000	-1.9577
ENSMUSG00000045581:::mmu-miR-229-5p	-0.0457	-0.1040	-0.1928	0.6277	-0.4597	-0.7451
ENSMUSG00000045584:::mmu-miR-230-5p	-0.3183	-0.1281	0.0520	0.3248	-0.3071	0.3158
ENSMUSG00000045731:::mmu-miR-231-5p	0.0297	-0.0882	0.1807	-0.3590	0.4427	-0.2282
ENSMUSG00000045817:::mmu-miR-232-5p	-0.1116	0.0861	0.4690	-0.1521	0.2456	0.0937
ENSMUSG00000046139:::mmu-miR-233-5p	0.0001	0.2898	-0.0857	-0.0698	-0.5404	0.0837
ENSMUSG00000046259:::mmu-miR-234-5p	-1.1213	-1.3012	-0.9963	-1.7108	-1.5106	-1.5504
ENSMUSG00000046450:::mmu-miR-235-5p	-0.1340	0.2316	0.1579	0.6679	-0.5945	0.1534
ENSMUSG00000046676:::mmu-miR-236-5p	-0.1062	0.3370	-0.6586	-0.0608	-0.2051	0.4721
ENSMUSG00000046755:::mmu-miR-237-5p	0.4113	-0.5195	0.2057	-0.9599	0.2071	-0.1696
ENSMUSG00000046876:::mmu-miR-238-5p	0.2818	-0.0247	0.3719	0.0638	-0.4260	0.4648
ENSMUSG00000046908:::mmu-miR-239-5p	0.7180	0.3473	0.7755	0.6483	0.3102	0.6465
ENSMUSG00000047161:::mmu-miR-240-5p	0.7409	-0.5153	0.3113	-0.2312	-0.6939	0.3916
ENSMUSG00000047352:::mmu-miR-241-5p	-0.2049	-0.2951	0.9812	0.2189	0.3760	0.0028
ENSMUSG00000047759:::mmu-miR-242-5p	-0.5028	0.0934	-0.2359	-0.2502	-0.1597	0.1212
ENSMUSG00000047976:::mmu-miR-243-5p	0.4311	0.0774	-0.0261	0.3898	-0.3585	0.2097
ENSMUSG00000048087:::mmu-miR-244-5p	0.3800	-0.4230	0.5133	0.0538	-0.1466	-0.2255
ENSMUSG00000048142:::mmu-miR-245-5p	0.1707	0.1345	0.4540	-0.3537	-0.0053	0.0419
ENSMUSG00000048197:::mmu-miR-246-5p	-0.1708	-0.0991	0.2192	0.7205	-0.2515	-0.4547
ENSMUSG00000048439:::mmu-miR-247-5p	-0.3654	0.2981	-0.1672	-0.3694	0.1470	0.3638
ENSMUSG00000048574:::mmu-miR-248-5p	-0.3396	-0.8227	-0.1303	-0.4396	0.1543	-0.5294
ENSMUSG00000048755:::mmu-miR-249-5p	-0.7198	0.5809	0.0421	-0.0457	-0.6205	0.0140
ENSMUSG00000048756:::mmu-miR-250-5p	0.4876	0.4543	1.1405	1.1972	1.1488	1.5771
ENSMUSG00000049041:::mmu-miR-251-5p	-0.4668	0.1997	0.2086	-0.1512	0.1096	0.2948
ENSMUSG00000049107:::mmu-miR-252-5p	-0.3466	-0.1969	-0.6084	-0.4302	-0.0991	0.0297
ENSMUSG00000049323:::mmu-miR-253-5p	-0.5152	-0.2729	-0.0179	-0.1219	0.7570	0.6811
ENSMUSG00000049502:::mmu-miR-254-5p	-0.4185	-0.3580	-0.3700	0.1700	-0.0287	0.0958
ENSMUSG00000049553:::mmu-miR-255-5p	0.0069	0.2308	-0.0758	-0.3644	0.4152	-0.0770
ENSMUSG00000049605:::mmu-miR-256-5p	0.9900	-0.0006	-0.0070	-0.2728	-0.1001	0.7953
ENSMUSG00000049721:::mmu-miR-257-5p	-1.1489	-0.4721	-0.5906	-1.2518	-0.8395	-1.6122
ENSMUSG00000049894:::mmu-miR-258-5p	0.3210	-0.0267	-0.0576	0.0900	0.0659	0.4392
ENSMUSG00000050092:::mmu-miR-259-5p	-0.7232	-1.3520	-1.4495	-0.8140	-1.4670	-1.4219
ENSMUSG00000050511:::mmu-miR-260-5p	0.1071	0.0134	0.4031	0.1298	0.1234	-0.4142
ENSMUSG00000050578:::mmu-miR-261-5p	-0.1318	-0.2068	-0.2738	0.7731	-0.5329	0.1481
ENSMUSG00000050796:::mmu-miR-262-5p	-0.2877	0.2599	0.0921	-0.1284	-0.4935	-0.0376
ENSMUSG00000050853:::mmu-miR-263-5p	-0.4556	-0.5809	0.6845	0.3028	-0.4755	0.0765
ENSMUSG00000050901:::mmu-miR-264-5p	0.0605	0.2640	-0.5011	0.5057	-0.4049	-0.3997
ENSMUSG00000051190:::mmu-miR-265-5p	-0.4622	-0.4590	-0.4952	-0.8601	0.4448	0.3086
ENSMUSG00000051234:::mmu-miR-266-5p	-0.4204	-0.1918	-0.1071	0.2374	-0.5662	-0.5051
ENSMUSG00000051591:::mmu-miR-267-5p	0.3962	-0.0244	-0.5194	0.5892	0.2497	0.1334
ENSMUSG00000051593:::mmu-miR-268-5p	0.1934	-0.0822	-0.2319	-0.3290	0.6579	0.2236
ENSMUSG00000051706:::mmu-miR-269-5p	0.0717	-0.4476	-0.1587	-0.1563	-0.1610	-0.2411
ENSMUSG00000051790:::mmu-miR-270-5p	-0.5068	-0.1207	-0.5029	-0.6379	0.2445	0.2971
ENSMUSG00000051839:::mmu-miR-271-5p	0.2333	0.0231	0.0306	0.0983	-0.5536	-0.3527
ENSMUSG00000051906:::mmu-miR-272-5p	0.3718	-0.2446	0.4122	0.8643	0.2406	0.5575
ENSMUSG00000052102:::mmu-miR-273-5p	-0.3601	-0.4671	-0.1294	0.1609	0.0169	0.5633
ENSMUSG00000052270:::mmu-miR-274-5p	-0.1447	0.0363	-0.0171	-0.0638	-0.0421	0.0135
ENSMUSG00000052310:::mmu-miR-275-5p	0.1105	-0.0239	-0.6595	0.1998	0.5713	-0.1596
ENSMUSG00000052417:::mmu-miR-276-5p	0.2896	-0.3898	-0.7954	0.3462	0.5141	0.2559
ENSMUSG00000052520:::mmu-miR-277-5p	-0.3624	-0.5120	-0.2220	0.2504	0.3281	-0.0860
ENSMUSG00000052525:::mmu-miR-278-5p	-0.8109	0.5600	-0.2787	0.0574	-0.3893	-0.2987
ENSMUSG00000052537:::mmu-miR-279-5p	-0.5982	-0.6383	0.4368	0.2277	-0.3750	-0.2560
ENSMUSG00000052544:::mmu-miR-280-5p	0.2573	0.7501	0.5926	-0.6568	0.0933	0.0300
ENSMUSG00000052593:::mmu-miR-281-5p	-0.2055	-0.1795	0.0094	0.0028	0.2445	0.0066
ENSMUSG00000052914:::mmu-miR-282-5p	-0.3580	0.1397	-0.0017	-0.1230	0.1072	0.1641
ENSMUSG00000053293:::mmu-miR-283-5p	-0.2131	0.2920	0.1290	0.1890	0.4024	0.1650
ENSMUSG00000053317:::mmu-miR-284-5p	-0.2054	-0.0953	-0.4853	0.2974	-0.0613	-0.0938
ENSMUSG00000053368:::mmu-miR-285-5p	0.0370	-0.0057	-0.7422	-0.0433	-0.0136	0.4258
ENSMUSG00000053647:::mmu-miR-286-5p	0.3362	0.2214	-0.2418	0.1258	-0.2751	-0.7975
ENSMUSG00000053678:::mmu-miR-287-5p	-0.8027	-1.1362	-1.0857	-1.8928	-0.9672	-2.2734
ENSMUSG00000053790:::mmu-miR-288-5p	-0.1826	-0.0799	-0.9896	0.3424	0.7095	-0.1237
ENSMUSG00000053856:::mmu-miR-289-5p	0.4385	0.2197	-0.3501	0.3385	0.0712	0.0343
ENSMUSG00000054136:::mmu-miR-290-5p	0.4010	0.2171	0.4734	-0.2532	0.0926	0.5831
ENSMUSG00000054256:::mmu-miR-291-5p	0.9481	0.2080	0.1799	0.3035	-0.3318	0.1964
ENSMUSG00000054469:::mmu-miR-292-5p	-0.3653	-0.4506	-0.2155	-0.0879	-0.0249	-0.1456
ENSMUSG00000054582:::mmu-miR-293-5p	-0.2439	-0.4012	0.1568	0.0837	0.4209	0.2316
ENSMUSG00000054746:::mmu-miR-294-5p	-0.0752	0.0760	-0.3498	-0.6316	-0.2241	-0.2954
ENSMUSG00000055013:::mmu-miR-295-5p	0.7034	0.0270	0.1303	0.1121	-0.7469	0.1540
ENSMUSG00000055078:::mmu-miR-296-5p	0.2433	0.2883	0.0620	-0.1719	-0.2721	-0.1079
ENSMUSG00000055540:::mmu-miR-297-5p	0.0331	-0.1554	0.4100	-0.4957	0.0622	0.3739
ENSMUSG00000055546:::mmu-miR-298-5p	0.3785	-0.3303	0.5332	-0.1681	0.0272	-0.1270
ENSMUSG00000055782:::mmu-miR-299-5p	-0.7884	-0.4920	-1.2047	-1.4125	-1.3895	-1.8869
ENSMUSG00000055976:::mmu-miR-300-5p	0.5811	1.2672	1.2491	0.9007	2.1875	2.1269
ENSMUSG00000056124:::mmu-miR-301-5p	-0.9729	-1.3595	-1.5210	-2.0642	-1.9057	-1.5292
ENSMUSG00000056234:::mmu-miR-302-5p	-0.9735	-0.9010	-0.8066	-0.8802	-0.2488	-1.9270
ENSMUSG00000056305:::mmu-miR-303-5p	0.0737	0.1413	-0.2065	-0.0956	0.6371	0.0862
ENSMUSG00000056880:::mmu-miR-304-5p	0.6420	-0.0334	-0.3245	0.2006	-0.5501	-0.0316
ENSMUSG00000057000:::mmu-miR-305-5p	-0.0996	0.9371	-0.7530	0.4676	0.2726	0.5174
ENSMUSG00000057193:::mmu-miR-306-5p	0.2055	0.2601	0.2546	0.1716	-0.2556	-0.2662
ENSMUSG00000057207:::mmu-miR-307-5p	-0.0991	-0.0926	-0.4623	-0.0923	0.3894	-0.8683
ENSMUSG00000057228:::mmu-miR-308-5p	0.7438	0.8549	1.0967	0.9611	0.8372	1.4816
ENSMUSG00000057270:::mmu-miR-309-5p	-0.0497	-0.4971	0.5862	0.0467	0.3752	0.3617
ENSMUSG00000057388:::mmu-miR-310-5p	-0.5445	0.4633	-0.0658	-0.5207	0.1133	0.1201
ENSMUSG00000057649:::mmu-miR-311-5p	0.1307	-0.0067	-0.1850	0.0887	0.6285	-0.3857
ENSMUSG00000057997:::mmu-miR-312-5p	-0.0971	0.0624	-0.1832	-0.0174	0.0971	-0.0661
ENSMUSG00000058258:::mmu-miR-313-5p	0.3733	-0.5190	0.4196	-0.3071	-0.1602	0.0293
ENSMUSG00000058600:::mmu-miR-314-5p	-0.1221	-0.3830	-0.3549	-0.1387	0.0771	-0.2408
ENSMUSG00000058715:::mmu-miR-315-5p	0.4577	0.1326	-0.0284	-0.2054	-0.0103	0.1123
ENSMUSG00000059112:::mmu-miR-316-5p	-0.4175	-0.5676	-0.2366	-0.1326	0.0807	-0.3996
ENSMUSG00000059189:::mmu-miR-317-5p	0.2718	0.5550	-0.6197	-0.1418	0.0371	-0.1297
ENSMUSG00000059201:::mmu-miR-318-5p	-0.3601	-0.0938	-0.0172	-0.6588	-0.0976	-0.4618
ENSMUSG00000059230:::mmu-miR-319-5p	0.2429	0.1005	-0.2758	-0.4294	-0.0430	0.5962
ENSMUSG00000059251:::mmu-miR-320-5p	-0.4178	0.6829	0.2702	0.5782	-0.6376	-0.0664
ENSMUSG00000059279:::mmu-miR-321-5p	-0.6535	-0.9222	-0.4724	-1.9120	-0.6293	-1.0551
ENSMUSG00000059303:::mmu-miR-322-5p	-0.0566	-0.5541	-0.5256	0.3256	0.2555	0.0575
ENSMUSG00000059366:::mmu-miR-323-5p	-0.0396	0.1261	-0.2050	0.0021	-0.0320	-0.4601
ENSMUSG00000059741:::mmu-miR-324-5p	0.1050	-0.0390	0.2294	-0.1287	-0.3039	-0.4804
ENSMUSG00000059921:::mmu-miR-325-5p	0.6413	0.5545	0.1182	-0.1125	0.1375	0.3019
ENSMUSG00000060049:::mmu-miR-326-5p	0.6395	-0.0108	-0.0333	-0.1619	-0.2481	0.3067
ENSMUSG00000060105:::mmu-miR-327-5p	0.4922	-0.4235	-0.6995	-0.6844	0.4605	-0.5925
ENSMUSG00000060147:::mmu-miR-328-5p	-0.2302	-0.0264	-0.1792	0.4022	0.3660	-0.1098
ENSMUSG00000060208:::mmu-miR-329-5p	-0.2327	0.0314	0.4367	0.0146	-0.2873	-0.1064
ENSMUSG00000060254:::mmu-miR-330-5p	0.5739	-0.1048	-0.4242	0.3733	0.5147	0.3799
ENSMUSG00000060373:::mmu-miR-331-5p	-0.4788	-0.1531	0.0246	0.7697	0.5826	-0.1849
ENSMUSG00000060402:::mmu-miR-332-5p	-0.3235	-0.5180	-0.2970	-0.4513	-0.2459	-0.0029
ENSMUSG00000060480:::mmu-miR-333-5p	0.1596	-0.2417	-0.7554	-0.2968	-0.1980	0.0278
ENSMUSG00000060499:::mmu-miR-334-5p	0.3687	0.1070	0.3156	0.5521	0.0888	-0.4489
ENSMUSG00000060863:::mmu-miR-335-5p	-0.1568	0.5536	0.2525	-0.1584	0.1609	0.3764
ENSMUSG00000061360:::mmu-miR-336-5p	0.1372	-0.0909	-0.3924	0.1873	-0.9372	-0.0153
ENSMUSG00000061387:::mmu-miR-337-5p	-0.1094	-0.4027	0.6223	-0.3997	-0.1055	0.5834
ENSMUSG00000061457:::mmu-miR-338-5p	-0.5191	0.1822	-0.0692	0.5223	-0.0937	0.6519
ENSMUSG00000061520:::mmu-miR-339-5p	-0.4859	-0.1488	-0.2457	-0.1626	-0.2367	0.2950
ENSMUSG00000061589:::mmu-miR-340-5p	-0.4815	-0.0166	-0.1672	0.3746	0.4650	0.9184
ENSMUSG00000061615:::mmu-miR-341-5p	-0.4891	0.1967	-0.3186	-0.8717	-0.1204	-0.1894
ENSMUSG00000061780:::mmu-miR-342-5p	-0.1272	0.1098	-0.3156	-0.4770	0.5402	-0.2936
ENSMUSG00000061787:::mmu-miR-343-5p	-0.1180	-0.1753	-0.0598	-0.0354	-0.1739	-0.0837
ENSMUSG00000062105:::mmu-miR-344-5p	0.0179	-0.0629	-0.0489	-0.3088	0.3787	-0.6613
ENSMUSG00000062300:::mmu-miR-345-5p	0.2922	0.2596	-0.5761	-0.0140	-0.1257	-0.0251
ENSMUSG00000062526:::mmu-miR-346-5p	0.2871	0.2706	0.6076	-0.4072	0.2814	0.4235
ENSMUSG00000062683:::mmu-miR-347-5p	-0.4926	0.3518	-0.3188	0.4742	0.0655	-0.0929
ENSMUSG00000062762:::mmu-miR-348-5p	-0.2047	-0.5772	0.2730	0.3171	0.0376	-0.2049
ENSMUSG00000062785:::mmu-miR-349-5p	-0.0488	0.2027	0.1976	0.5234	0.2446	-0.0998
ENSMUSG00000062991:::mmu-miR-350-5p	0.2938	0.3700	0.1301	-0.2987	-0.4647	0.1765
ENSMUSG00000063160:::mmu-miR-351-5p	-0.3075	0.0317	-0.8063	-0.2193	0.1670	-0.3784
ENSMUSG00000063179:::mmu-miR-352-5p	-0.9602	-0.3499	-1.0635	-1.1181	-1.9773	-1.5320
ENSMUSG00000063221:::mmu-miR-353-5p	0.0520	-0.6217	0.2121	-0.5193	-0.1443	-0.3119
ENSMUSG00000063240:::mmu-miR-354-5p	-0.4846	0.4912	0.7573	0.3008	0.2154	-0.1809
ENSMUSG00000063582:::mmu-miR-355-5p	-0.1049	0.1943	-0.4168	-0.3736	0.1938	0.5116
ENSMUSG00000063594:::mmu-miR-356-5p	-0.6615	0.2624	-0.0741	0.0136	-0.4113	-0.1218
ENSMUSG00000063652:::mmu-miR-357-5p	-0.2949	-0.1971	0.4169	0.4472	0.4974	0.6667
ENSMUSG00000063713:::mmu-miR-358-5p	-0.1003	1.0049	1.5203	1.4786	1.4888	1.5439
ENSMUSG00000063856:::mmu-miR-359-5p	-0.5671	-0.0229	0.1731	0.1854	-0.3025	0.3898
ENSMUSG00000063867:::mmu-miR-360-5p	-0.4132	0.2402	0.1552	0.4231	0.4748	0.3683
ENSMUSG00000063881:::mmu-miR-361-5p	-0.0998	-0.2550	-0.4714	-0.4761	-0.5727	-0.2197
ENSMUSG00000064006:::mmu-miR-362-5p	0.2187	-0.3735	0.4750	0.5434	-0.1976	-0.1018
ENSMUSG00000064039:::mmu-miR-363-5p	-0.3656	-0.3069	-0.2359	0.2120	0.2277	-0.3081
ENSMUSG00000064084:::mmu-miR-364-5p	0.1122	-0.3267	0.0299	0.3715	0.4059	-0.6096
ENSMUSG00000064120:::mmu-miR-365-5p	0.1845	-0.2366	-0.0636	-0.4058	-0.1493	-0.1444
ENSMUSG00000064127:::mmu-miR-366-5p	0.0409	0.2128	0.2334	0.5682	-0.0724	0.3837
ENSMUSG00000064165:::mmu-miR-367-5p	-0.2905	-1.0303	-1.1205	-1.3235	-1.5975	-1.7230
ENSMUSG00000064333:::mmu-miR-368-5p	-0.0609	-0.1760	-0.3490	-0.9599	-0.1117	0.3238
ENSMUSG00000064341:::mmu-miR-369-5p	0.4713	0.4366	0.2746	-0.7066	-0.2129	-0.0827
ENSMUSG00000064351:::mmu-miR-370-5p	0.2680	0.3535	-0.1194	0.1470	0.5875	-0.0365
ENSMUSG00000064354:::mmu-miR-371-5p	-0.1332	0.0668	0.4569	-0.2700	0.6199	-0.3459
ENSMUSG00000064360:::mmu-miR-372-5p	0.1962	-0.4580	-0.1308	-0.2395	0.1420	-0.6941
ENSMUSG00000064408:::mmu-miR-373-5p	0.2164	-0.0106	0.7845	-0.1147	-0.1934	0.0233
ENSMUSG00000064419:::mmu-miR-374-5p	-0.3037	-0.0189	-0.1422	-0.1002	0.0248	-0.0484
ENSMUSG00000064572:::mmu-miR-375-5p	0.0274	0.1099	0.1126	0.3299	-0.1352	0.2173
ENSMUSG00000064624:::mmu-miR-376-5p	0.4253	-0.3574	0.0102	0.1065	-0.0278	-0.3244
ENSMUSG00000064630:::mmu-miR-377-5p	0.4443	-0.3243	-0.0082	0.0973	-0.0581	-0.0125
ENSMUSG00000064653:::mmu-miR-378-5p	-0.0303	-0.7194	-0.1499	0.2149	0.1014	-0.2893
ENSMUSG00000064670:::mmu-miR-379-5p	-0.8456	-0.3297	-0.9213	-1.0325	-1.2251	-1.5855
ENSMUSG00000064686:::mmu-miR-380-5p	0.1035	0.0167	-0.0738	-0.1319	0.1537	0.2453
ENSMUSG00000064735:::mmu-miR-381-5p	-0.2977	0.0137	-0.0125	0.4355	-0.3055	-0.4275
ENSMUSG00000064775:::mmu-miR-382-5p	0.5686	-0.6429	0.7573	0.5613	0.4155	0.2221
ENSMUSG00000064822:::mmu-miR-383-5p	-0.4947	-0.0089	-0.5027	-0.3075	-0.2036	-0.4360
ENSMUSG00000064867:::mmu-miR-384-5p	0.3085	-0.1830	-0.4814	-0.3730	0.0133	-0.1282
ENSMUSG00000065198:::mmu-miR-385-5p	0.2620	0.4058	-0.1249	-0.2794	-0.0769	-0.4626
ENSMUSG00000065260:::mmu-miR-386-5p	0.0258	0.4084	0.1581	0.5833	-0.0220	-0.2625
ENSMUSG00000065299:::mmu-miR-387-5p	-0.5810	-0.1843	-0.1842	0.0061	-0.4005	0.0898
ENSMUSG00000065373:::mmu-miR-388-5p	0.0776	0.0640	-0.0003	0.4885	-0.4301	0.5526
ENSMUSG00000065411:::mmu-miR-389-5p	0.3010	0.2448	-0.5935	0.7905	0.3324	0.1648
ENSMUSG00000065424:::mmu-miR-390-5p	0.2108	0.1129	-0.2663	-0.1776	-0.1469	-0.0841
ENSMUSG00000065430:::mmu-miR-391-5p	-0.2369	-0.1283	-0.0577	-0.0298	0.1735	0.0353
ENSMUSG00000065458:::mmu-miR-392-5p	-0.0574	-0.2295	-0.0003	0.3707	-0.3535	-0.8291
ENSMUSG00000065474:::mmu-miR-393-5p	-0.5023	0.0090	0.3826	0.3421	0.0481	-0.0930
ENSMUSG00000065501:::mmu-miR-394-5p	-0.6213	-0.2957	-0.1210	-0.1911	0.0859	0.4570
ENSMUSG00000065530:::mmu-miR-395-5p	-0.4733	-0.3623	0.5693	0.4694	0.2492	0.0084
ENSMUSG00000065533:::mmu-miR-396-5p	-0.6047	-0.1867	-0.3457	0.4878	-0.2247	0.4014
ENSMUSG00000065578:::mmu-miR-397-5p	0.2490	-0.5688	0.4528	0.1484	0.4079	0.2056
ENSMUSG00000065599:::mmu-miR-398-5p	-0.8089	-0.4888	-1.2725	-1.1885	-1.1856	-1.2047
ENSMUSG00000065622:::mmu-miR-399-5p	0.2350	0.3119	-0.1592	-0.3195	-0.6909	-0.2448
ENSMUSG00000065795:::mmu-miR-400-5p	0.3030	0.6261	0.5716	0.1009	-0.1722	0.4816
ENSMUSG00000065845:::mmu-miR-401-5p	-0.3633	-0.0770	0.1664	-0.2346	-0.2471	0.0724
ENSMUSG00000065869:::mmu-miR-402-5p	0.5290	0.1574	0.1949	-0.2094	-0.0378	0.4139
ENSMUSG00000065905:::mmu-miR-403-5p	0.2166	0.0556	-0.2173	0.4820	0.0739	0.1669
ENSMUSG00000065907:::mmu-miR-404-5p	-0.1553	0.2295	0.1037	-0.2862	0.1901	0.3340
ENSMUSG00000066036:::mmu-miR-405-5p	0.5530	0.2195	0.1312	-0.0503	-0.0288	-0.5671
ENSMUSG00000066058:::mmu-miR-406-5p	0.4868	0.5824	1.9232	0.9474	2.1286	1.9307
ENSMUSG00000066359:::mmu-miR-407-5p	0.2332	-0.3694	0.0909	-0.1951	0.0643	-0.3844
ENSMUSG00000066682:::mmu-miR-408-5p	-0.2309	-0.5044	0.3078	-0.2250	0.0615	-0.1982
ENSMUSG00000066747:::mmu-miR-409-5p	0.0864	-0.0340	-0.2084	0.0911	0.6325	-0.7151
ENSMUSG00000066839:::mmu-miR-410-5p	-0.6080	-0.4567	-0.8357	-1.3901	-1.0458	-1.3267
ENSMUSG00000067144:::mmu-miR-411-5p	-0.3325	0.2903	-0.2612	-0.5569	-0.0019	0.3925
ENSMUSG00000067370:::mmu-miR-412-5p	-0.2694	-0.0652	0.0881	0.4167	0.2441	0.2035
ENSMUSG00000067455:::mmu-miR-413-5p	0.7024	-0.3626	-0.0154	0.3446	-0.3667	-0.4753
ENSMUSG00000067586:::mmu-miR-414-5p	-0.3294	-0.0267	0.2916	-0.2262	0.4848	0.3270
ENSMUSG00000067599:::mmu-miR-415-5p	-0.3277	-0.5248	0.2550	0.2407	0.0521	0.0245
ENSMUSG00000067995:::mmu-miR-416-5p	-0.3673	-0.2741	0.0198	0.4363	-0.3567	0.5151
ENSMUSG00000068105:::mmu-miR-417-5p	0.4085	0.0310	-0.1863	0.1893	-0.0459	0.4000
