#compound	T00h	T02h	T06h	T12h	T18h	T24h
C07102	0.0637	0.1572	-0.0480	0.3063	-0.2604	-0.0511
C07103	-0.7885	-0.6862	-0.7766	-0.9029	-1.3623	-0.6372
C07108	-0.1967	0.5792	0.6376	-0.1045	0.4195	0.1385
C07111	-0.1013	0.4479	-0.3094	0.3473	0.4113	-0.2811
C07122	0.4867	0.2256	-0.2220	-0.1849	-0.1686	-0.5140
C07123	0.2927	0.2744	-0.1433	0.1658	-0.0495	0.0151
C07130	0.9816	0.1129	-0.1169	0.2785	-0.2819	0.1676
C07151	0.0696	0.3791	0.2762	-0.2611	-0.2977	0.3339
C07163	0.3904	1.2343	0.7626	0.5700	1.4551	1.7858
C07184	0.1501	0.4607	-0.4555	0.0426	0.7212	-0.1458
C07185	-0.7855	-0.8312	-0.1197	-0.1870	-0.2442	0.2276
C07201	0.1957	-0.1794	0.3265	0.1305	-0.0740	0.4215
C07204	-0.1471	-0.3779	0.2313	0.0346	-0.0462	-0.0105
C07207	0.3117	0.2967	-0.0614	0.3736	-0.6315	0.0041
C07208	0.0952	0.5099	0.3359	0.1725	-0.0487	-0.2914
C07209	0.1335	0.0462	0.2985	0.3046	0.1505	0.2885
C07210	0.1784	0.1758	-0.1100	0.0161	-0.3430	0.1810
C07211	-0.0956	-0.2274	0.0190	-0.5107	0.3499	-0.3706
C07212	0.0921	0.0894	-0.4954	-0.4935	0.0920	0.3768
C07213	-0.4088	-0.6016	-0.1074	-0.1441	0.4033	-0.2619
C07214	0.2289	0.5443	-0.2939	0.2535	-0.3135	-0.4832
C07215	0.3240	0.7139	0.3665	-0.0892	-0.1642	0.4587
C07216	0.9927	-0.1791	-0.4053	0.1201	-0.0810	0.0715
C07240	0.3121	0.0190	-0.4797	-0.5048	0.1776	0.2652
C07277	0.0995	-0.1483	-0.0303	0.1583	0.1606	0.2110
C07289	-0.7880	-0.1415	0.0367	0.1752	0.1108	0.3930
C07294	0.2824	0.4493	0.6934	0.2636	0.2760	0.1225
C07295	-0.9174	-0.1499	-0.5818	0.2172	-0.2356	0.7011
C07303	0.4912	0.1883	-0.1188	0.1441	-0.5801	0.0093
C07308	0.1791	0.6347	-0.2292	-0.6291	-0.2726	-0.1391
C07335	0.0335	0.6183	0.5225	0.4646	0.2582	0.3322
C07338	0.4339	0.1992	0.1953	-0.3609	0.3935	-0.1916
C07349	-0.5217	0.4081	0.3953	0.1581	0.5485	-0.0845
C07354	-0.3456	-0.3409	-0.1287	-0.0552	-0.5460	0.9617
C07394	0.3048	0.2152	-0.0019	-0.2803	-0.4468	0.4732
C07434	0.1499	-0.2513	0.3146	-0.1485	-0.0013	0.2018
C07446	1.1668	0.8395	0.5451	1.6120	1.4295	1.6504
C07447	-0.0058	0.1860	-0.2326	0.3361	0.5606	0.4910
C07478	-1.0178	-0.2665	0.3760	0.2710	-0.2358	0.4471
C07479	-0.3800	-0.1894	-0.2495	0.3979	-0.3274	0.3673
C07480	-0.0662	0.1945	0.4545	-0.2827	0.2917	0.2874
C07481	0.0918	0.0678	0.0276	-0.7241	0.2736	0.0538
C07490	-0.4342	-0.0783	0.3304	0.0333	0.3119	-0.0130
C07492	0.0682	-0.1380	0.3251	-0.4173	0.2100	-0.8601
C07493	-0.6917	-0.3090	0.0009	-0.0973	-0.0141	0.2418
C07495	0.5579	-0.0636	-0.6791	0.6242	0.0076	-0.3272
C07496	-0.3456	-0.1803	0.2324	-0.2530	-0.0926	-0.0628
C07501	-0.2811	0.4392	-0.0508	0.7516	-0.2582	-0.2820
C07512	-0.7533	0.0119	-0.3670	0.2957	-0.1890	-0.1105
C07535	-0.0981	-0.1241	-0.4615	0.2660	0.2734	-0.4189
C07557	0.3478	0.0470	0.0029	-0.2247	0.3581	-0.0242
C07572	0.9748	0.5381	0.7917	1.4385	1.3959	1.5458
C07576	-0.4851	-0.7776	-0.0394	-1.2378	-2.0516	-0.9662
C07578	0.0039	-0.1782	0.1927	0.2668	0.4457	-0.4682
C07585	0.3537	0.4239	-0.1218	-0.0658	0.1992	0.0911
C07593	-0.2814	-0.2166	0.3671	0.2450	-0.2825	-0.2148
C07600	-0.0548	0.0722	0.2729	-0.7469	-0.0273	0.3791
C07639	0.1469	-0.5293	0.1177	-0.1336	-0.2933	0.0955
C07641	0.3880	-0.2460	-0.0095	-0.4794	-0.4641	0.2211
C07643	0.4759	-0.2704	-0.2894	-0.2644	-0.0595	-0.3534
C07644	-0.1279	0.0205	-0.2412	-0.3343	0.2536	-0.4090
C07645	0.1478	-0.0603	0.0524	-0.3266	-0.0641	-0.3919
C07646	0.4153	0.1033	-0.5857	0.1103	0.4310	0.5445
C07647	0.2261	0.1123	-0.0614	0.2971	0.2420	0.4634
C07648	-0.3609	-0.0001	0.0451	-0.7438	0.3622	0.2466
C07649	1.0208	0.0580	-0.8904	-0.1418	-0.1811	-0.1613
C07653	-0.0448	0.3496	0.2413	0.4679	-0.7403	0.2116
C07656	-0.4053	0.0357	-0.1179	0.4100	0.8921	0.2338
C07660	-0.1249	0.0288	-0.1557	0.1418	0.4313	-0.0543
C07662	1.0647	1.9085	1.2644	2.1017	2.2806	2.0894
C07663	-1.2857	-1.4507	-1.1379	-1.3484	-2.1923	-1.9775
C07712	0.2371	0.8599	0.5384	1.4157	0.4468	0.9378
C07715	0.0264	0.1256	-0.1695	0.8758	0.6858	-0.2130
C07729	0.2390	0.2556	0.0007	-0.6281	-0.0046	-0.8512
C07731	-0.0869	-0.3439	0.1056	-0.1125	-0.3363	-0.1902
C07732	0.3045	0.2232	0.0767	0.0669	-0.3162	-0.2258
C07733	0.2028	-0.1653	0.0058	-0.2213	0.2872	-0.7289
C07734	0.0365	0.3104	-0.2674	0.4037	-0.5445	0.1385
C07836	0.6417	1.6728	1.8020	1.4233	2.4677	2.8232
C07838	0.3445	-0.2359	0.0812	-0.2834	0.1219	0.5361
C07888	0.0313	0.4405	0.1025	0.3429	-0.2659	0.0664
C07909	-0.0220	0.1041	0.2581	-0.2980	0.2747	0.5643
C07966	-0.2005	0.2257	0.7732	0.0825	0.5175	-0.5314
C08012	0.2180	-0.6965	0.3731	0.6438	0.0507	0.1712
C08057	-0.0753	0.3909	-0.3506	0.0945	-0.6404	0.0422
C08060	0.1328	-0.0613	-0.0169	-0.7075	0.4352	-0.5371
C08061	0.3963	0.2361	0.3292	-0.5603	-0.3950	-0.1147
C08062	-0.0131	0.3704	0.1634	0.3946	-0.1099	-0.7444
C08150	0.1286	0.3895	-0.2318	0.1007	-0.2893	-0.0167
C08230	0.9341	1.4455	2.3104	2.0824	2.2211	2.6205
C08262	-0.0275	-0.0638	0.6623	0.4675	0.0918	-0.3839
C08276	0.0414	-0.1717	-0.4025	0.0456	0.0659	-0.1685
C08281	-0.3594	0.2974	0.2416	-0.0185	0.0369	-0.4240
C08300	0.5054	0.0546	-0.2366	-0.5893	0.2594	0.1442
C08301	0.1621	-0.5334	-0.3728	0.1334	0.0580	0.1542
C08307	0.4911	-0.1300	-0.3910	0.1579	-0.1860	-0.5847
C08308	0.3827	0.5639	0.1463	0.5268	0.2493	0.2483
C08312	-0.1508	-0.1547	-0.0663	-0.0879	-0.3650	0.1739
C08313	0.0280	-0.2332	0.0885	0.1513	-0.4714	-0.0406
C08316	-0.3364	-0.0772	-0.5748	0.3525	0.0771	0.1011
C08320	-0.1139	0.0845	-0.4123	0.0507	-0.1936	0.1906
C08323	-0.5002	-0.1393	0.1982	0.4442	0.0948	-0.7673
C08325	-0.3696	0.3046	0.1157	-0.2524	-0.0843	-0.3006
C08357	-0.1469	-0.1059	0.1562	0.2665	0.0205	0.1058
C08358	0.3699	-0.0121	0.1139	0.3654	0.1597	0.8796
C08359	0.1453	0.1640	0.6453	-0.0999	-0.4962	-0.2790
C08362	-1.1128	-0.1411	-0.5183	0.6017	-0.1393	0.0256
C08401	0.0931	-0.7433	-0.6565	-0.2856	0.3047	-0.4356
C08407	-0.3474	-0.2832	-0.7804	0.3319	-0.2179	0.5188
C08409	0.2367	0.7582	-0.0207	0.5573	0.2646	-0.5741
C08412	-0.3229	-0.0359	0.4461	-0.3370	0.1304	0.4629
C08417	0.1902	0.3353	-0.0727	0.0673	-0.2415	-0.4397
C08418	0.1468	0.4254	0.2629	-0.4597	0.3686	-0.0588
C08426	0.1126	0.1608	0.4485	-0.0110	0.3111	0.3460
C08439	-0.1280	0.7118	-0.1757	0.0422	0.1598	-0.1158
C08491	0.3054	0.1590	0.1930	-0.1172	-0.1253	0.4215
C08492	0.2614	0.2420	0.1585	-0.5584	0.1614	0.5377
C08537	-0.3080	0.4767	-0.0603	-0.0516	-0.3252	0.1913
C08538	0.3582	0.4369	0.2152	0.0329	-0.5502	-0.1763
C08539	0.2927	-0.2886	-0.2411	0.0715	-0.0954	0.4501
C08540	-0.1143	-0.3582	0.2686	-0.3113	0.1516	0.2793
C08542	0.1266	0.0735	-0.3207	0.0575	-0.6473	-0.2317
C08543	0.2134	-0.2102	0.3444	-0.0578	0.1370	0.4130
C08544	0.2018	0.4931	-0.1855	0.5440	-0.1149	0.2728
C08552	-0.1913	-0.7425	-0.1515	0.2697	0.3947	-0.1799
C08579	-0.4043	-0.7495	-0.9826	0.1666	-0.0232	-0.0802
C08580	0.3958	0.2589	0.5014	-0.1544	0.0763	0.5090
C08583	0.1442	-0.3268	-0.5740	-0.1741	0.4930	0.1460
C08586	0.1364	0.4034	0.1856	-0.1827	0.5497	0.1256
C08588	0.1893	-0.4502	0.1813	-0.2002	-0.2947	-0.6435
C08589	0.3532	0.4585	0.0915	-0.2604	0.8805	0.0885
C08590	0.3017	-0.5631	0.2678	-0.0067	-0.0128	0.5156
C08592	0.0960	0.3824	-0.5366	-0.7616	0.2210	0.0063
C08601	0.2243	0.0594	-0.2254	-0.4303	0.0270	0.3181
C08606	-0.1633	-0.1328	-0.2379	0.1055	-0.2529	0.0418
C08607	0.8211	-0.2727	-0.5612	0.1917	-0.1421	0.0025
C08613	-0.0571	0.4761	0.0313	0.0677	0.5673	-0.7131
C08614	-0.0441	0.1464	-0.2894	0.2259	-0.1955	-0.4876
C08616	0.4032	-0.1713	-0.2970	-0.3927	0.1273	0.5422
C08650	-0.2011	-0.4847	-0.5358	-0.5634	0.2473	-0.0786
C08813	-1.1690	-0.6289	-0.8115	-1.6215	-1.1419	-1.6583
C08814	-0.1366	-0.0851	0.2548	0.2227	0.1215	-0.1769
C08821	0.3303	-0.3892	0.2093	-0.1154	-0.5171	-0.0515
C08822	0.1819	0.4614	0.3789	-0.0837	-0.2418	0.1547
C08830	0.1410	0.2473	-0.2215	-0.1982	0.2583	-0.0831
C08942	-0.5222	-0.3061	0.2277	0.3453	0.1526	-0.6528
C08972	0.1633	-0.1891	0.0291	-0.1946	0.1573	0.3085
C09024	-0.1933	-0.1067	-0.0593	-0.5291	0.5239	-0.4096
C09084	0.3907	0.0761	-0.3572	-0.1352	0.0506	-0.3304
C09099	0.2383	0.2802	-0.0847	-0.6135	-0.2993	0.4624
C09107	-0.0979	-0.2899	0.0273	-0.0267	0.3651	0.4291
C09131	0.2204	0.5177	0.2558	-0.2884	-0.3903	0.1981
C09155	-0.4721	-0.6645	0.1013	0.3846	-0.5379	-0.2440
C09179	-0.0068	0.2154	0.3611	-0.0974	-0.0648	-0.0305
C09241	0.0201	0.4418	-0.3123	0.3473	0.6777	0.3351
C09244	-0.0078	-0.2726	0.0348	0.9618	0.4234	0.2677
C09306	0.3121	-0.0194	-0.4058	0.1333	0.4763	0.4525
C09332	0.1976	-0.1226	0.6594	0.2024	-0.1893	0.0858
C09592	-0.2553	-0.2078	-0.3606	-0.3122	0.3369	0.1575
C09621	-0.6214	-0.0566	0.3715	0.4007	0.4958	0.1147
C09629	-0.3877	-0.0306	-0.3039	-0.5003	-0.1346	-0.0059
C09668	0.6718	-0.2597	0.3230	-0.0886	0.0764	-0.2737
C09694	0.5247	-0.1274	0.0433	0.9509	-0.4325	-0.4475
C09699	-0.4526	-0.0440	0.3198	-0.1947	0.3606	-0.3833
C09704	-0.2020	0.1184	0.1485	-0.1189	0.6677	-0.8013
C09727	-0.3328	0.1501	0.3234	-0.2096	0.2079	-0.3708
C09731	-0.2889	0.3356	-0.1920	0.4611	0.7599	0.3208
C09762	-0.4340	0.1103	-0.4474	0.5712	-0.2368	0.0258
C09789	0.2262	-0.3343	-0.2531	0.1078	-0.1952	0.5901
C09804	-0.1405	0.1139	-0.0336	-0.0124	0.6820	0.3572
C09811	-0.0853	0.3566	0.2944	-0.3926	-0.1318	0.0943
C09812	-0.2532	-0.0058	0.0315	-0.0121	-0.1229	-0.3278
C09813	0.1885	0.0148	0.4261	-0.3224	0.4337	-0.0934
C09816	-0.5644	-0.3613	-0.1722	0.2614	-0.3512	0.0679
C09817	0.2850	0.0914	-0.8419	0.0751	-0.0391	0.3204
C09818	-0.0366	0.5731	-0.5168	-0.3148	0.6200	0.0607
C09819	0.0711	0.1669	0.3036	-0.4017	-0.2809	-0.1082
C09820	-0.4956	-0.0826	-0.3016	0.5089	0.2409	-0.6740
C09821	0.6745	-0.1878	-0.0382	-0.3875	0.7275	-0.1474
C09822	-0.1631	0.1986	0.4046	0.1396	0.0180	-0.0844
C09823	0.3524	-0.4647	-0.3834	0.0237	-0.3741	0.3514
C09844	-0.0071	0.3684	0.2276	-0.1631	-0.2291	0.4541
C09955	0.1880	-0.4246	0.0627	-0.2457	0.2409	-0.5400
C10164	-0.0926	-0.1322	-0.4194	-0.1404	-0.2244	0.5149
C10208	0.0472	0.0272	-0.0695	0.0934	-0.0905	0.2937
C10216	-0.5277	-0.3138	-0.3469	-0.4366	0.2217	0.4829
C10434	-0.0263	0.0552	0.3883	-0.2346	0.1077	-0.1678
C10447	-0.1552	0.2716	-0.0750	0.1736	-0.1664	0.7607
C10497	-0.5988	0.1492	0.5532	-0.0930	0.1790	0.2047
C10503	-0.1638	0.2917	0.4569	-0.0145	-0.0157	0.3849
C10556	0.1145	0.0279	-0.2720	0.4799	0.2075	-0.5338
C10557	0.0735	0.6423	-0.2140	-0.2017	-0.6271	-0.1696
C10641	0.1989	-0.6433	-0.3156	-0.3705	0.0070	-0.1115
C10646	-0.3276	-0.5055	0.2925	-0.3861	-0.3011	-0.0282
C10682	0.6732	-0.2010	0.3885	0.2037	-0.2790	0.1688
C10700	0.6943	-0.1362	-0.3012	-0.0184	0.6013	0.1249
C10784	0.1385	0.0072	-0.0851	-0.1071	-0.8495	0.4330
C10793	-0.3064	0.3693	-0.0314	-0.2438	0.1437	-0.0465
C10860	0.4715	0.2479	0.4357	0.3259	0.0959	-0.4266
C10874	0.5258	0.0692	0.5395	-0.1999	-0.0699	-0.2544
C10998	0.5419	-0.3025	0.0383	0.0379	-0.1386	0.5381
C11004	-0.7148	-0.2200	-0.4827	0.4257	0.1484	-0.3515
C11036	-0.1572	0.2931	0.6098	0.4513	-0.0969	-0.1457
C11038	-0.0916	-0.3237	0.1952	-0.0896	-0.2724	0.1805
C11039	-0.1513	0.0959	-0.3401	0.2444	-0.7887	0.0449
C11042	-1.3043	-1.0876	-1.2704	-0.8994	-0.7608	-1.5447
C11045	-0.0955	0.2391	0.2246	-0.2486	-0.0214	-0.1273
C11061	-0.5393	0.0917	-0.5988	0.6185	0.3611	0.3885
C11062	0.6082	0.3670	0.1403	-0.2083	0.3469	0.2398
C11088	0.2831	-0.3439	0.1919	-0.1389	-0.3780	0.5616
C11130	0.0013	-0.3591	0.4253	0.2037	0.3295	0.4694
C11131	0.0910	0.1127	-0.6090	-0.2180	0.0861	-0.0480
C11132	0.4450	-0.4214	0.2568	-0.2569	0.5033	0.3149
C11133	-1.0994	-0.7028	-0.6347	-1.1266	-1.4466	-1.4057
C11134	0.2206	-0.1943	-0.3109	-0.5034	0.7108	-0.5768
C11135	-0.0570	0.5635	0.1639	-0.1376	0.3969	0.3981
C11136	-0.3111	-0.0265	0.3740	-0.5851	-0.4363	0.2089
C11142	0.1628	-0.1959	0.2323	-0.3155	-0.0765	-0.0038
C11143	-0.5732	-0.0830	0.0045	-0.0322	0.2467	-0.2613
C11145	-0.1207	-0.2368	-0.3200	-0.5230	-0.2330	-0.2537
C11148	0.3274	0.4494	1.0232	-0.0268	-0.2573	0.3333
C11149	-0.0793	-0.1582	0.2617	-0.3662	-0.2872	-0.3371
C11150	-0.5602	0.4133	0.3913	-0.2511	0.1998	-0.5146
C11158	0.1385	0.2332	0.2699	-0.2250	0.2450	0.0952
C11173	-0.2228	0.4450	0.0193	0.1023	0.1489	0.5416
C11174	0.9444	-0.2386	0.6262	0.0985	-0.1359	-0.5119
C11221	-0.1606	-0.6276	0.0505	0.1117	-0.0478	0.3098
C11231	0.2215	0.0475	-0.1999	0.1949	-0.0665	0.5084
C11242	0.4269	0.1790	0.0987	0.0058	0.4443	-0.1449
C11243	0.1817	-0.1664	0.4958	0.3965	-0.4399	-0.4874
C11245	0.0882	-0.0305	-0.0336	0.2469	0.2065	-0.6758
C11277	0.5588	0.7843	0.4150	1.1469	0.8250	1.4524
C11278	-0.4016	-0.2094	-0.0614	0.7071	0.4409	0.1855
C11310	-0.1596	0.5451	-0.1138	-0.4756	-0.8119	0.1977
C11348	-0.5953	0.2251	0.2633	0.6188	-0.1768	-0.3437
C11354	0.0487	-0.1074	0.3217	0.1444	-0.1543	0.2741
C11355	0.2001	-0.0088	0.5254	0.4281	0.2260	0.0744
C11363	0.4989	-0.0168	0.1876	-0.7155	-0.7354	-0.1306
C11371	-0.0246	-0.3321	-0.1852	0.1666	-0.1811	0.2994
C11374	0.5855	0.7553	0.0680	-0.3383	-0.2020	-0.8282
C11376	0.0642	-0.4425	0.3267	0.2656	-0.2030	0.2009
C11378	0.3795	-0.1812	-0.4548	0.6100	-0.0807	-0.1069
C11382	-0.4513	0.1412	0.1652	0.6863	0.1538	0.0875
C11393	0.0008	-0.4096	-0.4782	-0.0510	0.4931	0.0180
C11422	0.5434	0.6739	-0.2574	-0.1573	-0.4989	-0.1846
C11425	-0.1428	0.1137	0.4659	0.2824	0.1444	0.4143
C11426	-0.1374	-0.3311	0.7108	-0.0767	0.0337	-0.0898
C11427	-0.1223	-0.4569	0.7680	-0.7188	0.0279	0.2980
C11434	-0.0332	0.4511	0.2635	0.1019	-0.0411	0.0777
C11435	0.3159	-0.0414	-0.0642	-0.2599	-0.0602	0.0646
C11436	0.7565	-0.2430	-0.0951	0.1685	-0.2783	-0.4027
C11437	-0.2066	-0.3814	0.2894	0.1990	-0.3228	0.0588
C11438	0.0323	0.8668	0.2507	-0.1614	0.3798	0.4696
C11448	-0.2146	-0.7873	0.1170	-0.1720	0.0850	0.6252
C11449	0.2809	-0.3096	0.2061	0.0280	-0.4144	-0.1617
C11453	-0.3991	0.1529	0.4445	0.5015	0.1549	-0.3663
C11455	-0.1559	0.6222	0.6475	-0.1897	0.4532	-0.2593
C11457	-0.4086	0.3037	-0.2863	0.0925	0.2997	0.9252
C11460	-0.6767	0.4339	0.2207	0.1440	0.2621	-0.5591
C11468	-0.6324	0.3680	0.1834	-0.6492	0.0001	0.6106
C11469	-0.2212	0.4233	-0.2460	-0.1451	0.5657	-0.0079
C11472	0.5973	2.3533	2.0282	2.4990	2.5217	2.6535
C11481	-0.6419	-0.4680	-0.4707	0.3096	0.1829	-0.0249
C11499	0.4528	-0.6623	-1.0181	-0.4402	-0.2440	-0.0775
C11508	-0.1957	-0.4340	0.1813	-0.3801	0.0418	0.0503
C11512	-0.0727	-0.3695	0.1645	0.3325	0.5541	-0.2258
C11516	0.2059	-0.2915	0.0159	-0.1164	-0.1211	0.4716
C11521	0.0389	-0.2437	0.3926	0.1567	0.0642	-0.3436
C11522	-0.4886	-0.2828	-0.1277	-0.1771	0.0588	0.4392
C11523	0.6420	-0.0398	0.0811	0.1817	-0.3719	0.2551
C11526	-0.9858	0.5028	-0.2555	-0.1404	-0.2717	-0.2057
C11536	0.2504	0.1097	-0.4436	0.2404	0.3872	0.1981
C11537	0.3739	-0.5666	0.3581	-0.3191	-0.4626	-0.4336
C11538	0.5859	-0.2078	0.1373	0.5000	-0.4271	-0.1503
C11540	0.1094	-0.0321	-0.3095	0.6395	0.5319	-0.1021
C11542	0.1916	0.5402	0.6320	1.0347	1.2341	0.8584
C11543	0.8748	0.0369	0.1584	0.2757	0.3278	-0.0270
C11544	0.1794	0.6218	0.3124	-0.0543	-0.0635	-0.4518
C11545	0.3221	0.3488	-0.2559	0.0421	-0.0964	0.1395
C11554	0.0642	0.0535	0.2841	0.3051	0.8836	0.0153
C11555	0.4458	0.1464	0.1467	0.0433	-0.1852	0.1632
C11556	0.1948	0.3013	0.4184	-0.5827	0.3888	-0.4454
C11557	0.4150	-0.1928	-0.0458	-0.6370	-0.3536	-0.1568
C11583	-0.3083	-0.0194	-0.2418	-0.2937	0.2610	-0.2456
C11587	-0.3512	0.4947	-0.3133	0.1036	-0.4283	0.2543
C11588	0.2803	-0.3736	0.3210	0.1371	-0.4904	0.0262
C11596	-1.1858	-0.2086	-0.8123	-1.5512	-0.7744	-1.8402
C11612	1.8627	1.8197	1.6493	2.8242	2.8325	1.7900
C11630	-0.3553	-0.0868	0.0350	-0.2773	0.2635	-0.1198
C11632	0.3853	0.3733	0.1062	-0.0279	0.6794	-0.3261
C11633	0.2186	-0.1033	0.6550	-0.0184	-0.1423	0.2257
C11638	0.7182	-0.2384	0.1284	0.0477	-0.5456	0.2990
C11641	-0.0656	0.2093	0.2889	-0.1049	0.1227	0.9309
C11643	0.1801	0.2119	-0.2408	0.3077	-0.0053	0.1506
C11675	-0.1792	0.5832	0.1371	0.1076	-0.0699	-0.4422
C11680	-0.3560	0.0304	0.6060	-0.5400	-0.1948	0.2563
C11684	-0.3223	-0.3634	0.0624	-0.1900	0.0626	0.4492
C11691	0.0926	0.7458	1.2706	0.8780	0.5557	1.5608
C11695	0.1566	0.6088	-0.1216	0.0421	0.4561	-0.2227
C11700	0.7569	0.7645	0.0928	-0.4278	0.2079	0.2449
C11713	0.0932	-0.8866	0.4520	-0.0703	0.0555	-0.0196
C11714	0.6348	0.9141	0.5387	0.9708	1.4005	1.4071
C11736	0.0062	0.2314	0.3649	0.4904	0.4645	-0.0582
C11754	0.1744	-0.5988	0.5362	-0.2668	0.1055	0.3191
C11785	-0.1947	0.3034	0.1393	0.6146	0.2683	-0.5165
C11807	0.0936	0.2512	0.1087	0.5103	-0.0293	-0.3091
C11808	0.1422	0.4831	0.6233	0.0868	0.2066	0.2640
C11809	-0.1248	-0.3015	-0.4560	-0.2061	-0.2312	0.3718
C11810	-0.3159	-0.6870	-0.3683	-0.1616	-0.0535	-0.4371
C11811	-0.2798	-0.4212	0.0771	0.5707	0.3995	0.3960
C11821	-0.1911	-0.0508	0.4073	-0.4105	-0.1778	1.0504
C11829	-0.1633	-0.0343	0.2121	0.1565	-0.6287	-0.3091
C11830	0.0587	-0.0979	-0.1327	-0.4830	-0.0640	-0.2158
C11831	0.0325	0.1715	0.2047	0.0913	0.1469	0.8102
C11832	-0.0594	-0.2302	-0.6064	0.2505	-0.3167	-0.3696
C11850	-0.1226	-0.3223	-0.0411	0.5108	0.1071	-0.1907
C11851	0.2718	-0.2936	0.1844	0.4610	0.2109	-0.3966
C11853	0.5516	-0.6148	-0.1100	0.0183	0.4391	0.2451
C11857	-0.3458	-0.0480	0.0352	-0.2914	0.1246	0.2857
C11858	-0.1133	0.1502	0.1592	0.0294	-0.1767	-0.4167
C11859	-0.3489	-0.0329	-0.0699	-0.0972	0.0061	0.0306
C11860	-0.3056	-0.0386	-0.0862	0.0451	-0.2112	0.3196
C11861	0.2654	0.2339	-0.3453	-0.3197	-0.2003	-0.1125
C11862	-0.4331	-0.3873	0.1771	0.3396	-0.1338	-0.0417
C11863	0.5519	-0.0304	0.2968	-0.2412	0.0122	-0.3611
C11864	0.1935	0.2891	-0.4005	-0.3754	-0.1860	0.3565
C11872	0.0205	0.1340	-0.4353	0.3213	-0.2008	0.0236
C11873	0.0958	-0.6432	0.1370	0.5382	-0.1180	-0.1243
C11874	0.3724	-0.3182	0.0127	0.0609	-0.7841	-0.2045
C11875	-0.3018	0.0358	0.6451	0.4192	0.0874	0.7715
C11878	0.3793	1.1082	1.0533	1.0790	0.3597	1.1707
C11882	0.0067	0.3833	-0.4274	0.1430	-0.3875	0.0142
C11887	0.0253	-0.1200	-0.0895	-0.2641	-0.2181	-0.4691
C11894	-0.5651	-0.0500	0.1580	0.3572	0.3191	-0.2256
C11895	0.4201	0.5550	0.0778	-0.5183	-0.3859	-0.1985
C11896	-0.2962	0.7093	-0.6763	0.1535	0.0235	-0.5712
C11900	0.1411	0.4837	0.4074	-0.1145	0.1909	-0.0504
C11901	0.0498	-0.0065	-0.1802	-0.5093	0.1971	-0.4032
C11906	0.3459	-0.1284	0.0618	-0.1436	-0.2156	0.2044
C11907	0.7057	1.1641	2.0455	2.6450	2.1742	2.2639
C11908	1.4031	1.6709	1.5276	2.0872	3.1228	2.2253
C11909	-0.2203	-0.5460	0.5746	0.1074	-0.1115	0.1650
C11910	0.3971	-0.3080	0.1216	-0.2104	-0.3740	-0.1316
C11911	-0.4937	0.0843	0.3768	0.0585	0.0163	-0.2010
C11912	-0.2460	-0.3546	0.1159	0.0822	0.1546	-0.2597
C11915	0.0424	0.2837	0.5628	-0.3197	0.2546	0.0598
C11916	-0.6022	-0.2156	0.0590	-0.2108	-0.0954	0.0572
C11919	0.3475	0.7581	-0.0582	-0.2830	-0.1191	-0.2820
C11920	-0.3312	-0.0146	0.3477	0.5223	0.5854	0.2703
C11921	-0.1423	-0.4579	0.6694	0.3135	-0.0611	0.4299
C11922	-0.2104	-0.3648	0.4207	-0.3387	-0.3630	0.3757
C11925	-0.9298	-1.1930	-2.2624	-2.0968	-2.8031	-2.5537
C11926	0.1058	-0.3412	-0.0222	0.3586	0.1484	0.4054
C11927	-0.1651	0.1081	0.2141	-0.5304	0.2492	0.0159
C11928	-0.3949	-0.0508	-0.0696	0.1731	-0.4585	0.0665
C11933	-0.7534	0.3486	-0.0904	-0.0788	0.7002	0.0956
C11961	0.1684	0.2286	0.4250	0.0151	0.0063	-0.3550
C11962	0.2618	-0.1871	-0.1563	-0.4046	-0.6146	0.6989
C11963	-0.1410	-0.4581	-0.0850	0.1107	0.1084	-0.2072
C11964	0.7910	0.5459	-0.2411	-0.2894	0.1952	0.0969
C11965	-0.8460	-0.1972	-0.5022	-0.0317	-0.0666	-0.2736
C11966	-0.0473	0.7793	0.3311	-0.2306	0.2981	0.0835
C11967	-0.2856	0.3186	-0.1236	-0.0518	0.3148	0.4889
C11968	-0.6248	-0.1519	-0.3040	0.1704	-0.1055	-0.6034
C11977	0.0991	-0.2052	0.1030	-0.2363	0.5526	0.0690
C11978	0.3642	-0.2219	0.6585	0.6720	0.0668	0.3637
C11979	-0.1893	-0.5094	-0.2496	-0.3732	0.0049	-0.1164
C11980	-0.2114	0.7678	-0.1505	-0.0890	-0.1838	0.0482
C11981	-0.4636	-0.3638	0.3245	-0.2118	-0.0653	0.2596
C11982	-0.3252	0.3327	0.1302	0.0373	-0.1944	0.7711
C11983	0.1965	-0.1018	-0.1971	-0.3588	-0.1722	-0.5951
C11984	-0.1750	-0.1952	0.2942	-0.0419	-0.1150	0.1594
C11989	-0.0681	0.2838	-0.1669	-0.4142	0.2277	0.1425
C11990	-0.0300	-0.0419	-0.5829	-0.2391	-0.0771	-0.7745
C11991	0.0873	0.2044	0.4883	0.2866	-0.4525	0.0654
C11992	0.0076	-0.0884	-0.2637	-0.2867	0.1778	-0.5181
C11993	0.0221	0.3170	0.3891	-0.0095	0.7606	-0.1198
C11994	-0.1385	-0.2366	0.3629	0.4748	-0.3635	0.2734
C11996	-0.2017	-0.0054	0.0828	0.3193	-0.1466	0.0051
