miRNA	Ensembl.Gene.ID	PLR
mmu-miR-160-3p	ENSMUSG00000032826	6.38
mmu-miR-160-3p	ENSMUSG00000035354	2.06
mmu-miR-160-3p	ENSMUSG00000037664	5.78
mmu-miR-160-3p	ENSMUSG00000047878	3.59
mmu-miR-160-3p	ENSMUSG00000050195	1.53
mmu-miR-160-3p	ENSMUSG00000064948	3.71
mmu-miR-160-3p	ENSMUSG00000079962	4.68
mmu-miR-160-5p	ENSMUSG00000026087	5.50
mmu-miR-160-5p	ENSMUSG00000031533	2.93
mmu-miR-160-5p	ENSMUSG00000033295	2.09
mmu-miR-160-5p	ENSMUSG00000061589	6.89
mmu-miR-160-5p	ENSMUSG00000075420	5.60
mmu-miR-160-5p	ENSMUSG00000093804	2.58
mmu-miR-160-5p	ENSMUSG00000095017	7.22
mmu-miR-161-3p	ENSMUSG00000015090	7.33
mmu-miR-161-3p	ENSMUSG00000020840	5.36
mmu-miR-161-3p	ENSMUSG00000021468	7.16
mmu-miR-161-3p	ENSMUSG00000022790	2.50
mmu-miR-161-3p	ENSMUSG00000029521	7.39
mmu-miR-161-3p	ENSMUSG00000032366	7.37
mmu-miR-161-3p	ENSMUSG00000041135	5.71
mmu-miR-161-3p	ENSMUSG00000060681	4.11
mmu-miR-161-3p	ENSMUSG00000065609	7.57
mmu-miR-161-3p	ENSMUSG00000078650	4.23
mmu-miR-161-3p	ENSMUSG00000084601	4.01
mmu-miR-161-3p	ENSMUSG00000116845	5.25
mmu-miR-161-5p	ENSMUSG00000022774	4.26
mmu-miR-161-5p	ENSMUSG00000023175	6.16
mmu-miR-161-5p	ENSMUSG00000025178	5.02
mmu-miR-161-5p	ENSMUSG00000026156	6.25
mmu-miR-161-5p	ENSMUSG00000030493	1.57
mmu-miR-161-5p	ENSMUSG00000040249	1.52
mmu-miR-161-5p	ENSMUSG00000065622	2.78
mmu-miR-161-5p	ENSMUSG00000084234	6.61
mmu-miR-162-3p	ENSMUSG00000023456	2.68
mmu-miR-162-3p	ENSMUSG00000025290	6.42
mmu-miR-162-3p	ENSMUSG00000065764	6.99
mmu-miR-162-3p	ENSMUSG00000078773	3.05
mmu-miR-162-3p	ENSMUSG00000090550	3.93
mmu-miR-162-3p	ENSMUSG00000091950	5.04
mmu-miR-162-3p	ENSMUSG00000118723	6.87
mmu-miR-162-5p	ENSMUSG00000039809	7.16
mmu-miR-162-5p	ENSMUSG00000044814	7.99
mmu-miR-162-5p	ENSMUSG00000055838	5.29
mmu-miR-162-5p	ENSMUSG00000060681	7.77
mmu-miR-162-5p	ENSMUSG00000078097	6.88
mmu-miR-162-5p	ENSMUSG00000119891	5.63
mmu-miR-163-3p	ENSMUSG00000023938	7.73
mmu-miR-163-3p	ENSMUSG00000027509	3.88
mmu-miR-163-3p	ENSMUSG00000045282	4.77
mmu-miR-163-3p	ENSMUSG00000066475	7.69
mmu-miR-163-3p	ENSMUSG00000109350	1.83
mmu-miR-163-5p	ENSMUSG00000022453	2.70
mmu-miR-163-5p	ENSMUSG00000030209	4.37
mmu-miR-163-5p	ENSMUSG00000047149	5.41
mmu-miR-163-5p	ENSMUSG00000067006	7.79
mmu-miR-164-3p	ENSMUSG00000021266	1.74
mmu-miR-164-3p	ENSMUSG00000025321	2.93
mmu-miR-164-3p	ENSMUSG00000035845	7.08
mmu-miR-164-3p	ENSMUSG00000046167	3.16
mmu-miR-164-3p	ENSMUSG00000054293	7.00
mmu-miR-164-3p	ENSMUSG00000062309	2.85
mmu-miR-164-3p	ENSMUSG00000074483	5.43
mmu-miR-164-3p	ENSMUSG00000096365	2.08
mmu-miR-164-3p	ENSMUSG00000106677	2.44
mmu-miR-164-5p	ENSMUSG00000004341	6.62
mmu-miR-164-5p	ENSMUSG00000019960	2.92
mmu-miR-164-5p	ENSMUSG00000020009	3.22
mmu-miR-164-5p	ENSMUSG00000027398	7.11
mmu-miR-164-5p	ENSMUSG00000035458	7.32
mmu-miR-164-5p	ENSMUSG00000053268	4.22
mmu-miR-164-5p	ENSMUSG00000063129	7.42
mmu-miR-164-5p	ENSMUSG00000065453	5.47
mmu-miR-164-5p	ENSMUSG00000073900	4.73
mmu-miR-164-5p	ENSMUSG00000079435	5.77
mmu-miR-164-5p	ENSMUSG00000081649	4.71
mmu-miR-164-5p	ENSMUSG00000119904	1.97
mmu-miR-165-3p	ENSMUSG00000025225	2.27
mmu-miR-165-3p	ENSMUSG00000028163	3.91
mmu-miR-165-3p	ENSMUSG00000034892	5.95
mmu-miR-165-3p	ENSMUSG00000044337	2.46
mmu-miR-165-3p	ENSMUSG00000058200	3.33
mmu-miR-165-3p	ENSMUSG00000089563	1.96
mmu-miR-165-3p	ENSMUSG00000095413	1.88
mmu-miR-165-5p	ENSMUSG00000021120	2.85
mmu-miR-165-5p	ENSMUSG00000029217	2.21
mmu-miR-165-5p	ENSMUSG00000049334	2.02
mmu-miR-165-5p	ENSMUSG00000069805	5.02
mmu-miR-165-5p	ENSMUSG00000078937	4.20
mmu-miR-165-5p	ENSMUSG00000100926	6.32
mmu-miR-166-3p	ENSMUSG00000021240	1.58
mmu-miR-166-3p	ENSMUSG00000021622	5.18
mmu-miR-166-3p	ENSMUSG00000026245	6.22
mmu-miR-166-3p	ENSMUSG00000028413	6.68
mmu-miR-166-3p	ENSMUSG00000031789	5.25
mmu-miR-166-3p	ENSMUSG00000039774	5.04
mmu-miR-166-3p	ENSMUSG00000040374	5.59
mmu-miR-166-3p	ENSMUSG00000043102	5.14
mmu-miR-166-3p	ENSMUSG00000048758	3.01
mmu-miR-166-3p	ENSMUSG00000070407	1.98
mmu-miR-166-5p	ENSMUSG00000020794	7.65
mmu-miR-166-5p	ENSMUSG00000021403	3.83
mmu-miR-166-5p	ENSMUSG00000036860	2.99
mmu-miR-166-5p	ENSMUSG00000042670	2.37
mmu-miR-167-3p	ENSMUSG00000000290	5.45
mmu-miR-167-3p	ENSMUSG00000003970	7.43
mmu-miR-167-3p	ENSMUSG00000006777	3.78
mmu-miR-167-3p	ENSMUSG00000019970	4.03
mmu-miR-167-3p	ENSMUSG00000023723	5.58
mmu-miR-167-3p	ENSMUSG00000045225	2.86
mmu-miR-167-3p	ENSMUSG00000053268	3.27
mmu-miR-167-3p	ENSMUSG00000064734	6.63
mmu-miR-167-3p	ENSMUSG00000073418	4.27
mmu-miR-167-5p	ENSMUSG00000002767	5.26
mmu-miR-167-5p	ENSMUSG00000020850	4.54
mmu-miR-167-5p	ENSMUSG00000024131	5.65
mmu-miR-167-5p	ENSMUSG00000027332	3.08
mmu-miR-167-5p	ENSMUSG00000029217	7.34
mmu-miR-167-5p	ENSMUSG00000037772	7.66
mmu-miR-167-5p	ENSMUSG00000073950	4.86
mmu-miR-167-5p	ENSMUSG00000091813	4.62
mmu-miR-168-3p	ENSMUSG00000001025	2.96
mmu-miR-168-3p	ENSMUSG00000019935	5.79
mmu-miR-168-3p	ENSMUSG00000029777	7.40
mmu-miR-168-3p	ENSMUSG00000042157	1.92
mmu-miR-168-3p	ENSMUSG00000051650	2.69
mmu-miR-168-3p	ENSMUSG00000119562	3.88
mmu-miR-168-5p	ENSMUSG00000018012	2.03
mmu-miR-168-5p	ENSMUSG00000028381	6.26
mmu-miR-168-5p	ENSMUSG00000029337	1.81
mmu-miR-168-5p	ENSMUSG00000032218	7.41
mmu-miR-168-5p	ENSMUSG00000041565	3.52
mmu-miR-168-5p	ENSMUSG00000045382	2.31
mmu-miR-169-3p	ENSMUSG00000021477	6.41
mmu-miR-169-3p	ENSMUSG00000021981	4.02
mmu-miR-169-3p	ENSMUSG00000024041	4.42
mmu-miR-169-3p	ENSMUSG00000031451	7.41
mmu-miR-169-3p	ENSMUSG00000032295	3.10
mmu-miR-169-3p	ENSMUSG00000048755	7.21
mmu-miR-169-3p	ENSMUSG00000065718	4.55
mmu-miR-169-3p	ENSMUSG00000079298	2.14
mmu-miR-169-3p	ENSMUSG00000119745	4.64
mmu-miR-169-5p	ENSMUSG00000003660	7.59
mmu-miR-169-5p	ENSMUSG00000038195	4.35
mmu-miR-169-5p	ENSMUSG00000095616	4.61
mmu-miR-169-5p	ENSMUSG00000096705	2.60
mmu-miR-170-3p	ENSMUSG00000004446	7.71
mmu-miR-170-3p	ENSMUSG00000019841	5.89
mmu-miR-170-3p	ENSMUSG00000021639	4.86
mmu-miR-170-3p	ENSMUSG00000021721	6.51
mmu-miR-170-3p	ENSMUSG00000023832	4.86
mmu-miR-170-3p	ENSMUSG00000024683	7.58
mmu-miR-170-3p	ENSMUSG00000027133	7.03
mmu-miR-170-3p	ENSMUSG00000029135	3.17
mmu-miR-170-3p	ENSMUSG00000051675	2.12
mmu-miR-170-3p	ENSMUSG00000054115	6.69
mmu-miR-170-3p	ENSMUSG00000073705	2.02
mmu-miR-170-3p	ENSMUSG00000118885	2.59
mmu-miR-170-5p	ENSMUSG00000021067	6.27
mmu-miR-170-5p	ENSMUSG00000031488	5.61
mmu-miR-170-5p	ENSMUSG00000032030	5.76
mmu-miR-170-5p	ENSMUSG00000035373	3.89
mmu-miR-170-5p	ENSMUSG00000052336	2.15
mmu-miR-170-5p	ENSMUSG00000061825	3.24
mmu-miR-170-5p	ENSMUSG00000073702	7.06
mmu-miR-171-3p	ENSMUSG00000006517	7.11
mmu-miR-171-3p	ENSMUSG00000023452	6.74
mmu-miR-171-3p	ENSMUSG00000024603	5.89
mmu-miR-171-3p	ENSMUSG00000024902	4.84
mmu-miR-171-3p	ENSMUSG00000029433	2.95
mmu-miR-171-3p	ENSMUSG00000031491	5.32
mmu-miR-171-3p	ENSMUSG00000037236	5.56
mmu-miR-171-3p	ENSMUSG00000057967	6.97
mmu-miR-171-3p	ENSMUSG00000064432	2.80
mmu-miR-171-3p	ENSMUSG00000079962	5.12
mmu-miR-171-5p	ENSMUSG00000021567	5.59
mmu-miR-171-5p	ENSMUSG00000022453	5.95
mmu-miR-171-5p	ENSMUSG00000026766	5.51
mmu-miR-171-5p	ENSMUSG00000028708	4.03
mmu-miR-171-5p	ENSMUSG00000044279	5.61
mmu-miR-171-5p	ENSMUSG00000044749	8.00
mmu-miR-171-5p	ENSMUSG00000047379	5.52
mmu-miR-171-5p	ENSMUSG00000050195	6.52
mmu-miR-171-5p	ENSMUSG00000064737	3.86
mmu-miR-171-5p	ENSMUSG00000093804	2.46
mmu-miR-171-5p	ENSMUSG00000095413	4.37
mmu-miR-172-3p	ENSMUSG00000016206	4.08
mmu-miR-172-3p	ENSMUSG00000020123	3.78
mmu-miR-172-3p	ENSMUSG00000027071	6.14
mmu-miR-172-3p	ENSMUSG00000027752	6.52
mmu-miR-172-3p	ENSMUSG00000027857	1.59
mmu-miR-172-3p	ENSMUSG00000061068	3.23
mmu-miR-172-3p	ENSMUSG00000070311	2.08
mmu-miR-172-3p	ENSMUSG00000096054	6.01
mmu-miR-172-3p	ENSMUSG00000119208	4.74
mmu-miR-172-5p	ENSMUSG00000021207	2.79
mmu-miR-172-5p	ENSMUSG00000026837	4.70
mmu-miR-172-5p	ENSMUSG00000087875	2.25
mmu-miR-172-5p	ENSMUSG00000096477	2.72
mmu-miR-173-3p	ENSMUSG00000007892	5.39
mmu-miR-173-3p	ENSMUSG00000020458	2.75
mmu-miR-173-3p	ENSMUSG00000021868	7.04
mmu-miR-173-3p	ENSMUSG00000031925	2.38
mmu-miR-173-3p	ENSMUSG00000064884	7.47
mmu-miR-173-3p	ENSMUSG00000070934	4.76
mmu-miR-173-3p	ENSMUSG00000079477	5.44
mmu-miR-173-3p	ENSMUSG00000090824	6.46
mmu-miR-173-3p	ENSMUSG00000095499	2.81
mmu-miR-173-3p	ENSMUSG00000118799	1.58
mmu-miR-173-5p	ENSMUSG00000009640	2.21
mmu-miR-173-5p	ENSMUSG00000017146	4.44
mmu-miR-173-5p	ENSMUSG00000020850	4.87
mmu-miR-173-5p	ENSMUSG00000029433	1.83
mmu-miR-173-5p	ENSMUSG00000034126	7.63
mmu-miR-173-5p	ENSMUSG00000062175	3.18
mmu-miR-173-5p	ENSMUSG00000065876	1.77
mmu-miR-173-5p	ENSMUSG00000067370	5.10
mmu-miR-174-3p	ENSMUSG00000020309	1.74
mmu-miR-174-3p	ENSMUSG00000028863	7.34
mmu-miR-174-3p	ENSMUSG00000043004	1.53
mmu-miR-174-3p	ENSMUSG00000043354	3.22
mmu-miR-174-3p	ENSMUSG00000058620	4.59
mmu-miR-174-3p	ENSMUSG00000061825	6.08
mmu-miR-174-3p	ENSMUSG00000068809	2.18
mmu-miR-174-3p	ENSMUSG00000070810	7.97
mmu-miR-174-5p	ENSMUSG00000014543	3.28
mmu-miR-174-5p	ENSMUSG00000018965	3.53
mmu-miR-174-5p	ENSMUSG00000029212	4.10
mmu-miR-174-5p	ENSMUSG00000037202	3.18
mmu-miR-174-5p	ENSMUSG00000038690	5.86
mmu-miR-174-5p	ENSMUSG00000043485	2.51
mmu-miR-174-5p	ENSMUSG00000046913	6.61
mmu-miR-174-5p	ENSMUSG00000075104	3.11
mmu-miR-174-5p	ENSMUSG00000084696	4.41
mmu-miR-174-5p	ENSMUSG00000094858	4.11
mmu-miR-174-5p	ENSMUSG00000100210	2.15
mmu-miR-174-5p	ENSMUSG00000101427	6.96
mmu-miR-175-3p	ENSMUSG00000039601	6.95
mmu-miR-175-3p	ENSMUSG00000039844	6.80
mmu-miR-175-3p	ENSMUSG00000058881	5.10
mmu-miR-175-3p	ENSMUSG00000060477	4.94
mmu-miR-175-3p	ENSMUSG00000064948	7.64
mmu-miR-175-5p	ENSMUSG00000020911	6.71
mmu-miR-175-5p	ENSMUSG00000025551	1.72
mmu-miR-175-5p	ENSMUSG00000026134	7.68
mmu-miR-175-5p	ENSMUSG00000029684	2.23
mmu-miR-175-5p	ENSMUSG00000042284	7.96
mmu-miR-175-5p	ENSMUSG00000065111	1.91
mmu-miR-175-5p	ENSMUSG00000067614	7.58
mmu-miR-176-3p	ENSMUSG00000030278	7.21
mmu-miR-176-3p	ENSMUSG00000030707	4.74
mmu-miR-176-3p	ENSMUSG00000057614	3.68
mmu-miR-176-3p	ENSMUSG00000058354	1.76
mmu-miR-176-5p	ENSMUSG00000022150	3.69
mmu-miR-176-5p	ENSMUSG00000028645	2.90
mmu-miR-176-5p	ENSMUSG00000038146	2.39
mmu-miR-176-5p	ENSMUSG00000044923	6.13
mmu-miR-176-5p	ENSMUSG00000053004	5.18
mmu-miR-176-5p	ENSMUSG00000057903	6.45
mmu-miR-176-5p	ENSMUSG00000071516	7.71
mmu-miR-176-5p	ENSMUSG00000079108	3.61
mmu-miR-176-5p	ENSMUSG00000084576	2.24
mmu-miR-176-5p	ENSMUSG00000096727	6.62
mmu-miR-177-3p	ENSMUSG00000002108	1.71
mmu-miR-177-3p	ENSMUSG00000010660	4.64
mmu-miR-177-3p	ENSMUSG00000028530	5.17
mmu-miR-177-3p	ENSMUSG00000028560	6.84
mmu-miR-177-3p	ENSMUSG00000042410	7.06
mmu-miR-177-3p	ENSMUSG00000047459	7.96
mmu-miR-177-5p	ENSMUSG00000000340	5.86
mmu-miR-177-5p	ENSMUSG00000001052	2.44
mmu-miR-177-5p	ENSMUSG00000006005	2.28
mmu-miR-177-5p	ENSMUSG00000023967	5.40
mmu-miR-177-5p	ENSMUSG00000047246	2.53
mmu-miR-177-5p	ENSMUSG00000075137	4.80
mmu-miR-178-3p	ENSMUSG00000003235	1.69
mmu-miR-178-3p	ENSMUSG00000020868	4.86
mmu-miR-178-3p	ENSMUSG00000025519	4.74
mmu-miR-178-3p	ENSMUSG00000026558	1.56
mmu-miR-178-3p	ENSMUSG00000028434	6.37
mmu-miR-178-3p	ENSMUSG00000032852	4.65
mmu-miR-178-3p	ENSMUSG00000048758	5.27
mmu-miR-178-3p	ENSMUSG00000069998	6.24
mmu-miR-178-3p	ENSMUSG00000095499	7.90
mmu-miR-178-3p	ENSMUSG00000118827	6.57
mmu-miR-178-5p	ENSMUSG00000020868	4.36
mmu-miR-178-5p	ENSMUSG00000021670	6.47
mmu-miR-178-5p	ENSMUSG00000022667	1.74
mmu-miR-178-5p	ENSMUSG00000025091	2.86
mmu-miR-178-5p	ENSMUSG00000043613	5.26
mmu-miR-178-5p	ENSMUSG00000044560	2.39
mmu-miR-178-5p	ENSMUSG00000046908	3.70
mmu-miR-178-5p	ENSMUSG00000049372	1.98
mmu-miR-178-5p	ENSMUSG00000058254	5.15
mmu-miR-178-5p	ENSMUSG00000064201	4.91
mmu-miR-178-5p	ENSMUSG00000088149	2.38
mmu-miR-178-5p	ENSMUSG00000113237	6.39
mmu-miR-179-3p	ENSMUSG00000022574	4.23
mmu-miR-179-3p	ENSMUSG00000022679	3.89
mmu-miR-179-3p	ENSMUSG00000027322	5.15
mmu-miR-179-3p	ENSMUSG00000041609	1.55
mmu-miR-179-3p	ENSMUSG00000065903	6.67
mmu-miR-179-3p	ENSMUSG00000074439	2.14
mmu-miR-179-3p	ENSMUSG00000095499	4.76
mmu-miR-179-5p	ENSMUSG00000020572	7.39
mmu-miR-179-5p	ENSMUSG00000021789	3.80
mmu-miR-179-5p	ENSMUSG00000024436	5.82
mmu-miR-179-5p	ENSMUSG00000025993	7.55
mmu-miR-179-5p	ENSMUSG00000031708	3.89
mmu-miR-179-5p	ENSMUSG00000032437	5.17
mmu-miR-179-5p	ENSMUSG00000033847	7.38
mmu-miR-179-5p	ENSMUSG00000053898	2.00
mmu-miR-179-5p	ENSMUSG00000063116	7.31
mmu-miR-179-5p	ENSMUSG00000092743	7.75
mmu-miR-179-5p	ENSMUSG00000119732	3.64
mmu-miR-180-3p	ENSMUSG00000005237	2.03
mmu-miR-180-3p	ENSMUSG00000048101	3.88
mmu-miR-180-3p	ENSMUSG00000068947	5.00
mmu-miR-180-3p	ENSMUSG00000073950	2.87
mmu-miR-180-3p	ENSMUSG00000079263	7.34
mmu-miR-180-3p	ENSMUSG00000088195	5.76
mmu-miR-180-3p	ENSMUSG00000089057	7.02
mmu-miR-180-3p	ENSMUSG00000090862	4.77
mmu-miR-180-3p	ENSMUSG00000096763	2.54
mmu-miR-180-3p	ENSMUSG00000118910	3.22
mmu-miR-180-5p	ENSMUSG00000017404	5.09
mmu-miR-180-5p	ENSMUSG00000023940	5.94
mmu-miR-180-5p	ENSMUSG00000029173	5.70
mmu-miR-180-5p	ENSMUSG00000043314	6.82
mmu-miR-180-5p	ENSMUSG00000062687	6.38
mmu-miR-180-5p	ENSMUSG00002076380	2.76
mmu-miR-181-3p	ENSMUSG00000034801	2.18
mmu-miR-181-3p	ENSMUSG00000061626	5.93
mmu-miR-181-3p	ENSMUSG00000079436	6.05
mmu-miR-181-3p	ENSMUSG00000091086	5.19
mmu-miR-181-5p	ENSMUSG00000026509	3.58
mmu-miR-181-5p	ENSMUSG00000045382	7.37
mmu-miR-181-5p	ENSMUSG00000053862	3.61
mmu-miR-181-5p	ENSMUSG00000069441	4.80
mmu-miR-181-5p	ENSMUSG00000075402	6.11
mmu-miR-182-3p	ENSMUSG00000021721	3.13
mmu-miR-182-3p	ENSMUSG00000022314	6.14
mmu-miR-182-3p	ENSMUSG00000036928	4.93
mmu-miR-182-3p	ENSMUSG00000042284	1.69
mmu-miR-182-3p	ENSMUSG00000044533	3.05
mmu-miR-182-3p	ENSMUSG00000044749	4.22
mmu-miR-182-3p	ENSMUSG00000048501	2.12
mmu-miR-182-3p	ENSMUSG00000065053	4.95
mmu-miR-182-3p	ENSMUSG00000065534	1.59
mmu-miR-182-3p	ENSMUSG00000119807	3.78
mmu-miR-182-5p	ENSMUSG00000006333	4.27
mmu-miR-182-5p	ENSMUSG00000007655	5.69
mmu-miR-182-5p	ENSMUSG00000024087	2.55
mmu-miR-182-5p	ENSMUSG00000037166	4.00
mmu-miR-182-5p	ENSMUSG00000047102	4.41
mmu-miR-182-5p	ENSMUSG00000050788	3.75
mmu-miR-182-5p	ENSMUSG00000071646	2.82
mmu-miR-182-5p	ENSMUSG00000118677	2.89
mmu-miR-182-5p	ENSMUSG00000118860	6.25
mmu-miR-182-5p	ENSMUSG00000119481	5.97
mmu-miR-183-3p	ENSMUSG00000027940	6.16
mmu-miR-183-3p	ENSMUSG00000028217	5.97
mmu-miR-183-3p	ENSMUSG00000034570	7.51
mmu-miR-183-3p	ENSMUSG00000056880	1.67
mmu-miR-183-3p	ENSMUSG00000067604	5.73
mmu-miR-183-3p	ENSMUSG00000079120	3.25
mmu-miR-183-5p	ENSMUSG00000020354	1.55
mmu-miR-183-5p	ENSMUSG00000020566	5.15
mmu-miR-183-5p	ENSMUSG00000022552	7.31
mmu-miR-183-5p	ENSMUSG00000029575	5.25
mmu-miR-183-5p	ENSMUSG00000037771	3.13
mmu-miR-183-5p	ENSMUSG00000041453	3.37
mmu-miR-183-5p	ENSMUSG00000064632	3.46
mmu-miR-183-5p	ENSMUSG00000065371	3.75
mmu-miR-183-5p	ENSMUSG00000102037	3.94
mmu-miR-184-3p	ENSMUSG00000029203	7.42
mmu-miR-184-3p	ENSMUSG00000030978	3.91
mmu-miR-184-3p	ENSMUSG00000036587	2.92
mmu-miR-184-3p	ENSMUSG00000046354	4.75
mmu-miR-184-3p	ENSMUSG00000049717	2.31
mmu-miR-184-3p	ENSMUSG00000052310	2.61
mmu-miR-184-3p	ENSMUSG00000064818	1.55
mmu-miR-184-3p	ENSMUSG00000067614	6.27
mmu-miR-184-3p	ENSMUSG00000069998	7.57
mmu-miR-184-5p	ENSMUSG00000005950	6.65
mmu-miR-184-5p	ENSMUSG00000022667	6.77
mmu-miR-184-5p	ENSMUSG00000028088	6.62
mmu-miR-184-5p	ENSMUSG00000048230	6.77
mmu-miR-184-5p	ENSMUSG00000058254	7.81
mmu-miR-184-5p	ENSMUSG00000075137	7.47
mmu-miR-185-3p	ENSMUSG00000022510	6.53
mmu-miR-185-3p	ENSMUSG00000022997	2.75
mmu-miR-185-3p	ENSMUSG00000028234	7.75
mmu-miR-185-3p	ENSMUSG00000035152	4.33
mmu-miR-185-3p	ENSMUSG00000037022	6.99
mmu-miR-185-3p	ENSMUSG00000042104	5.84
mmu-miR-185-3p	ENSMUSG00000047149	4.29
mmu-miR-185-3p	ENSMUSG00000050128	5.36
mmu-miR-185-3p	ENSMUSG00000061353	3.51
mmu-miR-185-3p	ENSMUSG00000065869	2.01
mmu-miR-185-3p	ENSMUSG00000074892	5.17
mmu-miR-185-5p	ENSMUSG00000014245	7.09
mmu-miR-185-5p	ENSMUSG00000020794	7.13
mmu-miR-185-5p	ENSMUSG00000030706	6.62
mmu-miR-185-5p	ENSMUSG00000030806	4.82
mmu-miR-185-5p	ENSMUSG00000035575	3.25
mmu-miR-185-5p	ENSMUSG00000035769	6.91
mmu-miR-185-5p	ENSMUSG00000065620	5.93
mmu-miR-185-5p	ENSMUSG00000066516	1.90
mmu-miR-186-3p	ENSMUSG00000022262	3.76
mmu-miR-186-3p	ENSMUSG00000030619	2.65
mmu-miR-186-3p	ENSMUSG00000030972	7.60
mmu-miR-186-3p	ENSMUSG00000044560	7.66
mmu-miR-186-3p	ENSMUSG00000050788	3.15
mmu-miR-186-3p	ENSMUSG00000053483	5.67
mmu-miR-186-5p	ENSMUSG00000017718	1.53
mmu-miR-186-5p	ENSMUSG00000022489	7.59
mmu-miR-186-5p	ENSMUSG00000030166	4.33
mmu-miR-186-5p	ENSMUSG00000032563	4.19
mmu-miR-186-5p	ENSMUSG00000040374	7.36
mmu-miR-186-5p	ENSMUSG00000045282	4.79
mmu-miR-186-5p	ENSMUSG00000057337	4.49
mmu-miR-186-5p	ENSMUSG00000057425	5.29
mmu-miR-186-5p	ENSMUSG00000061126	6.63
mmu-miR-186-5p	ENSMUSG00000062997	4.05
mmu-miR-187-3p	ENSMUSG00000001566	7.52
mmu-miR-187-3p	ENSMUSG00000023967	2.89
mmu-miR-187-3p	ENSMUSG00000028430	7.16
mmu-miR-187-3p	ENSMUSG00000030423	4.00
mmu-miR-187-3p	ENSMUSG00000040415	6.76
mmu-miR-187-3p	ENSMUSG00000048439	3.80
mmu-miR-187-3p	ENSMUSG00000056880	4.51
mmu-miR-187-3p	ENSMUSG00000057050	4.79
mmu-miR-187-3p	ENSMUSG00000067702	2.91
mmu-miR-187-3p	ENSMUSG00000088149	2.20
mmu-miR-187-5p	ENSMUSG00000022623	6.77
mmu-miR-187-5p	ENSMUSG00000037348	6.11
mmu-miR-187-5p	ENSMUSG00000044337	3.36
mmu-miR-187-5p	ENSMUSG00000060477	4.74
mmu-miR-187-5p	ENSMUSG00000094764	2.01
mmu-miR-188-3p	ENSMUSG00000020108	2.79
mmu-miR-188-3p	ENSMUSG00000022292	7.34
mmu-miR-188-3p	ENSMUSG00000027952	3.57
mmu-miR-188-3p	ENSMUSG00000030283	6.07
mmu-miR-188-3p	ENSMUSG00000036438	5.61
mmu-miR-188-3p	ENSMUSG00000037601	5.55
mmu-miR-188-3p	ENSMUSG00000037610	3.86
mmu-miR-188-3p	ENSMUSG00000061984	2.59
mmu-miR-188-3p	ENSMUSG00000074698	6.68
mmu-miR-188-3p	ENSMUSG00000098539	3.55
mmu-miR-188-3p	ENSMUSG00000119745	7.97
mmu-miR-188-5p	ENSMUSG00000010064	3.54
mmu-miR-188-5p	ENSMUSG00000027078	6.96
mmu-miR-188-5p	ENSMUSG00000030677	6.56
mmu-miR-188-5p	ENSMUSG00000031492	6.97
mmu-miR-188-5p	ENSMUSG00000042284	2.79
mmu-miR-188-5p	ENSMUSG00000042410	7.14
mmu-miR-188-5p	ENSMUSG00000055817	3.54
mmu-miR-189-3p	ENSMUSG00000021710	1.78
mmu-miR-189-3p	ENSMUSG00000022314	3.05
mmu-miR-189-3p	ENSMUSG00000022986	7.52
mmu-miR-189-3p	ENSMUSG00000025791	6.30
mmu-miR-189-3p	ENSMUSG00000031902	5.66
mmu-miR-189-3p	ENSMUSG00000032852	7.87
mmu-miR-189-3p	ENSMUSG00000042284	1.79
mmu-miR-189-3p	ENSMUSG00000057037	2.80
mmu-miR-189-3p	ENSMUSG00000061099	3.18
mmu-miR-189-3p	ENSMUSG00000065534	3.18
mmu-miR-189-5p	ENSMUSG00000028427	3.46
mmu-miR-189-5p	ENSMUSG00000054892	1.53
mmu-miR-189-5p	ENSMUSG00000056643	2.22
mmu-miR-189-5p	ENSMUSG00000074930	6.84
mmu-miR-190-3p	ENSMUSG00000025060	7.81
mmu-miR-190-3p	ENSMUSG00000044824	1.91
mmu-miR-190-3p	ENSMUSG00000060477	1.87
mmu-miR-190-3p	ENSMUSG00000065111	4.08
mmu-miR-190-3p	ENSMUSG00000066324	4.58
mmu-miR-190-3p	ENSMUSG00000066551	4.45
mmu-miR-190-3p	ENSMUSG00000095586	5.65
mmu-miR-190-5p	ENSMUSG00000016756	5.74
mmu-miR-190-5p	ENSMUSG00000019942	2.70
mmu-miR-190-5p	ENSMUSG00000022757	7.87
mmu-miR-190-5p	ENSMUSG00000039419	2.75
mmu-miR-190-5p	ENSMUSG00000039449	6.58
mmu-miR-190-5p	ENSMUSG00000043286	4.91
mmu-miR-190-5p	ENSMUSG00000046334	6.38
mmu-miR-190-5p	ENSMUSG00000055866	7.84
mmu-miR-190-5p	ENSMUSG00000057037	7.19
mmu-miR-190-5p	ENSMUSG00000096289	6.04
mmu-miR-190-5p	ENSMUSG00000119074	3.02
mmu-miR-191-3p	ENSMUSG00000002308	5.32
mmu-miR-191-3p	ENSMUSG00000024799	7.94
mmu-miR-191-3p	ENSMUSG00000029471	2.21
mmu-miR-191-3p	ENSMUSG00000042284	6.94
mmu-miR-191-3p	ENSMUSG00000073876	3.01
mmu-miR-191-3p	ENSMUSG00000079469	2.89
mmu-miR-191-5p	ENSMUSG00000022672	7.21
mmu-miR-191-5p	ENSMUSG00000041954	6.56
mmu-miR-191-5p	ENSMUSG00000043715	4.75
