RegulatorID	Batch_1_Ctr_0H	Batch_2_Ctr_0H	Batch_4_Ctr_0H	Batch_1_Ctr_2H	Batch_3_Ctr_2H	Batch_4_Ctr_2H	Batch_1_Ctr_6H	Batch_3_Ctr_6H	Batch_4_Ctr_6H	Batch_1_Ctr_12H	Batch_3_Ctr_12H	Batch_4_Ctr_12H	Batch_1_Ctr_18H	Batch_3_Ctr_18H	Batch_4_Ctr_18H	Batch_1_Ctr_24H	Batch_3_Ctr_24H	Batch_4_Ctr_24H	Batch_1_Ik_0H	Batch_2_Ik_0H	Batch_4_Ik_0H	Batch_1_Ik_2H	Batch_3_Ik_2H	Batch_4_Ik_2H	Batch_1_Ik_6H	Batch_3_Ik_6H	Batch_4_Ik_6H	Batch_1_Ik_12H	Batch_3_Ik_12H	Batch_4_Ik_12H	Batch_1_Ik_18H	Batch_3_Ik_18H	Batch_4_Ik_18H	Batch_1_Ik_24H	Batch_3_Ik_24H	Batch_4_Ik_24H
Irf4	9.461988	9.335520	10.061165	9.280736	9.744572	8.226396	8.909614	9.446576	8.708728	8.925414	9.592507	8.333278	8.820059	9.252863	8.053415	9.038774	9.025654	7.642138	9.036746	9.152584	9.083086	4.510725	3.865548	3.827974	4.561359	4.178680	4.630492	6.061032	5.671619	5.768661	7.448979	6.794762	7.498532	9.057560	8.635365	8.331797
Irf7	6.319961	6.827678	6.508512	7.013678	6.405803	7.595918	4.677053	6.993722	6.711404	6.542173	6.101650	6.927146	6.648776	6.819245	7.253576	6.697362	6.540052	7.415588	6.404444	6.487821	5.337569	7.509660	7.374921	8.031145	7.839326	7.232770	8.343211	8.813015	8.197606	9.146644	9.661150	9.242388	8.905445	9.826825	9.510633	9.830418
Irf8	13.992032	14.033478	13.747774	13.887693	13.908098	14.108079	13.667865	13.916664	14.073372	14.032789	14.037423	14.048093	13.930651	14.102186	14.164053	13.926630	13.961128	13.790432	13.817752	13.950204	13.592029	14.228788	14.015394	14.116503	14.182933	14.129903	14.287325	13.768405	13.493217	13.359608	13.439086	13.287327	13.380699	12.954330	13.171909	12.923657
Irf9	10.593264	10.661020	10.475359	10.356375	10.453134	10.889992	10.649560	10.667125	11.085205	10.432782	10.457993	10.687021	10.576849	10.676056	10.735462	10.601082	10.542055	10.995877	10.149050	10.418820	10.418748	10.572055	10.668821	10.990534	10.575894	10.882379	11.061023	10.746092	10.613991	10.459269	11.029793	10.959702	11.017967	11.184809	11.322295	11.378331
Jarid2	11.416615	11.441390	11.200151	11.456212	11.419229	11.302741	11.134556	11.385670	11.079118	11.377884	11.493714	11.433139	11.385394	11.502747	11.308815	11.379814	11.247191	11.094753	11.717499	11.767719	11.323631	11.512572	11.454612	11.488873	11.327445	11.488640	11.657490	11.842835	11.778862	11.493661	12.384603	12.203296	12.206844	12.686878	12.540502	12.631443
Jdp2	7.716605	7.550199	7.426022	7.029834	7.480083	7.826748	7.514310	7.396541	7.521166	7.690140	7.838769	7.575375	8.039584	8.040204	7.896804	7.984238	7.698376	7.494641	9.080858	9.483167	9.036673	7.660057	7.466779	7.692462	6.911036	6.962722	8.066243	6.461920	6.333598	5.723345	6.540162	5.996431	6.251716	5.756972	5.979805	5.007101
Jun	10.426113	9.660701	10.404486	11.255075	10.467057	10.056326	10.581650	10.066363	9.752570	10.479147	12.180383	9.555664	12.265006	12.378710	11.245571	12.751691	12.526567	11.616836	10.869435	11.202395	11.292539	11.240992	9.945846	10.251836	11.625900	10.648969	10.948049	13.769567	13.800426	11.420880	13.918711	13.825076	12.563673	13.830499	14.068990	13.006575
Junb	14.800255	14.672888	14.836770	15.015308	14.825389	14.824797	14.683457	14.993212	14.604967	14.896844	14.875933	14.887247	14.815512	14.896708	14.607214	14.853697	14.861312	14.918210	14.199029	14.073560	14.073190	13.923734	13.952978	13.754389	14.330138	14.676422	14.514514	14.022389	14.246461	13.898073	13.712279	14.154538	13.875607	14.568510	14.559537	14.533442
Jund	14.848272	14.662487	14.627141	14.965937	14.741624	15.013679	14.425807	14.670887	14.695703	14.773200	15.159293	14.896354	15.130920	15.382910	15.064365	15.214190	15.265514	14.783687	13.852503	14.028579	13.481669	14.493486	14.297730	14.188437	14.575933	14.630684	14.644665	15.767617	15.623316	15.036333	16.219514	16.132699	15.697079	16.754901	16.702193	16.212775
Kat2b	11.354469	11.148660	11.276208	11.217491	11.181180	11.238832	10.552203	10.887735	11.009375	11.174660	10.801433	10.837653	11.169026	11.069170	10.573748	11.118887	10.813978	11.080055	11.426110	11.459588	11.397790	10.670902	10.865790	10.742227	11.094861	10.810521	10.708825	11.524259	11.333321	11.662018	11.965622	12.034432	12.035920	12.316585	12.278293	12.265453
Kat5	12.795382	12.703762	12.881651	12.702287	12.892046	12.742827	12.588012	12.645172	12.422291	12.853892	12.817170	12.603957	12.952347	13.033326	12.372991	12.665966	12.770835	12.171331	12.820643	13.100325	12.986484	13.271309	12.830259	12.406099	13.220915	12.912272	12.703269	13.109221	13.180975	12.392123	13.482509	13.660732	13.698073	13.570740	13.466538	13.672721
Keap1	13.965513	13.913813	14.011825	13.842090	13.973092	13.788244	13.980457	14.066837	13.932239	13.879419	13.944686	13.849206	13.934770	13.899685	13.828446	13.992535	13.862334	13.920559	14.091810	13.991833	14.078382	13.961728	13.922900	13.943644	14.106920	14.193305	14.118243	14.111006	14.062659	14.117647	13.852569	13.913344	13.998541	13.806891	13.673234	13.837194
Khdrbs1	15.312795	15.273474	15.243679	15.628196	15.393999	15.053516	15.402509	15.200225	15.244664	15.368778	15.359740	15.218224	15.140802	14.935439	15.308001	15.324712	15.242259	15.564477	15.378318	14.995589	15.152897	14.961528	15.249648	15.097859	15.294890	15.287018	15.016370	15.321131	15.141538	15.717198	15.495001	15.412821	15.458302	15.280679	15.459977	15.293392
Klf1	8.001523	7.877060	8.151611	8.297827	7.664286	7.897453	7.859379	8.540976	8.075657	7.929426	7.627415	7.687917	8.295891	7.865824	7.082694	8.268536	7.417449	8.049313	7.614495	8.230988	7.972814	7.293698	7.637762	7.620835	7.713199	7.691383	6.067912	7.978661	8.603494	8.202498	8.437308	8.294601	7.703944	7.970674	8.038389	8.455269
Klf10	11.099888	10.865169	10.962264	10.582257	10.896986	10.539577	10.675276	10.644694	10.439897	11.119399	10.887247	10.727034	10.941434	10.887614	10.506705	10.748271	11.031102	10.996144	10.655982	10.692751	10.780838	10.733748	10.546167	10.036440	10.903318	10.876600	10.379045	10.149126	10.364520	9.831512	10.003647	10.277495	10.223078	10.003475	10.232143	9.972294
Klf2	8.773529	7.872687	8.019652	8.778740	7.921193	7.587394	7.491895	6.817259	7.069857	8.860135	9.347202	7.258233	9.901103	9.247023	7.959389	10.803331	10.165624	10.061959	7.921924	8.226348	7.732480	7.307529	7.843662	6.119317	8.449221	7.276155	8.707292	10.124308	10.163043	9.520065	11.381714	11.457321	10.001005	11.053459	10.666983	10.010308
Klf6	10.682646	10.357270	10.501151	10.588055	10.451858	10.444312	11.008301	10.434204	9.839811	10.432909	10.979929	10.163308	11.325414	11.212417	10.705251	11.408948	11.134874	10.708153	10.903395	10.832873	10.366378	11.008338	10.907011	10.827029	11.475356	10.853306	11.080212	12.970246	12.950961	11.906972	13.845399	13.399489	13.019943	14.069741	13.968085	13.375017
Klf9	12.102977	11.944617	11.959139	11.956557	12.016146	11.836787	11.793288	11.784964	11.430153	12.003715	12.100556	11.923564	12.133548	11.953246	11.932705	12.103481	11.986352	12.280589	11.889717	11.763022	11.760076	11.794060	11.901251	11.797332	11.835364	11.670692	11.376832	11.686081	12.020319	11.757393	11.982258	11.787757	11.633735	12.044940	12.399865	12.058172
Kpna2	14.696956	14.700459	15.055340	14.817050	14.933961	13.893606	14.635878	14.551846	13.756278	14.872152	14.799515	14.140554	14.898049	14.615842	14.008353	14.790264	14.802280	14.486754	14.790029	14.633590	14.911475	14.681524	14.381083	13.796468	14.894651	14.543375	14.529742	14.584451	14.559880	14.049045	14.657135	14.747767	14.480648	14.437241	14.020452	14.256051
Ldb1	15.107017	15.056511	15.023359	14.873687	15.125112	15.021665	14.924997	15.136093	15.107470	14.996107	15.071381	15.100158	14.980516	15.121184	15.037681	14.955310	15.158590	15.134598	14.762926	14.942785	14.842007	15.000004	14.928976	14.855976	14.807814	14.809768	14.814340	14.640324	14.832060	14.679990	14.717185	14.678865	14.744802	14.717188	14.863949	14.895957
Lef1	14.773093	14.727465	15.140960	14.900017	14.516014	13.657713	14.506465	14.168781	13.732088	14.955891	14.500922	14.074991	14.776207	14.189186	13.731266	14.670448	14.415780	14.147278	14.237364	14.165816	14.525702	12.793525	12.568507	12.031084	12.863129	12.142648	11.692146	12.626588	12.949285	12.609515	12.856527	12.862615	12.598060	12.714781	12.973361	13.064805
Lhx2	12.583514	12.759454	12.734566	12.580084	12.571811	12.101249	12.464027	12.324356	11.902940	12.902950	12.755114	12.594269	12.622064	12.394371	12.633540	12.817313	12.636683	12.957177	12.818479	12.499490	12.894871	11.988100	11.837794	12.173271	12.881949	12.633456	12.373729	12.532759	12.796238	12.719928	12.142329	12.218644	12.002067	11.154471	11.641457	11.513037
Litaf	11.894886	11.741467	11.491297	11.663051	11.723461	11.483440	12.069536	11.514861	11.385210	11.833500	11.756507	11.529686	11.775008	11.425035	11.481687	11.901580	11.665210	11.768133	12.176747	11.888113	11.825103	11.205062	11.576364	11.425822	11.197844	10.971797	10.612244	11.434341	11.460319	11.613666	11.738720	11.382960	11.257228	11.637390	11.322835	11.174692
Lmo2	10.441940	10.410868	10.285309	10.627405	10.617053	10.529171	10.825623	10.733887	10.690110	10.246320	10.377562	10.557325	10.325373	10.497496	10.840422	10.584178	10.511985	10.427982	11.488200	11.387540	11.143611	10.414051	10.525141	11.023190	9.060127	9.455858	9.677750	9.409924	9.372182	9.755551	8.483073	8.546724	8.967367	7.912920	7.929587	8.155133
Mafg	13.313415	13.354037	13.452869	13.010664	13.248841	13.159464	13.020972	13.149608	13.198614	13.203323	13.059695	13.179662	13.256922	13.122376	12.941769	13.203351	13.194249	13.225599	13.382441	13.450918	13.584604	13.255485	13.380967	13.088243	13.221220	13.372039	13.361090	12.942183	13.082732	13.248941	12.627748	12.672804	12.710319	12.620839	12.576121	12.487038
Mafk	12.837010	12.673178	13.035685	13.158785	12.999498	12.483277	12.735573	12.543993	11.970220	12.946523	12.796906	12.431024	13.023362	12.762392	12.215783	12.876846	12.806931	12.459373	12.320554	12.253939	12.636474	12.457206	12.262416	11.818516	12.587310	12.280098	11.660333	13.044054	13.116223	12.746448	13.491816	13.661884	13.514256	13.810089	13.646258	13.483773
Map3k7	12.523931	12.530417	12.684722	12.626939	12.557119	12.517164	12.747266	12.652915	12.704734	12.622305	12.527285	12.699785	12.603043	12.579768	12.482732	12.602294	12.640383	12.941830	12.612969	12.521888	12.629060	12.612532	12.716738	12.700953	12.577133	12.639506	12.804089	12.752331	12.705599	12.488328	12.499881	12.479497	12.530576	12.392774	12.549346	12.524366
Mapk1	14.937070	14.946513	15.028329	14.941745	14.905700	14.480532	14.825736	14.786495	14.453488	15.010843	14.935096	14.771930	14.929694	14.768625	14.750136	14.807200	15.032178	14.932000	14.930058	14.784130	14.862651	14.839121	14.783877	14.455432	15.115807	14.859563	14.659424	14.921209	14.994393	14.928665	14.856203	14.823363	14.701982	14.780537	14.689472	14.706229
Mapk14	13.960755	14.006119	13.965095	13.949266	13.909292	13.647693	14.030692	13.845316	13.746399	14.051941	13.958294	13.841463	14.012328	13.827551	13.865940	13.817064	13.973739	13.971894	14.091474	14.028852	14.044169	13.634464	13.811027	13.444204	13.456549	13.460628	13.077328	13.244606	13.261259	13.134427	12.977184	13.078551	12.982995	12.948485	13.032169	12.938934
Max	14.655181	14.668810	14.823710	14.593452	14.721303	14.082894	14.485436	14.392134	14.104130	14.711765	14.606000	14.311129	14.630611	14.394606	14.023617	14.502800	14.713574	14.369193	14.648454	14.639694	14.800529	14.381387	14.391849	13.796106	14.499745	14.179891	14.032247	14.515389	14.786523	14.697715	14.706794	14.705768	14.641322	14.729367	14.852947	14.935847
Maz	16.609000	16.580763	16.597138	16.433680	16.504391	16.033491	16.181571	16.279112	16.050354	16.745849	16.433137	16.274971	16.644552	16.485456	15.784558	16.473168	16.510786	16.068918	16.644798	16.697997	16.699574	16.688260	16.609562	16.049735	17.036044	16.798792	16.616795	16.984762	16.873464	16.937841	17.160498	17.273652	17.253289	17.537396	17.217879	17.304245
Mbd3	14.038924	14.077133	13.946055	13.823218	13.977887	14.080965	13.827815	14.034023	14.087580	13.932062	14.014432	14.059841	13.948412	14.083582	14.121241	13.897349	14.003011	13.911092	13.907269	14.072580	13.951291	14.089879	14.001361	14.179813	13.886911	14.053082	14.070443	13.980935	13.916988	13.931367	13.707313	13.796771	13.955962	13.679292	13.633068	13.694814
Mcm6	16.085750	16.066747	16.247144	16.289340	16.117236	15.740171	15.832824	15.930070	15.689501	16.347486	16.143994	15.954789	16.227905	16.112965	15.735268	16.121338	16.097303	15.822793	16.165334	16.115953	16.172150	16.065540	16.012678	15.528585	16.255188	16.020613	15.880317	16.105040	16.128436	15.862143	15.823218	15.898284	15.798287	15.287490	15.290810	15.235518
Mecp2	12.746053	12.669227	12.619780	12.685540	12.663964	12.729544	12.679675	12.733533	12.649999	12.694152	12.714182	12.804383	12.662334	12.611765	12.707594	12.554985	12.499960	12.506914	12.759028	12.696702	12.622111	12.510464	12.474794	12.354456	12.637955	12.731489	12.694850	12.499142	12.658429	12.562893	12.752369	12.747559	12.689574	12.930383	12.942209	12.852132
Med1	13.211573	13.170175	13.423201	13.499675	13.224017	12.850895	13.170482	13.147755	12.866890	13.349118	13.418543	13.190936	13.427200	13.387370	13.121471	13.105197	13.231635	12.892637	13.237303	13.316370	13.266235	13.089019	12.923093	12.650750	13.084371	12.846713	12.693623	12.698116	12.747421	12.381074	12.546987	12.794917	12.654265	12.671454	12.835136	12.663921
Med23	12.047925	11.905523	12.170704	12.125342	12.068306	12.024107	12.110991	12.084383	12.170677	12.066263	12.075384	12.023567	12.093512	12.027162	11.727880	12.161667	12.001752	12.174206	12.051017	12.014035	12.203541	11.959156	12.054832	12.055734	12.010945	11.894898	11.675461	12.101791	12.102018	12.086548	12.209311	12.263127	12.196734	12.244264	12.175396	12.216197
Mef2a	11.828107	11.920209	11.965557	11.766390	11.956340	11.316216	12.005637	11.523693	11.364729	12.083124	11.953759	11.556909	11.796974	11.663390	11.271191	12.106184	11.962039	12.015961	12.028870	11.776049	12.192799	11.823762	11.864855	11.651585	12.346576	12.282322	11.923214	12.061965	12.152888	12.124093	12.350787	12.466076	12.308406	12.648901	12.569534	12.569534
Mef2c	14.676355	14.610661	14.250482	14.567963	14.648791	14.602352	14.888032	14.604802	14.459704	14.541272	14.423663	14.477759	14.494898	14.279459	14.701337	14.561812	14.502931	14.913959	15.143851	14.955500	14.812578	14.881648	15.146071	15.230028	15.064372	15.170489	14.989640	15.339685	15.462012	15.397513	15.342974	15.155603	15.049650	15.099495	15.106936	14.947743
Mef2d	15.433663	15.318503	15.590828	15.527788	15.504525	14.841403	15.348395	15.217903	14.723505	15.590063	15.381076	15.013096	15.428220	15.137765	14.830025	15.338669	15.458828	15.217869	15.062318	14.912860	15.195771	15.258369	15.183766	14.548598	15.751596	15.320116	15.135239	15.640927	15.909952	15.828347	16.050141	16.122671	15.992510	15.963025	15.990556	15.805489
Men1	13.695919	13.811665	13.568681	13.167639	13.493440	13.364861	13.356456	13.408972	13.486018	13.523183	13.390661	13.445152	13.427460	13.463421	13.345517	13.501742	13.560349	13.489883	13.795277	13.927395	13.641737	13.624472	13.629195	13.423358	13.601088	13.444928	13.367982	13.651986	13.582110	13.500225	13.256699	13.255882	13.265901	13.185122	13.049694	13.225587
Mitf	5.360624	5.601899	6.065629	5.024985	4.429168	4.691931	5.619487	6.482285	6.249477	5.915637	5.091227	5.706402	6.127835	6.059825	6.109011	5.914815	5.891345	7.793135	5.464892	4.032867	5.415649	4.567556	4.170683	5.618527	3.271757	4.096622	4.639861	4.299110	3.650777	5.373664	3.001571	4.304341	3.503839	4.738394	3.521547	3.307568
Mmp9	4.819082	4.319447	5.085541	5.354504	4.937770	5.401639	5.711760	4.235546	5.150810	4.678771	5.456371	5.774890	4.601076	4.312725	5.810132	5.548155	5.044478	6.798966	4.278975	3.498106	3.584894	3.413433	3.953026	4.144109	4.589746	4.339297	6.204587	4.436870	3.409392	4.480462	4.438494	3.722650	5.079961	4.583411	4.176321	3.203516
Mnt	12.992136	12.927814	13.222089	13.055225	13.154649	12.225682	12.985400	12.699572	12.015923	13.213387	12.870876	12.429667	13.140312	12.622601	12.180404	13.119766	12.978352	12.763748	12.885116	12.616480	13.049436	12.703534	12.516104	11.866421	13.418826	12.819353	12.487474	13.090134	13.442116	13.244211	13.324722	13.387840	13.081148	13.534365	13.242165	13.316661
Mta1	14.636897	14.613622	14.512523	14.273275	14.572839	14.427286	14.317667	14.615286	14.459281	14.483367	14.633274	14.527910	14.514093	14.686411	14.511766	14.503957	14.691450	14.650119	14.819474	14.992127	14.902261	14.988970	14.969395	14.959088	14.924318	14.925689	14.629010	14.921374	15.133487	14.886140	14.728321	14.878000	14.857194	14.604852	14.734376	14.720427
Mtf1	10.887768	10.899584	10.934688	10.577715	10.879336	11.222616	10.869167	10.855891	10.936092	10.748366	10.872569	10.961784	10.670862	10.764115	11.067814	10.707833	10.642322	11.217646	10.608713	10.594186	10.786669	10.718829	10.881388	11.188353	10.648577	10.760900	10.641835	10.429748	10.724846	10.729938	10.181657	10.350754	10.100926	10.237797	10.132437	10.249794
Mtf2	12.285775	12.411924	12.389483	12.333542	12.252394	12.839189	12.727314	12.564089	13.029316	12.267794	12.309444	12.776148	12.204588	12.373668	12.798613	12.354110	12.270259	12.279040	12.169594	12.117082	12.099609	12.078590	12.188488	12.693068	11.889086	12.051237	12.416560	12.384265	12.082233	12.841981	12.112513	12.190147	12.483586	12.041695	12.078106	12.118241
Mxd1	10.034742	9.851440	9.917032	10.019077	10.114855	9.566187	10.047968	9.836981	9.614706	9.547606	9.498916	9.136718	10.001553	9.692787	9.752319	10.082245	9.851892	9.765030	10.037725	10.020578	9.614787	9.917875	9.926129	9.753724	9.972784	9.537702	10.218668	10.686126	10.627793	10.839361	11.252290	11.036515	11.200222	11.418605	11.114633	11.322882
Mxi1	11.497985	11.394669	11.272883	10.984770	11.197069	11.137685	11.082591	11.450512	11.537555	11.191593	11.372417	11.201819	11.240934	11.329238	11.331127	11.286866	11.375510	11.192588	11.449128	11.586577	11.079983	11.638719	11.514774	11.292375	11.869628	11.917575	12.169737	11.715814	11.704707	11.880479	11.827156	11.688172	11.763477	11.807621	11.610345	11.949559
Myb	15.846727	15.603426	15.910503	16.117316	15.942876	15.507208	15.446410	15.384991	15.209034	15.467653	15.093587	14.831819	15.441101	15.167764	14.784926	15.279605	15.192896	14.922900	15.714500	15.797594	15.853877	15.476583	15.420653	15.061807	15.133475	14.834886	14.937506	15.312246	15.274921	15.320147	16.873903	16.805810	16.983606	17.345936	17.441733	17.279227
Mybbp1a	15.700988	15.698186	16.113363	15.942679	15.846873	15.675638	15.266135	15.760785	15.684290	15.812767	15.952816	15.839761	15.930223	16.228350	15.652661	15.716502	15.784193	15.423775	15.710357	16.026694	16.090928	16.087551	15.707117	15.658286	15.346425	15.392648	15.395671	14.893078	14.952562	14.513810	14.074636	14.479981	14.394603	13.679165	14.025785	13.969456
Mybl1	9.607764	9.498514	10.079044	9.239835	9.658753	10.550252	8.433748	9.436650	9.206162	9.727971	9.618216	9.745376	9.751817	9.991523	9.645810	9.545756	9.725310	9.970016	9.498295	10.452300	9.901380	10.695031	10.210849	10.145188	9.840585	9.784713	10.660060	9.481331	9.640385	7.727411	9.946246	9.852082	9.952736	9.616235	9.284162	9.856581
Mybl2	14.629708	14.717593	14.864797	14.719612	14.679025	14.632108	14.515941	14.719776	14.677458	14.804446	14.817007	14.808991	14.789951	14.817502	14.685515	14.648453	14.752264	14.640091	14.508292	14.647998	14.787067	14.341261	14.200600	14.204039	14.060066	13.920304	13.967729	13.787787	13.901964	13.801224	13.329641	13.442372	13.388551	12.634770	12.960931	12.723803
Myc	16.410257	16.375444	16.637163	16.287580	16.665225	16.158999	15.665750	16.236711	16.077172	16.375868	16.131432	16.182722	16.113179	16.128046	15.872152	15.981347	16.094231	15.960097	16.296872	16.473690	16.438957	14.693328	14.900188	14.636784	14.764620	14.742057	14.708806	14.055413	14.229361	14.568105	13.451079	13.660601	14.051825	13.222911	13.832164	13.410865
Mycn	11.822920	12.186057	12.503418	11.303552	12.396604	12.220693	10.884112	12.491871	12.245403	11.348280	12.311345	12.086425	11.183391	12.176239	11.908228	11.062508	12.126163	12.138797	7.309479	7.750950	7.555516	8.936312	9.490543	8.509222	8.370274	9.257212	7.656495	7.863963	8.937455	8.185688	7.644127	8.923284	7.438315	8.378334	9.157996	7.168414
Nab1	12.721778	12.703152	12.593279	12.711382	12.652731	12.713511	12.751917	12.850785	12.814077	12.807363	12.894499	12.957103	12.899722	13.017239	12.752885	12.828411	12.899563	12.736542	12.751281	12.977463	12.994055	12.770692	12.818939	12.954285	12.452740	12.620076	12.685999	12.331048	12.408062	12.472420	12.145436	12.374960	12.422128	12.127787	12.378599	12.406581
Nab2	10.606868	10.552835	10.733915	10.428109	10.535503	10.803327	10.202548	10.357344	10.522534	10.847489	10.813253	11.284439	10.614695	10.803175	10.608485	11.088823	10.804558	11.302731	9.633079	9.772410	9.930239	10.007260	10.153163	10.101914	10.294098	10.112424	10.127316	8.435425	9.379468	9.254248	8.592507	8.281291	8.405935	8.028960	8.474562	8.463850
Ncoa1	12.251761	12.150866	12.066365	12.229940	12.241552	12.583434	12.730110	12.303470	12.565220	12.369628	12.278924	12.337497	12.247184	12.095222	12.488017	12.230633	12.178826	12.206431	12.259523	12.150960	12.422592	12.475201	12.693837	12.802866	12.775160	12.749941	12.667592	12.800746	13.113858	13.254182	12.884644	12.820691	12.747536	13.186440	13.513172	13.110997
Ncoa2	12.006584	11.738549	12.128731	11.931105	11.967699	11.276483	11.222664	11.557149	10.918278	12.102998	11.810060	11.376568	11.907945	11.647322	10.926297	11.854580	11.753980	11.311864	11.956527	11.876398	12.197820	11.933472	11.806043	11.116763	12.241803	11.929977	11.533886	11.900955	12.227304	12.122184	12.629562	12.610990	12.600480	12.800715	12.607223	12.752023
Ncoa3	13.046452	12.963452	13.054540	12.798451	13.015976	12.554237	12.778938	12.878714	12.462265	13.051048	13.021063	12.770987	12.937472	12.782506	12.626492	12.962770	13.038287	13.065198	13.395478	13.170936	13.253270	12.868325	13.021332	12.611251	13.365298	13.029718	12.867908	13.477758	13.567874	13.716571	13.976713	13.795094	14.011502	14.138537	13.771855	14.072163
Ncoa5	13.327444	13.465646	13.217345	12.990277	13.269911	13.345716	13.637441	13.285168	13.495668	13.268276	13.204169	13.305507	13.064862	13.061537	13.415893	13.353027	13.319415	13.639165	13.314064	13.078802	13.128878	13.122257	13.431578	13.661579	13.130951	13.134585	12.928308	13.422702	13.293660	13.550963	13.414134	13.341966	13.379797	13.527018	13.541432	13.393758
Ncoa6	12.523935	12.620775	12.750205	12.626677	12.713442	12.413956	12.614328	12.482454	12.073565	12.721988	12.647082	12.170967	12.631152	12.507016	12.112801	12.634539	12.572848	12.524624	12.763384	12.563508	12.890395	12.831430	12.774536	12.676936	13.041835	12.584047	12.853312	12.761088	12.840541	12.778174	12.917672	12.909632	12.768469	13.185081	12.941754	12.938618
Ncor1	14.417289	14.450502	14.494411	14.369457	14.497200	14.465772	14.522679	14.509551	14.544852	14.413379	14.517292	14.431647	14.385284	14.382657	14.423687	14.421347	14.380902	14.356601	14.365924	14.351779	14.356100	14.323213	14.355442	14.514980	14.319683	14.216336	14.330658	14.272842	14.179345	14.323032	13.963658	13.959033	13.882173	14.137355	14.111353	14.005928
Ncor2	7.683748	7.651613	8.203747	7.782693	8.104122	7.648410	8.143743	7.520107	7.409764	7.474797	7.455571	6.952650	7.959637	7.579444	7.362615	7.480560	7.552168	7.207707	10.388331	10.438941	10.995176	10.462968	10.419788	9.733244	10.518316	10.150880	9.547142	10.134189	10.649071	9.902889	9.392372	9.767184	9.162826	9.205256	9.302752	8.861896
Nf1	11.428592	11.429770	11.399879	11.191732	11.388627	11.379549	11.349134	11.419599	11.555960	11.510476	11.559459	11.473154	11.514506	11.540298	11.572064	11.483412	11.425960	11.491099	11.741238	11.721993	11.780163	11.309573	11.340759	11.244849	11.226181	10.848028	10.888331	10.829406	11.265407	11.281486	10.969424	10.891194	10.834815	11.201756	11.450407	11.236379
Nfat5	11.614534	11.585281	11.616425	11.355292	11.449026	11.001926	11.580676	11.470454	10.980761	11.677384	11.556755	11.385115	11.552049	11.178742	11.152014	11.514870	11.514784	11.377982	11.330293	11.375802	11.316022	11.038326	11.213346	10.891254	10.871084	10.676959	10.199893	10.782841	11.235075	11.132634	10.950648	11.015570	10.787258	11.196790	11.314108	11.073546
Nfatc1	12.261510	12.060094	12.440465	12.140736	12.367697	11.595279	12.325461	11.820977	11.271991	12.339627	12.190522	11.687020	12.281664	11.999052	11.439211	12.092429	12.118116	11.598089	12.443082	12.263970	12.549972	12.287041	12.139353	11.473908	12.897869	12.454022	12.101349	12.813841	13.030443	12.583572	13.267597	13.260451	13.334820	13.610667	13.402431	13.452559
Nfe2	9.995501	10.612839	9.855651	9.336129	9.724708	10.265382	9.721405	10.172014	10.598958	9.935509	9.956717	10.037575	9.642224	9.761428	10.153496	10.539077	10.087634	10.596797	8.996395	9.112681	8.954960	5.819796	6.257247	7.194482	6.140604	6.005830	7.564314	6.213515	6.283735	7.665429	6.872468	6.200163	6.110276	6.980640	7.010030	6.774085
Nfe2l1	12.279755	12.157798	12.504409	12.125456	12.416594	11.774390	12.059260	12.017926	11.755029	12.334074	12.343582	11.886834	12.323675	12.371034	11.974675	12.189162	12.286146	12.082440	12.188920	12.201787	12.411955	12.264832	11.970902	11.687557	11.969469	11.632700	11.598829	11.605684	11.592403	11.298755	11.444751	11.480509	11.628059	11.453946	11.193485	11.470763
Nfe2l2	14.205757	14.132703	14.325040	13.865843	14.224571	14.261507	13.629408	13.913612	14.060592	13.757492	13.527346	13.937457	13.719200	13.912927	13.648747	13.562660	13.445654	13.248674	14.211504	14.403969	14.168194	14.390688	14.363155	14.344869	14.051011	14.036606	14.237144	13.951717	13.705242	13.833607	14.552080	14.325389	14.792052	15.049763	14.787678	15.149161
Nfia	9.791325	9.679642	9.458337	9.785512	9.908267	9.935701	9.747829	9.917061	9.945406	9.599247	9.584450	9.820229	9.584053	9.388409	9.540379	9.474457	9.581678	9.738924	9.983538	9.902683	9.577118	10.390618	10.426057	10.234481	10.601129	10.394783	10.325246	10.838111	10.910526	11.009162	10.865314	10.816888	10.708236	11.026846	11.104662	11.204732
Nfic	11.664322	11.551127	11.692692	11.679756	11.679628	11.353001	11.823522	11.579236	11.139796	11.858296	11.704255	11.624919	11.692026	11.478701	11.179667	11.676161	11.557741	11.653889	12.066111	11.849744	12.028218	12.288486	12.242103	12.099474	12.164642	11.850121	11.580234	11.648058	11.984685	11.629398	11.670308	11.609989	11.365713	11.626192	11.575748	11.680235
Nfil3	8.742409	8.650510	7.914151	7.700290	8.642228	9.542032	8.782204	8.214573	8.346373	7.506755	7.641599	8.376730	8.088891	8.127440	9.022461	8.058261	7.671822	8.370653	8.667841	8.518155	8.043435	8.913183	9.575145	10.025658	9.215473	9.383079	9.242434	8.938002	8.897992	9.305298	8.784531	7.874671	8.936459	8.795019	8.199215	8.585990
