GeneID	Batch_1_Ctr_0H	Batch_2_Ctr_0H	Batch_4_Ctr_0H	Batch_1_Ctr_2H	Batch_3_Ctr_2H	Batch_4_Ctr_2H	Batch_1_Ctr_6H	Batch_3_Ctr_6H	Batch_4_Ctr_6H	Batch_1_Ctr_12H	Batch_3_Ctr_12H	Batch_4_Ctr_12H	Batch_1_Ctr_18H	Batch_3_Ctr_18H	Batch_4_Ctr_18H	Batch_1_Ctr_24H	Batch_3_Ctr_24H	Batch_4_Ctr_24H	Batch_1_Ik_0H	Batch_2_Ik_0H	Batch_4_Ik_0H	Batch_1_Ik_2H	Batch_3_Ik_2H	Batch_4_Ik_2H	Batch_1_Ik_6H	Batch_3_Ik_6H	Batch_4_Ik_6H	Batch_1_Ik_12H	Batch_3_Ik_12H	Batch_4_Ik_12H	Batch_1_Ik_18H	Batch_3_Ik_18H	Batch_4_Ik_18H	Batch_1_Ik_24H	Batch_3_Ik_24H	Batch_4_Ik_24H
ENSMUSG00000032000	11.822085	11.695731	11.540567	11.583281	11.670324	11.955174	11.509049	11.903117	12.054205	11.594312	11.511142	11.685083	11.510359	11.634760	11.358263	11.716331	11.740664	11.927837	11.690491	11.790346	11.676474	11.989410	11.983812	12.103073	12.220036	12.358627	12.487665	12.695598	12.523844	12.708245	12.951380	12.953982	12.928627	13.321302	13.167748	13.391104
ENSMUSG00000032041	10.013509	9.866221	9.786501	10.037483	10.133632	10.148460	9.934658	10.077733	10.311849	9.843605	10.106735	9.815746	10.039024	10.117171	10.406235	10.240919	10.117683	10.401902	9.219750	9.073991	9.268926	9.808674	9.701081	10.047636	9.906745	10.230666	9.419950	9.950072	10.223328	10.688537	9.972500	10.163259	9.790029	9.924166	9.903836	10.132041
ENSMUSG00000032113	12.848795	12.965956	13.055097	13.120114	12.905176	13.086510	12.956283	13.006249	13.396026	13.045465	13.028137	13.136530	13.142543	13.332799	12.999069	13.187077	13.146283	13.020429	12.804506	12.864479	12.945497	13.220379	13.114989	13.214517	12.823540	12.716163	12.829234	12.904955	12.945907	13.007892	12.074362	12.237810	11.818488	11.077761	11.515819	11.049608
ENSMUSG00000032116	14.491576	14.570574	14.664143	14.475890	14.543304	14.556669	14.857433	14.629412	14.468329	14.701065	14.659728	14.567559	14.468991	14.508931	14.482418	14.638590	14.715817	14.897895	14.509492	14.337486	14.483884	14.363155	14.520529	14.582928	14.277773	14.264509	14.336255	14.074981	14.280271	14.260338	13.490941	13.657095	13.451489	13.456580	13.497010	13.300157
ENSMUSG00000032135	3.329506	3.970866	4.201790	4.143655	3.645722	3.214438	4.139550	3.886979	3.777257	3.967763	4.460547	4.550591	4.628429	4.377419	4.398223	5.081489	4.350883	4.256634	8.679893	9.251690	8.560018	9.715849	9.359497	10.482849	9.988192	9.664639	10.808153	10.017050	9.314906	9.765883	10.001537	9.798330	10.168812	9.092950	8.636041	9.590717
ENSMUSG00000032212	13.899317	14.020661	13.570635	13.832470	13.935663	14.744932	13.612984	14.281027	14.500581	13.682988	13.866479	14.302706	13.953646	14.519272	14.501984	13.801657	13.687743	13.679937	13.898653	14.356806	13.705112	14.514515	14.338776	15.117170	13.867253	14.424967	14.823797	14.113535	13.964883	13.739242	13.766326	13.881876	13.854056	13.988211	14.136554	14.108447
ENSMUSG00000032216	15.086612	15.073367	14.961163	14.909068	14.933179	14.512053	14.688679	14.798688	14.483543	15.177791	15.107138	14.918288	15.086172	15.028799	14.648561	15.016674	15.112606	14.742212	15.401055	15.462798	15.321802	15.292238	15.287088	14.788871	15.454823	15.223213	15.075296	15.229157	15.327467	15.038789	15.201865	15.157404	15.079052	15.113707	15.089663	15.152108
ENSMUSG00000032422	10.982274	10.976620	10.908307	10.854099	10.862934	10.589288	11.047614	10.949270	10.809315	11.046690	11.199917	10.807562	11.062349	10.997121	10.387148	11.179690	10.989664	10.444099	11.111016	10.912780	10.991823	10.927839	10.826137	10.948597	11.225499	11.100952	11.234041	12.194723	11.894411	12.274955	11.955926	11.650052	11.649503	12.027785	11.564068	12.011263
ENSMUSG00000032477	13.047913	12.881860	13.218551	12.882596	13.159112	12.854901	12.554309	12.839189	12.644283	12.975813	12.964993	12.840241	13.150572	13.230262	12.399219	12.862357	12.887450	12.767653	12.912605	13.288869	13.202106	12.812583	12.718620	12.215320	12.362220	12.347698	11.587837	12.014824	12.139811	11.198983	11.925049	12.044404	11.996226	11.784303	11.600677	11.701229
ENSMUSG00000032481	15.189779	15.190027	15.229130	15.150763	15.184805	14.731168	15.119322	14.981574	14.680868	15.351979	15.271081	15.033045	15.140052	14.898593	15.005809	15.063650	15.145968	15.089444	15.265323	15.001531	15.262751	14.943924	15.010707	14.645707	15.255641	14.953003	14.868810	14.919325	15.075955	15.187888	15.135585	14.992979	15.028782	14.953871	14.885536	14.784659
ENSMUSG00000032519	11.258262	11.259703	11.176790	11.020108	10.993643	11.612854	11.113923	11.154890	11.549636	11.064287	11.276664	11.616817	10.957408	11.213862	11.460825	11.335277	11.172510	11.457160	10.988608	11.034802	11.232423	11.018749	10.961879	11.640147	10.599111	10.924884	10.911955	11.020337	10.748692	10.890586	11.212083	11.116381	11.330344	11.257030	11.222257	11.380214
ENSMUSG00000032593	8.130021	7.672460	8.321450	8.633775	8.309269	7.999560	8.851932	7.901795	7.956559	8.311408	8.511422	7.225359	8.651327	8.291469	8.312980	8.403543	8.479657	7.294419	7.295117	7.722822	8.105583	8.403200	7.418054	8.092411	8.126634	7.593446	8.290407	8.646506	8.151174	8.356831	8.519265	8.362193	8.659350	8.655538	8.181188	8.153016
ENSMUSG00000032606	9.369807	9.589767	9.384502	9.260863	9.085455	9.686035	8.913779	9.673709	9.745765	9.665701	9.394391	9.770097	9.844119	9.570889	10.443357	9.627009	9.734244	10.330182	10.176880	10.242250	9.654050	10.168593	10.037873	10.571118	10.514322	10.668435	11.366722	11.179416	10.716073	11.276305	11.308084	11.200521	11.287104	11.356084	11.387937	11.185452
ENSMUSG00000032609	9.067444	9.143406	9.102349	9.381486	9.235061	9.840930	9.144248	9.586777	10.166172	9.064654	9.265825	9.549327	9.112357	9.191472	9.262038	9.236536	9.120722	9.321172	8.622043	8.691948	8.751080	8.038240	8.302907	8.880929	7.007757	7.488635	7.823180	7.546292	7.386109	8.092343	8.235556	8.071874	8.001562	8.618670	9.107936	8.145608
ENSMUSG00000032621	13.593736	13.551539	13.456212	13.487425	13.485991	14.273240	13.264134	13.907083	14.134602	13.277249	13.495359	13.844688	13.692063	14.276373	14.032500	13.338539	13.395502	13.181772	13.431006	14.002054	13.650921	13.867345	13.569012	14.380981	13.159739	13.605715	13.857291	13.021270	13.188160	12.745702	12.982694	13.363715	13.300375	13.378644	13.692298	13.551461
ENSMUSG00000032640	13.709282	13.608359	13.863403	13.909199	13.629392	12.860486	13.459158	13.276180	12.813164	14.047389	13.648069	13.300582	13.983623	13.570707	12.998148	13.856254	13.628373	13.236683	14.038577	13.970098	14.105312	13.495311	13.245656	12.704380	14.014555	13.583753	13.410245	13.347896	13.383384	13.141717	13.384196	13.410575	13.342966	13.064229	13.146122	12.969138
ENSMUSG00000032641	7.939100	7.523417	7.361820	7.861596	7.338105	8.258117	7.984500	7.940614	8.722361	7.922614	7.964984	7.435031	7.554004	7.674028	8.551619	7.597966	8.018796	8.046782	7.929358	7.627542	7.957194	8.180776	8.087341	8.215946	8.523973	8.130602	9.472270	8.914871	8.822176	9.640304	9.454115	9.055477	9.054868	8.826799	8.855347	8.787508
ENSMUSG00000032715	10.347267	10.558563	10.382724	10.066211	10.642194	10.783147	10.298402	10.414237	10.865613	10.911605	11.103538	10.724523	11.209393	11.373266	11.190877	11.168998	11.092575	11.509044	10.984789	10.998121	10.669034	10.374046	10.865246	10.711266	10.467311	10.700493	10.909544	9.461844	9.179871	9.016363	7.745269	8.088997	7.425059	7.979101	8.285447	7.310322
ENSMUSG00000032965	11.274710	11.379580	11.229930	11.283720	11.318040	12.016074	10.863939	11.573832	11.979466	11.042888	11.700848	12.015217	11.388481	11.778507	12.369670	11.188784	11.458651	11.433469	11.106512	11.254879	11.088787	11.508147	11.306655	12.031240	10.638346	10.993105	10.804998	11.184640	10.953081	11.498173	10.752788	10.923225	10.968690	10.866034	11.089611	10.818443
ENSMUSG00000033047	16.648868	16.588010	16.742960	16.615132	16.667226	16.392900	16.772316	16.494835	16.472627	16.731533	16.600837	16.509281	16.622983	16.441742	16.259326	16.654571	16.704538	16.618755	16.556457	16.394641	16.621681	16.316525	16.456967	16.097592	16.471337	16.280644	16.173083	16.478615	16.345651	16.525698	16.568363	16.460757	16.591084	16.488949	16.239726	16.428788
ENSMUSG00000033065	12.770293	12.785457	12.541578	12.525410	12.568859	12.608502	12.362845	12.689215	12.633821	12.838325	12.857796	12.855658	12.877392	12.882970	12.784675	12.833708	12.890693	12.757053	13.104975	13.128113	12.740372	13.008817	13.041195	12.767453	12.734966	12.992813	12.935930	12.375773	12.257403	12.051167	12.082167	12.181199	12.077321	11.981714	11.966941	12.063231
ENSMUSG00000033227	12.006148	12.295913	11.861513	11.950122	11.935118	12.279533	11.694825	12.032826	12.320622	12.190706	12.456215	12.461763	11.873409	12.036584	12.753693	12.394854	12.315279	12.557017	11.722482	11.692183	11.385279	12.160899	12.283419	12.640984	12.239256	12.668993	12.833133	11.682723	11.491487	11.912338	11.023443	11.124961	11.034690	11.062310	11.317603	10.861737
ENSMUSG00000033249	5.414576	5.246438	5.375987	4.600113	4.581465	6.508339	3.965629	4.280655	6.200390	4.479573	4.684091	5.096245	1.363647	3.671489	4.482226	5.688693	4.473829	6.609938	4.181556	3.546971	3.593656	3.377101	4.787151	6.001694	5.009563	4.717637	5.487462	3.651567	5.367897	6.865347	4.962282	5.341511	4.453345	4.849866	5.854064	5.116851
ENSMUSG00000033319	12.871551	12.739411	12.925244	12.681318	12.826378	12.661465	12.677525	12.612607	12.269055	12.919110	12.803951	12.505773	12.916170	12.750719	12.303073	12.870784	12.759850	12.392031	12.923901	12.956569	13.013902	12.611989	12.506384	12.351255	12.649457	12.318864	12.582907	12.675233	12.647470	12.198669	13.059116	12.778612	13.044963	13.079383	12.748043	13.038834
ENSMUSG00000033417	13.088020	13.053004	13.168160	13.214401	13.144707	12.721448	12.477955	12.962317	12.689378	13.125617	13.231952	13.105691	12.966776	12.979925	13.061829	13.029450	13.137713	13.179249	13.257887	13.159768	13.193292	12.876674	12.844448	12.690409	13.032965	12.827865	12.617449	12.891057	13.060729	13.130777	13.355951	13.077421	13.000589	13.112623	13.256897	13.169737
ENSMUSG00000033460	8.556523	8.284948	8.575265	7.548661	8.778151	7.808838	6.496365	8.872535	8.960993	8.109810	9.333085	8.660383	8.276437	9.627885	9.280685	8.273567	9.024821	8.959633	9.004792	9.563902	8.413101	8.931781	7.891548	8.216367	8.163300	8.394942	6.918677	7.836823	7.683573	6.286036	7.421008	7.376816	7.723624	6.995357	7.918447	8.125929
ENSMUSG00000033628	12.246718	12.059747	12.347054	12.473099	12.344985	12.207937	12.203066	12.348985	12.259864	12.249046	12.263895	12.102139	12.474348	12.501848	12.138834	12.147265	12.193023	11.794718	12.149340	12.265354	12.086964	12.343733	12.204738	12.034105	12.232144	12.262574	12.442477	12.559861	12.456457	12.236350	12.701347	12.756105	12.775420	12.924808	12.774409	12.952557
ENSMUSG00000033701	13.681049	13.950989	13.473445	13.866891	13.849507	14.539115	14.244224	14.159117	14.560272	13.545628	14.035781	14.364110	13.376973	13.688855	14.785078	13.773567	13.819785	14.419789	13.683058	13.427660	13.327420	13.524445	14.009289	14.708177	13.311226	13.872461	14.120610	13.649837	13.621989	13.997028	13.054005	12.906394	12.868711	13.107955	13.431007	13.172694
ENSMUSG00000033706	13.746282	13.869029	14.075540	13.765747	13.854997	13.790222	13.860424	13.955412	14.112180	13.883176	14.008433	14.005399	13.840844	13.936350	13.826976	13.843104	13.957482	13.877199	13.586589	13.594324	13.982052	13.714339	13.709983	13.604647	12.965480	13.052350	12.955952	12.501314	12.699233	12.723599	11.605176	11.922898	11.827830	11.076245	11.587887	11.178057
ENSMUSG00000033713	9.610457	9.355216	9.829488	9.718457	9.724919	8.774955	8.880342	8.966759	8.644446	9.747820	9.697998	9.330787	9.847165	9.449461	9.203515	9.646344	9.469920	9.364647	10.305306	9.850772	10.397606	9.548052	9.152314	8.348995	9.620685	9.185414	8.361179	9.685133	9.847278	9.994541	11.227248	11.111090	10.951293	11.545511	10.999430	11.186860
ENSMUSG00000033740	6.128677	6.505873	4.666634	5.861603	6.332052	6.102184	6.371818	6.488405	6.821658	6.159304	5.913269	6.107272	6.664195	6.145854	6.226277	6.223784	6.209168	5.628807	6.918669	7.181992	7.089540	7.409921	7.666290	7.705703	6.625218	7.162344	6.178372	6.621238	6.232859	7.603330	7.179051	7.026959	7.173858	7.666166	7.607881	7.566112
ENSMUSG00000033781	10.993627	11.302794	11.292353	11.042749	11.057382	11.505597	11.293438	11.303043	11.548916	11.320577	11.268829	11.709740	10.906295	10.985764	11.639833	11.333877	11.158665	11.662073	11.182591	11.087730	11.319568	11.298273	11.567965	11.898312	11.368448	11.497902	11.912321	11.056156	11.615697	11.822548	11.565992	11.565826	11.519782	11.766835	12.166815	12.131663
ENSMUSG00000033808	12.428724	12.527636	12.374445	12.207716	12.459196	12.433730	12.757866	12.663470	12.519361	12.410077	12.609325	12.480063	12.369249	12.438458	12.735306	12.486571	12.561648	12.977036	12.122990	12.136113	12.207079	12.325603	12.563092	12.998058	12.228740	12.310800	12.814741	12.453020	12.609486	12.590518	12.064337	12.036421	12.146524	12.188708	12.385408	12.183714
ENSMUSG00000033885	12.775909	12.783498	12.599029	13.124925	12.923459	13.239689	12.937766	12.944770	13.135460	12.946877	12.736039	12.935992	12.943836	12.926659	12.901963	12.955197	12.913345	13.132257	12.428287	12.600107	12.642685	12.664957	12.791029	12.919887	12.846384	12.928087	13.010203	13.043691	13.149977	13.199827	13.087039	13.347408	13.206191	13.152378	13.399514	13.430559
ENSMUSG00000033953	12.107187	11.958534	12.325846	12.528190	12.348569	11.773874	11.585838	11.902604	11.502944	12.246916	12.281979	11.993182	12.027622	12.219698	11.921168	11.949508	12.337061	12.173230	12.738809	12.305613	12.328994	12.155499	12.002631	11.335920	12.043266	11.991501	12.138675	11.334168	11.669761	11.257614	11.541576	11.761580	11.826679	11.616961	11.832392	11.845564
ENSMUSG00000033970	13.037809	13.186469	13.162057	13.220905	13.078698	13.491401	13.786657	13.389173	13.716277	13.219592	13.239633	13.561382	13.369196	13.257933	13.378311	13.246365	13.181476	13.162923	13.184898	13.232476	13.277731	13.250310	13.166963	13.331177	13.093029	13.132066	13.171846	13.256597	12.973971	13.049238	13.003189	12.992424	13.024431	12.663444	12.731556	12.493379
ENSMUSG00000034021	13.224156	13.227526	13.180084	13.086113	13.188989	13.254651	12.961832	13.092929	13.100253	13.226446	13.258514	13.224394	13.308393	13.349991	13.105610	13.096731	13.199878	12.699895	13.494531	13.759595	13.641889	13.601027	13.398207	13.219077	13.490292	13.399229	12.931642	13.298031	13.376290	13.107400	13.365012	13.375411	13.278213	13.186236	13.093520	13.130408
ENSMUSG00000034042	13.845484	13.910827	13.708332	13.509110	13.697332	13.575385	13.372022	13.698030	13.553056	13.714365	13.482695	13.583554	13.528228	13.449759	13.412694	13.568004	13.537389	13.813373	13.748669	13.582158	13.520468	13.244832	13.481178	13.308573	13.475425	13.498261	13.393949	13.763652	13.752074	13.886402	14.044716	13.891599	14.004030	14.206349	14.135747	14.339220
ENSMUSG00000034121	10.265508	10.237960	10.369390	10.176378	10.206621	10.449814	10.269579	10.118553	10.416830	10.275937	10.402835	10.262562	10.297820	10.392360	10.522318	10.453011	10.200688	10.160292	10.189096	10.432206	10.292959	10.571774	10.510428	10.844293	10.909482	11.083471	11.367944	11.195065	11.352519	11.166363	10.976477	11.207046	11.182324	10.896274	11.126194	10.989096
ENSMUSG00000034187	12.685550	12.580071	12.839689	12.736206	12.693303	11.886447	12.343070	12.335419	11.699633	12.847922	12.732415	12.185237	12.789209	12.595504	12.314079	12.603880	12.702704	12.522061	12.569437	12.274098	12.525661	12.665863	12.483380	11.999681	13.199969	12.952473	12.796791	12.918172	12.908106	12.802175	12.713158	12.814776	12.720707	12.703147	12.388404	12.604613
ENSMUSG00000034308	8.820699	8.660137	8.833779	8.785773	9.112341	8.579364	9.353570	8.797078	8.985032	9.116408	9.008894	9.007467	9.148540	8.815259	9.318830	8.709902	8.617499	8.317829	8.426468	7.897767	8.381348	8.510713	7.957456	7.902582	8.774185	8.743318	7.203240	9.144513	9.020724	8.992815	9.008414	8.817617	8.924492	9.096732	8.859023	8.738675
ENSMUSG00000034321	13.866244	13.748795	14.018492	13.833504	13.999836	13.815322	14.029885	13.926279	13.720313	13.855552	13.909651	13.898118	13.815458	13.805241	13.581401	13.749332	13.949361	13.975617	13.564325	13.632115	13.920752	13.672421	13.691605	13.479741	13.242219	13.176590	12.849761	12.801339	13.102839	12.737092	12.340499	12.482151	12.463894	11.977130	12.149948	12.006089
ENSMUSG00000034427	4.949848	4.734230	5.124308	5.640894	4.709385	4.492520	6.623663	5.695257	4.678395	4.963146	4.545373	3.270921	5.118785	4.750543	3.749568	4.549687	4.858032	3.587262	6.346503	6.160480	5.967966	4.476783	5.283818	5.446448	5.626214	4.849451	6.467711	7.502913	6.610939	7.642064	7.679899	7.852557	8.485096	8.784683	7.937499	8.581307
ENSMUSG00000034453	12.354069	12.311791	12.518385	12.658925	12.563366	12.288002	12.522708	12.339634	12.160584	12.611093	12.440636	12.277320	12.706800	12.467019	12.295038	12.355136	12.368274	12.350840	12.238861	12.147898	12.446977	12.473838	12.340430	12.064093	12.548355	12.189001	12.084150	12.597368	12.484224	12.353212	12.533324	12.442068	12.423121	12.694005	12.354812	12.509342
ENSMUSG00000034573	5.825242	5.119625	4.900263	6.718092	5.012628	4.575586	7.305495	5.025967	5.762820	5.713020	5.187991	5.549319	6.995940	5.668958	5.880480	6.625715	5.719060	5.943418	8.125029	7.896816	8.407880	6.865787	7.730261	7.742363	6.111607	5.304426	5.816341	5.877267	5.309539	6.046287	7.778566	6.970322	7.225782	7.564668	7.300153	7.351648
ENSMUSG00000034574	10.218338	9.958132	10.608223	10.361681	10.223750	9.201320	9.751472	9.988761	9.313241	10.522316	10.428692	9.677759	10.285164	9.861327	9.108923	9.897317	9.933085	9.947494	10.413103	10.236326	10.737495	10.285846	10.009142	9.334751	11.206422	10.539975	10.291977	11.224903	11.135315	11.262539	12.289374	12.265530	12.198565	12.856467	12.402992	12.533007
ENSMUSG00000034595	15.220428	15.177568	14.967337	15.035039	15.130094	14.816658	15.158441	15.080248	14.799505	15.409661	15.300452	15.166286	15.262606	15.159246	14.917891	15.293555	15.407688	15.255206	14.995335	15.050685	14.982546	14.000288	13.974138	13.706629	14.208729	14.035880	13.857249	13.830436	14.191877	13.966564	13.817934	13.763201	13.581838	13.687111	13.951896	13.636530
ENSMUSG00000034647	12.305055	12.330245	12.210719	12.382664	12.293319	13.038729	12.326027	12.602022	12.897871	12.441158	12.274230	12.701520	12.615003	12.726683	12.711865	12.559365	12.123005	12.310608	11.814129	12.442770	11.970833	12.912482	12.678137	13.484616	12.206316	12.485461	12.945242	12.263498	12.527339	12.414136	12.421466	12.539457	12.300633	12.791583	13.258869	13.074936
ENSMUSG00000034686	9.725730	9.647774	9.583611	10.020977	9.956974	10.085117	9.927624	9.959195	9.861982	9.587072	10.284714	9.617433	9.904445	9.840289	10.604831	10.054065	10.199098	10.262373	9.375503	9.029917	9.525224	9.262936	9.385738	9.799871	8.593782	9.111885	7.871309	8.710518	9.462208	9.954101	8.158255	9.061184	8.036450	9.333110	9.468578	8.683002
ENSMUSG00000034917	10.477738	10.273678	9.890470	9.823498	10.105494	10.058026	9.420613	10.102000	10.374815	10.310111	10.582024	10.377371	10.247517	10.569127	10.790945	10.265649	10.457888	9.895345	10.550876	10.611369	10.340959	10.494260	10.493512	10.442732	9.788935	10.037713	9.174822	9.766880	9.663653	10.313623	9.459200	9.657272	9.644721	10.003997	9.924851	9.808131
ENSMUSG00000034949	6.191690	6.683632	5.005074	6.194027	5.944687	5.116089	3.820338	6.006800	5.229249	5.889367	4.804989	5.926239	5.590274	5.410258	4.381506	5.102469	5.331110	7.138173	6.251335	4.979562	4.637908	5.692237	5.608203	6.249180	5.506800	5.495338	6.473881	7.892551	6.167930	8.352072	7.926749	6.725346	7.262416	8.058525	7.842503	8.010782
ENSMUSG00000035126	7.888146	8.469796	7.918129	7.126920	7.696104	8.078193	6.924844	7.918777	8.288701	7.811277	7.757369	8.597088	7.739989	8.177661	8.181481	8.573953	7.954803	8.835840	8.512727	8.627247	8.151389	8.795990	8.818963	9.612963	8.791540	9.038927	8.833533	9.700901	9.229256	9.770801	9.567622	9.391432	9.488821	10.138491	10.040543	10.009823
ENSMUSG00000035232	13.244925	13.193066	12.843563	13.066268	13.117146	13.163821	13.287906	13.284828	13.154062	13.157988	13.310898	13.155466	12.949521	12.946521	12.877361	13.234609	13.210278	13.426351	13.903303	13.611479	13.419922	13.372523	13.845961	13.607388	13.735673	13.957606	13.837752	13.814573	13.803476	13.965536	12.935831	12.857964	12.694647	12.762468	12.286642	12.418039
ENSMUSG00000035246	8.581060	8.214443	8.002488	8.254006	7.401400	7.705513	9.023085	8.278566	8.294594	8.783014	7.870591	8.806228	8.718985	8.374455	9.170346	9.196815	8.550860	9.059674	9.264564	8.997463	8.309526	8.282452	8.257633	8.682717	9.460707	8.977237	9.728332	10.569041	10.231580	10.472818	10.780596	10.002236	10.514132	10.592169	10.487752	10.697883
ENSMUSG00000035329	10.298548	10.259565	10.497192	10.889423	10.545395	10.498147	11.098672	10.598006	10.581514	10.477730	10.835617	10.772234	10.982842	10.843310	10.891992	10.671207	10.535686	10.575039	10.040209	10.351349	10.485752	10.829609	10.742481	11.232299	10.678467	10.697592	10.283155	11.063200	11.191468	10.577765	11.223171	11.206985	10.968157	11.291500	11.464039	11.197231
ENSMUSG00000035456	9.701671	9.630182	9.888440	9.408463	9.354524	9.547566	9.542024	9.818519	10.078361	9.647222	9.284971	9.646680	9.591446	9.678608	9.667019	9.880921	9.700381	9.970054	10.997643	11.213243	10.893414	11.168567	10.882341	11.506031	11.233955	11.203884	11.861388	10.692106	10.549410	10.522195	10.225348	10.256198	10.418930	10.043764	10.318491	10.629554
ENSMUSG00000035476	10.496058	10.479997	10.836450	10.773364	10.519111	9.977904	11.117278	10.701646	10.408939	11.010833	10.944778	10.744121	11.103682	10.732102	10.757380	10.458704	10.802346	10.058226	10.508569	10.576605	10.636267	10.823617	10.595352	10.015098	10.658443	10.117715	9.571876	10.336948	10.509887	10.290644	10.793141	10.832960	10.602334	10.833187	10.920792	10.534686
ENSMUSG00000035478	14.038924	14.077133	13.946055	13.823218	13.977887	14.080965	13.827815	14.034023	14.087580	13.932062	14.014432	14.059841	13.948412	14.083582	14.121241	13.897349	14.003011	13.911092	13.907269	14.072580	13.951291	14.089879	14.001361	14.179813	13.886911	14.053082	14.070443	13.980935	13.916988	13.931367	13.707313	13.796771	13.955962	13.679292	13.633068	13.694814
ENSMUSG00000036172	7.189916	6.488511	7.496573	7.337941	6.750413	6.901776	7.939189	7.121446	7.551022	8.099240	7.699302	8.458054	6.669749	6.724399	7.000691	7.156476	7.162648	7.118903	7.318685	6.972533	6.982889	6.572656	7.292155	5.921756	7.969520	6.937602	8.614099	6.544011	8.076821	8.589095	6.127768	5.982623	6.441769	5.972480	7.606909	6.207786
ENSMUSG00000036246	13.973865	14.087413	13.946138	13.858488	13.872286	14.154628	13.997278	14.097847	14.035038	13.858451	13.812507	14.032033	13.804643	13.927995	13.914959	14.043451	13.982763	14.077782	13.509345	13.521893	13.520503	12.987333	13.208147	13.448861	13.207878	13.465431	13.573622	13.875138	14.007229	14.169860	13.623540	13.843145	13.841452	13.680113	13.905889	13.796655
ENSMUSG00000036249	12.084646	12.049874	12.087312	12.090771	11.991499	11.961289	11.982281	12.031629	11.803137	12.258420	11.964592	11.853963	12.206965	12.196632	12.029160	12.064161	12.089564	12.031247	11.892217	12.003097	11.892075	11.715524	11.550881	11.458734	11.830044	11.665415	11.805992	11.559391	11.635081	11.064912	11.517131	11.751941	11.758231	11.465630	11.740803	11.442169
ENSMUSG00000036282	11.232407	11.243926	11.258719	11.317716	11.264609	11.220989	10.966301	10.924083	11.194003	11.105221	11.033171	11.151279	10.950718	11.052497	11.418279	10.655082	11.022682	10.543124	11.220981	10.861116	10.971843	10.901369	11.011781	10.645380	10.830078	10.970405	10.556694	10.558308	10.220113	10.990384	10.536041	10.680538	10.895025	10.646505	10.636644	10.906542
ENSMUSG00000036339	10.425585	10.456845	10.329794	10.764496	10.446161	10.561612	10.755280	10.616727	10.654522	10.665683	10.537093	10.950282	10.719450	10.352718	10.778727	10.520903	10.455059	10.738673	10.798463	10.652766	10.680163	10.471734	10.601421	10.919088	10.702776	10.798975	10.535501	10.634583	10.282024	11.043543	10.329622	10.301339	10.432972	10.331829	10.038420	10.177115
ENSMUSG00000036376	13.499697	13.484623	13.771650	13.326605	13.695600	12.902797	13.031339	13.547243	13.058266	13.563768	13.676439	13.179566	14.053994	13.905394	12.964169	13.496047	13.759527	13.284080	13.393797	13.771118	13.836869	13.794253	13.299231	12.794722	13.290957	12.935908	12.665957	13.312900	13.151878	12.655743	13.362025	13.474496	13.494609	13.433215	13.153159	13.543075
ENSMUSG00000036678	14.937851	14.980503	15.022202	14.837227	14.994259	14.764909	15.101311	14.920588	14.715034	15.110375	14.984437	14.889271	14.960152	14.771596	14.870022	15.032299	15.115582	15.359202	15.172885	15.005431	15.215859	14.841891	15.028939	14.770412	15.063156	14.930686	14.883140	15.099308	15.316600	15.363797	15.151392	15.130219	15.096879	14.933576	14.995532	14.864044
ENSMUSG00000036768	13.585389	13.398694	13.765859	13.485119	13.519639	13.133585	13.152378	13.349104	13.184029	13.794758	13.528672	13.290608	13.884387	13.877459	13.130017	13.611864	13.531478	13.244550	13.821432	13.928770	13.948806	13.782696	13.469901	13.168532	13.788211	13.539269	13.435264	13.634821	13.487803	12.822411	13.630318	13.746225	13.831330	13.254563	13.192785	13.166582
ENSMUSG00000036825	10.783364	10.737464	11.137071	10.553709	10.615397	10.383850	10.074225	10.442637	10.396040	10.621460	10.740467	10.584199	10.862786	10.919446	10.178812	10.620724	10.723937	10.383613	10.686822	11.052197	11.154492	11.582253	11.113435	10.853010	11.280862	10.945741	10.682634	10.917749	10.826210	10.327216	11.055341	11.187222	11.074688	10.881981	10.563607	10.873968
ENSMUSG00000037108	15.263031	15.233089	14.979841	14.979772	14.980897	15.410317	14.958897	15.323330	15.550059	15.213781	15.202003	15.392042	15.382720	15.574087	15.289532	15.238530	15.204044	15.110836	15.248766	15.648668	15.287102	15.642389	15.527497	15.693142	15.393966	15.583225	15.726995	15.690483	15.640952	15.387290	15.443328	15.614625	15.472856	15.444799	15.533039	15.563084
ENSMUSG00000037353	13.262037	13.213838	13.015886	13.122966	13.112111	12.945913	13.119042	13.023471	13.056971	13.191801	13.022350	13.040003	12.974559	12.816714	12.900817	12.982589	13.148756	13.294168	13.182797	13.009138	13.136337	12.966234	13.170728	12.829571	13.118843	13.023607	12.693997	13.269889	13.301265	13.577699	13.707380	13.529644	13.476216	13.593120	13.583371	13.460456
ENSMUSG00000037408	10.731099	10.722663	10.837157	10.374291	10.630264	10.256624	10.638494	10.422347	9.967183	10.901305	10.563741	10.451813	10.722660	10.319095	10.268027	10.667596	10.601648	10.634511	11.345540	11.217246	11.386227	10.662041	10.735902	10.259065	11.043862	10.927609	11.089209	10.820298	11.225024	10.992000	11.048621	10.983192	11.074222	10.836156	10.624269	10.796658
